agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_unarmed,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_theft_under50_dollar,tot_clr_assault_aggravated,tot_clr_index_violent,tot_clr_index_property,tot_clr_index_total,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_unarmed,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_theft_under50_dollar,clr_18_assault_aggravated,clr_18_index_violent,clr_18_index_property,clr_18_index_total,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_unarmed,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_theft_under50_dollar,unfound_assault_aggravated,unfound_index_violent,unfound_index_property,unfound_index_total
Rockmart Police Department,2023,Georgia,5303,GA11502,0,0,0,0,0,2,2,0,3,3,0,0,0,60,10,5,3,1,41,27,15,11,1,159,7,5,1,1,258,0,19,24,193,217,0,0,0,0,0,0,0,0,0,0,12,2,3,0,0,7,3,2,1,0,37,2,2,0,0,54,0,5,5,42,47,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rockmart Police Department,2022,Georgia,4877,GA11502,0,0,0,1,0,3,3,0,0,0,0,0,0,49,6,3,4,0,36,22,16,5,1,160,4,3,0,1,239,0,13,17,186,203,1,0,0,0,0,0,0,0,0,0,14,0,0,1,0,13,1,0,1,0,50,0,0,0,0,66,0,1,2,51,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rockmart Police Department,2021,Georgia,4520,GA11502,0,0,0,0,0,2,2,0,3,1,0,0,2,67,14,1,2,0,50,45,20,25,0,210,13,12,0,1,340,0,17,22,268,290,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,3,1,2,0,69,0,0,0,0,86,0,0,0,72,72,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rockmart Police Department,2020,Georgia,4458,GA11502,0,0,0,0,0,2,2,0,1,0,0,0,1,52,4,3,3,1,41,36,21,15,0,197,11,10,0,1,299,0,11,14,244,258,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,6,0,0,0,0,15,1,1,0,0,23,0,1,1,16,17,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rockmart Police Department,2019,Georgia,,GA11502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockmart Police Department,2018,Georgia,4281,GA11502,0,0,0,0,0,4,4,0,6,5,0,0,1,127,14,5,8,1,99,93,39,53,1,234,12,11,0,1,476,0,28,38,339,377,0,0,1,1,0,3,3,0,0,0,103,11,5,5,1,81,45,15,29,1,126,6,6,0,0,284,0,22,26,177,203,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,5,0,0,0,0,11,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,3,6,0,6,0,6,0,0,0,0,16,0,1,1,12,13
Rockmart Police Department,2017,Georgia,4317,GA11502,0,0,0,0,0,1,1,0,9,2,1,2,4,101,11,3,2,4,81,109,38,64,7,244,13,13,0,0,477,0,20,30,366,396,0,0,0,0,0,5,0,1,1,3,74,3,1,1,3,66,34,14,15,5,140,7,7,0,0,260,0,8,13,181,194,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,9,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,0,0,0,0,9,0,0,0,5,5
Rockmart Police Department,2016,Georgia,4322,GA11502,0,0,0,1,0,2,2,0,1,0,0,0,1,122,9,4,10,4,95,101,47,50,4,249,16,14,0,2,492,0,27,31,366,397,1,0,1,1,0,0,0,0,0,0,91,4,3,8,4,72,45,18,25,2,147,7,6,0,1,292,0,19,21,199,220,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,8,0,0,0,5,5
Rockmart Police Department,2015,Georgia,4282,GA11502,0,0,0,0,0,1,1,0,15,9,1,0,5,117,6,3,3,8,97,100,36,60,4,272,14,11,0,3,519,0,20,36,386,422,0,0,1,1,0,4,3,0,0,1,89,3,2,3,4,77,52,15,35,2,138,6,6,0,0,290,0,12,17,196,213,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,8,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,1,1,0,0,7,0,0,0,4,4
Rockmart Police Department,2014,Georgia,4159,GA11502,0,0,0,0,0,2,2,0,10,3,5,0,2,135,4,4,6,3,118,80,39,40,1,293,6,4,0,2,526,0,17,29,379,408,0,0,1,1,0,6,1,4,0,1,100,1,4,4,2,89,45,22,22,1,161,3,3,0,0,316,0,11,18,209,227,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,2,2,0,0,1,0,0,0,0,7,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,1,0,4,0,0,0,0,7,0,0,0,5,5
