agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
West Norriton Township Police Department,2023,Pennsylvania,16294,PA04631,0,0,0,2,0,2,2,0,3,0,0,1,2,59,2,0,7,12,38,11,10,1,0,265,17,14,0,3,359,0,21,28,293,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Norriton Township Police Department,2022,Pennsylvania,16392,PA04631,0,0,0,0,0,0,0,0,2,0,0,1,1,48,3,1,3,9,32,16,14,1,1,236,16,14,0,2,318,0,16,18,268,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1
West Norriton Township Police Department,2021,Pennsylvania,,PA04631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Norriton Township Police Department,2020,Pennsylvania,15608,PA04631,0,0,0,0,0,0,0,0,3,1,0,1,1,49,1,2,7,11,28,30,20,3,7,234,14,13,0,1,330,0,21,24,278,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3
West Norriton Township Police Department,2019,Pennsylvania,15650,PA04631,0,0,0,2,0,1,1,0,13,6,1,2,4,52,2,2,2,16,30,20,13,6,1,192,15,13,0,2,295,0,22,38,227,265,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,1,1,1,0,0,5,0,1,1,2,3
West Norriton Township Police Department,2018,Pennsylvania,15708,PA04631,0,0,6,0,0,2,2,0,8,4,0,0,4,81,2,2,0,18,59,20,10,7,3,233,6,6,0,0,350,0,22,32,259,291,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,1,0,0,1,8,0,0,0,5,5
West Norriton Township Police Department,2017,Pennsylvania,15780,PA04631,0,0,6,0,0,3,3,0,5,3,0,0,2,86,2,3,1,8,72,22,10,9,3,246,5,5,0,0,367,0,14,22,273,295,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,6,0,0,2,3,5
West Norriton Township Police Department,2016,Pennsylvania,15799,PA04631,0,0,3,0,0,1,1,0,4,1,1,0,2,71,4,1,2,12,52,35,13,12,10,280,13,9,2,2,404,0,19,24,328,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,5,0,0,0,5,5
West Norriton Township Police Department,2015,Pennsylvania,15836,PA04631,0,0,14,0,0,4,4,0,3,2,0,0,1,95,0,0,2,30,63,24,7,14,3,269,17,11,2,4,412,0,32,39,310,349,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,1,5,6
West Norriton Township Police Department,2014,Pennsylvania,15816,PA04631,0,0,11,0,0,2,2,0,8,2,0,0,6,90,1,0,3,11,75,38,23,10,5,342,22,14,0,8,502,0,15,25,402,427,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,6,0,0,2,4,6
