agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Clinton Police Department,2021,Arkansas,2492,AR07102,0,0,0,0,0,4,4,0,0,0,0,0,0,42,0,0,0,0,42,9,7,2,0,39,9,6,3,0,103,0,0,4,57,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinton Police Department,2020,Arkansas,2505,AR07102,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,3,1,37,8,3,4,1,41,2,1,0,1,92,0,4,4,51,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinton Police Department,2019,Arkansas,2489,AR07102,0,0,0,0,0,3,3,0,1,1,0,0,0,40,0,0,1,3,36,22,12,7,3,85,6,4,1,1,157,0,4,8,113,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinton Police Department,2018,Arkansas,2471,AR07102,0,0,0,0,0,1,1,0,0,0,0,0,0,31,1,0,1,1,28,16,11,3,2,77,1,1,0,0,126,0,3,4,94,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinton Police Department,2017,Arkansas,2505,AR07102,0,0,0,0,0,1,1,0,0,0,0,0,0,23,4,0,1,0,18,10,4,5,1,27,0,0,0,0,61,0,5,6,37,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinton Police Department,2016,Arkansas,2526,AR07102,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1,0,18,1,0,1,0,31,9,6,3,0,60,0,1,1,41,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinton Police Department,2015,Arkansas,2537,AR07102,0,0,0,0,0,2,2,0,1,0,0,0,1,9,0,0,0,3,6,8,6,1,1,30,9,4,4,1,59,0,3,6,47,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinton Police Department,2014,Arkansas,2557,AR07102,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,1,0,1,10,20,14,4,2,28,6,3,3,0,67,0,3,3,54,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinton Police Department,2013,Arkansas,2561,AR07102,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0,1,1,0,4,9,7,2,0,41,8,5,2,1,65,0,2,3,58,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinton Police Department,2012,Arkansas,2580,AR07102,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,16,14,2,0,42,3,1,1,1,70,0,0,0,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinton Police Department,2011,Arkansas,2622,AR07102,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,2,9,6,4,1,1,36,3,2,1,0,57,0,3,3,45,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinton Police Department,2010,Arkansas,2602,AR07102,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2,11,7,4,3,0,45,5,1,3,1,70,0,2,2,57,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinton Police Department,2009,Arkansas,2482,AR07102,0,0,0,0,0,1,1,0,0,0,0,0,0,12,0,0,0,1,11,10,8,1,1,73,4,2,2,0,100,0,1,2,87,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinton Police Department,2008,Arkansas,2388,AR07102,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,2,17,10,4,6,0,47,2,0,0,2,79,0,3,3,59,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinton Police Department,2007,Arkansas,2506,AR07102,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,1,24,7,6,1,0,62,3,0,1,2,97,0,1,1,72,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
