agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_unarmed,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_theft_under50_dollar,tot_clr_assault_aggravated,tot_clr_index_violent,tot_clr_index_property,tot_clr_index_total,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_unarmed,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_theft_under50_dollar,clr_18_assault_aggravated,clr_18_index_violent,clr_18_index_property,clr_18_index_total,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_unarmed,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_theft_under50_dollar,unfound_assault_aggravated,unfound_index_violent,unfound_index_property,unfound_index_total
Sturbridge Police Department,2023,Massachusetts,9934,MA01448,0,0,0,0,0,3,3,0,0,0,0,0,0,79,3,7,8,4,57,10,3,5,2,70,8,7,0,1,170,0,22,25,88,113,0,0,0,0,0,0,0,0,0,0,62,2,4,8,4,44,1,0,0,1,16,3,3,0,0,82,0,18,18,20,38,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,7,0,0,0,0,0,0,0,0,0,10,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sturbridge Police Department,2022,Massachusetts,9892,MA01448,0,0,0,0,0,3,3,0,0,0,0,0,0,112,1,2,13,8,88,12,6,4,2,58,3,3,0,0,188,0,24,27,73,100,0,0,3,3,0,0,0,0,0,0,91,1,2,12,6,70,2,2,0,0,13,1,1,0,0,110,0,21,24,16,40,0,0,1,1,0,0,0,0,0,0,8,0,1,1,1,5,1,1,0,0,0,0,0,0,0,10,0,3,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sturbridge Police Department,2021,Massachusetts,9670,MA01448,0,0,0,0,0,6,6,0,0,0,0,0,0,93,2,4,7,3,77,17,8,8,1,89,8,6,2,0,213,0,16,22,114,136,0,0,1,1,0,0,0,0,0,0,72,2,4,5,2,59,4,2,2,0,23,1,1,0,0,101,0,13,14,28,42,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,5,0,0,0,0,0,0,0,0,0,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sturbridge Police Department,2020,Massachusetts,9585,MA01448,0,0,0,0,0,4,4,0,0,0,0,0,0,86,4,5,10,2,65,15,8,6,1,70,17,17,0,0,192,0,21,25,102,127,0,0,1,1,0,0,0,0,0,0,74,4,3,10,2,55,6,2,3,1,23,2,2,0,0,106,0,19,20,31,51,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sturbridge Police Department,2019,Massachusetts,9611,MA01448,0,0,0,0,0,3,3,0,0,0,0,0,0,102,1,1,9,3,88,12,5,5,2,94,7,6,0,1,218,0,14,17,113,130,0,0,1,1,0,0,0,0,0,0,70,1,1,9,3,56,0,0,0,0,41,4,3,0,1,116,0,14,15,45,60,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,6,0,0,0,0,0,0,0,0,0,8,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sturbridge Police Department,2018,Massachusetts,9626,MA01448,0,0,0,1,0,2,2,0,2,1,0,1,0,113,1,4,7,7,94,15,3,8,4,91,9,8,0,1,233,0,19,24,115,139,0,0,1,1,0,1,0,0,1,0,91,1,3,5,7,75,7,3,3,1,43,4,4,0,0,147,0,16,18,54,72,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,8,0,0,0,0,2,0,0,0,0,11,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sturbridge Police Department,2017,Massachusetts,9605,MA01448,0,0,0,0,0,2,2,0,2,1,0,1,0,88,1,1,9,6,71,20,9,9,2,99,11,10,1,0,222,0,17,21,130,151,0,0,1,1,0,2,1,0,1,0,80,0,1,10,6,63,5,2,2,1,53,8,8,0,0,149,0,17,20,66,86,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,11,0,0,0,0,1,0,0,0,0,13,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sturbridge Police Department,2016,Massachusetts,9520,MA01448,0,0,0,0,0,5,5,0,3,1,1,0,1,99,1,3,7,15,73,20,14,6,0,141,6,4,1,1,274,0,26,34,167,201,0,0,2,2,0,2,0,1,0,1,83,1,3,6,14,59,8,5,3,0,57,2,2,0,0,154,0,24,28,67,95,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,1,0,0,2,1,1,0,0,7,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sturbridge Police Department,2015,Massachusetts,9513,MA01448,0,0,0,0,0,3,3,0,2,0,0,0,2,125,3,3,5,8,106,22,14,7,1,151,7,6,1,0,310,0,19,24,180,204,0,0,1,1,0,0,0,0,0,0,88,0,3,5,8,72,5,2,3,0,53,6,6,0,0,153,0,16,17,64,81,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,1,1,0,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sturbridge Police Department,2014,Massachusetts,9467,MA01448,0,0,0,0,0,4,4,0,4,0,1,1,2,118,0,2,16,3,97,31,16,12,3,122,9,6,3,0,288,0,21,29,162,191,0,0,0,0,0,4,0,1,1,2,90,0,2,13,3,72,10,3,5,2,39,4,4,0,0,147,0,18,22,53,75,0,0,0,0,0,0,0,0,0,0,12,0,1,3,0,8,0,0,0,0,1,0,0,0,0,13,0,4,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sturbridge Police Department,2013,Massachusetts,9399,MA01448,0,0,0,0,0,7,7,0,5,3,0,0,2,135,3,2,10,3,117,25,17,7,1,146,4,4,0,0,322,0,18,30,175,205,0,0,4,4,0,4,2,0,0,2,106,2,2,8,3,91,5,4,1,0,52,3,3,0,0,174,0,15,23,60,83,0,0,0,0,0,0,0,0,0,0,19,0,0,1,0,18,1,1,0,0,5,0,0,0,0,25,0,1,1,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sturbridge Police Department,2012,Massachusetts,9383,MA01448,0,0,0,0,0,1,1,0,3,1,1,0,1,154,4,5,15,1,129,30,16,12,2,140,7,5,1,1,335,0,25,29,177,206,0,0,1,1,0,1,0,1,0,0,128,4,5,15,2,102,10,5,4,1,56,4,3,0,1,200,0,26,28,70,98,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,11,0,0,0,0,3,0,0,0,0,15,0,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sturbridge Police Department,2011,Massachusetts,9324,MA01448,0,0,0,0,0,4,4,0,5,0,1,1,3,134,1,4,10,6,113,44,27,17,0,120,8,8,0,0,315,0,21,30,172,202,0,0,1,1,0,3,0,1,0,2,108,1,4,10,5,88,15,8,7,0,47,6,6,0,0,180,0,20,24,68,92,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,1,1,0,0,2,4,4,0,0,13,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sturbridge Police Department,2010,Massachusetts,9268,MA01448,0,0,0,0,0,2,2,0,2,0,0,0,2,116,0,12,3,7,94,45,31,12,2,110,10,8,1,1,285,0,22,26,165,191,0,0,0,0,0,2,0,0,0,2,97,0,11,3,7,76,16,13,3,0,37,4,4,0,0,156,0,21,23,57,80,0,0,0,0,0,0,0,0,0,0,17,0,4,0,0,13,2,2,0,0,2,1,1,0,0,22,0,4,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sturbridge Police Department,2009,Massachusetts,9335,MA01448,0,0,0,0,0,3,3,0,1,1,0,0,0,109,1,0,13,2,93,39,23,14,2,112,2,2,0,0,266,0,16,20,153,173,0,0,1,1,0,1,1,0,0,0,88,0,0,14,2,72,13,9,4,0,50,2,2,0,0,155,0,16,18,65,83,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,15,1,1,0,0,13,0,0,0,0,30,0,1,1,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sturbridge Police Department,2008,Massachusetts,9266,MA01448,0,0,0,0,0,6,6,0,0,0,0,0,0,101,0,3,7,4,87,33,18,12,3,122,8,7,1,0,270,0,14,20,163,183,0,0,1,1,0,0,0,0,0,0,88,0,3,5,4,76,10,5,4,1,52,2,2,0,0,153,0,12,13,64,77,0,0,1,1,0,0,0,0,0,0,16,0,1,0,1,14,3,2,1,0,7,0,0,0,0,27,0,2,3,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sturbridge Police Department,2007,Massachusetts,9141,MA01448,0,0,0,0,0,6,6,0,1,0,0,0,1,103,2,1,5,3,92,31,21,9,1,124,10,7,3,0,275,0,11,18,165,183,0,0,1,1,0,1,0,0,0,1,84,1,1,5,3,74,6,4,2,0,41,3,3,0,0,136,0,10,12,50,62,0,0,0,0,0,0,0,0,0,0,17,0,0,1,3,13,2,1,1,0,8,0,0,0,0,27,0,4,4,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sturbridge Police Department,2006,Massachusetts,8913,MA01448,0,0,0,0,0,3,3,0,0,0,0,0,0,110,5,1,12,3,89,37,25,10,2,102,5,4,1,0,257,0,21,24,144,168,0,0,0,0,0,0,0,0,0,0,83,5,1,9,3,65,13,8,5,0,31,1,0,1,0,128,0,18,18,45,63,0,0,0,0,0,0,0,0,0,0,14,0,0,3,0,11,5,2,3,0,6,0,0,0,0,25,0,3,3,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
