agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_assault_aggravated,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_unarmed,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_assault_aggravated,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_unarmed,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_assault_aggravated,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_unarmed,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_assault_aggravated
Milford Police Department,2017,New Hampshire,15330,NH00642,0,0,0,0,0,5,5,0,0,0,0,0,0,89,1,5,2,2,79,11,4,5,2,87,5,3,2,0,197,10,0,0,1,1,0,1,0,1,0,0,36,1,4,2,2,27,3,1,2,0,5,1,1,0,0,47,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milford Police Department,2016,New Hampshire,15317,NH00642,0,0,0,0,0,2,2,0,3,1,1,0,1,89,1,2,2,1,83,14,5,8,1,129,4,3,1,0,241,6,0,0,0,0,0,0,0,0,0,0,35,1,0,1,1,32,1,1,0,0,10,0,0,0,0,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milford Police Department,2015,New Hampshire,15161,NH00642,0,0,0,0,0,0,0,0,7,4,1,0,2,204,4,3,3,1,193,20,5,13,2,166,10,9,0,1,407,11,0,0,0,0,0,4,2,0,0,2,66,1,3,2,1,59,2,0,1,1,10,5,5,0,0,87,7,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,3,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milford Police Department,2014,New Hampshire,15141,NH00642,0,0,0,0,0,5,5,0,0,0,0,0,0,167,2,5,4,7,149,25,10,10,5,191,11,9,2,0,399,18,0,0,0,0,0,0,0,0,0,0,68,2,2,3,3,58,4,3,1,0,30,2,2,0,0,104,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milford Police Department,2013,New Hampshire,15162,NH00642,0,0,0,0,0,10,10,0,2,0,0,0,2,211,1,3,1,7,199,25,9,9,7,241,9,8,1,0,498,12,0,0,2,2,0,1,0,0,0,1,102,1,3,1,5,92,5,3,2,0,38,2,2,0,0,150,10,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milford Police Department,2012,New Hampshire,15181,NH00642,0,0,0,0,0,3,3,0,8,2,4,0,2,277,3,6,4,8,256,43,26,14,3,275,15,13,1,1,621,21,0,0,1,1,0,7,2,3,0,2,87,1,1,1,5,79,8,3,4,1,26,1,1,0,0,130,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milford Police Department,2011,New Hampshire,15135,NH00642,0,0,0,0,0,2,2,0,7,1,1,0,5,272,4,12,4,8,244,46,22,17,7,267,10,9,1,0,604,28,0,0,0,0,0,2,0,0,0,2,99,3,9,1,5,81,9,4,3,2,28,2,2,0,0,140,18,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,2,1,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milford Police Department,2010,New Hampshire,15115,NH00642,0,0,0,0,0,4,4,0,9,2,1,3,3,236,1,7,2,2,224,52,22,22,8,235,14,12,1,1,550,12,0,0,0,0,0,3,1,0,0,2,63,0,2,2,1,58,7,5,1,1,25,1,1,0,0,99,5,0,0,0,0,0,1,0,0,0,1,11,0,0,0,1,10,0,0,0,0,2,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milford Police Department,2009,New Hampshire,15133,NH00642,0,0,0,0,0,1,1,0,4,2,0,0,2,269,0,12,8,5,244,35,16,16,3,228,7,2,5,0,544,25,0,0,0,0,0,1,0,1,0,0,64,0,6,1,4,53,4,1,3,0,23,0,0,0,0,92,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,1,1,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milford Police Department,2008,New Hampshire,15197,NH00642,0,0,0,0,0,5,5,0,7,2,1,2,2,300,0,3,3,3,291,50,22,15,13,252,15,11,4,0,629,9,0,0,0,0,0,1,0,0,1,0,69,0,3,2,1,63,3,1,2,0,23,0,0,0,0,96,6,0,0,0,0,0,1,0,0,1,0,5,0,0,0,0,5,1,0,1,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
