agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,actual_arson_single_occupancy,actual_arson_other_residential,actual_arson_storage,actual_arson_industrial,actual_arson_other_commercial,actual_arson_community_public,actual_arson_all_oth_structures,actual_arson_total_structures,actual_arson_motor_vehicles,actual_arson_other_mobile,actual_arson_total_mobile,actual_arson_all_other,actual_arson_grand_total,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_unarmed,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_assault_aggravated,tot_clr_index_violent,tot_clr_index_property,tot_clr_index_total,tot_clr_arson_single_occupancy,tot_clr_arson_other_residential,tot_clr_arson_storage,tot_clr_arson_industrial,tot_clr_arson_other_commercial,tot_clr_arson_community_public,tot_clr_arson_all_oth_structures,tot_clr_arson_total_structures,tot_clr_arson_motor_vehicles,tot_clr_arson_other_mobile,tot_clr_arson_total_mobile,tot_clr_arson_all_other,tot_clr_arson_grand_total,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_unarmed,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_assault_aggravated,clr_18_index_violent,clr_18_index_property,clr_18_index_total,clr_18_arson_single_occupancy,clr_18_arson_other_residential,clr_18_arson_storage,clr_18_arson_industrial,clr_18_arson_other_commercial,clr_18_arson_community_public,clr_18_arson_all_oth_structures,clr_18_arson_total_structures,clr_18_arson_motor_vehicles,clr_18_arson_other_mobile,clr_18_arson_total_mobile,clr_18_arson_all_other,clr_18_arson_grand_total,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_unarmed,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_assault_aggravated,unfound_index_violent,unfound_index_property,unfound_index_total,unfound_arson_single_occupancy,unfound_arson_other_residential,unfound_arson_storage,unfound_arson_industrial,unfound_arson_other_commercial,unfound_arson_community_public,unfound_arson_all_oth_structures,unfound_arson_total_structures,unfound_arson_motor_vehicles,unfound_arson_other_mobile,unfound_arson_total_mobile,unfound_arson_all_other,unfound_arson_grand_total
Dublin Police Dept,2020,California,67368,CA00130,0,0,3,2,0,12,12,0,34,4,2,4,24,240,3,6,33,20,178,80,29,46,5,709,103,60,32,11,1183,62,110,895,1005,1,0,0,0,1,0,0,1,0,0,0,0,3,1,0,2,2,0,15,2,1,3,9,159,2,2,16,12,127,4,2,1,1,149,19,12,7,0,349,32,50,172,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,5,0,0,0,0,5,0,0,0,0,4,0,0,0,0,11,0,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin Police Dept,2019,California,66072,CA00130,0,0,5,0,0,7,6,1,43,7,1,7,28,215,10,8,20,19,158,114,48,52,14,1052,93,66,20,7,1527,57,107,1262,1369,0,1,0,0,1,0,1,2,0,0,0,1,3,0,0,1,1,0,16,2,0,3,11,129,4,6,15,6,98,9,2,5,2,249,11,8,2,1,416,31,48,270,318,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,3,0,0,0,0,2,1,1,0,0,7,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin Police Dept,2018,California,63463,CA00130,0,0,1,0,0,6,5,1,47,5,2,3,37,229,2,5,34,14,174,96,23,55,18,1005,87,56,24,7,1472,55,108,1190,1298,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,4,3,1,21,3,0,1,17,129,0,2,21,9,97,9,1,8,0,286,15,11,4,0,465,32,57,311,368,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,9,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin Police Dept,2017,California,62235,CA00130,0,0,0,0,0,9,9,0,23,6,1,2,14,188,5,10,19,19,135,117,38,62,17,970,108,81,20,7,1416,53,85,1196,1281,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,10,2,0,0,8,100,2,7,7,12,72,10,2,8,0,174,12,12,0,0,306,28,38,196,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0,16,2,1,1,0,12,1,1,0,0,32,1,1,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin Police Dept,2016,California,60430,CA00130,0,0,0,0,0,8,8,0,31,6,0,0,25,178,6,12,21,9,130,133,60,58,15,837,127,90,22,15,1317,48,87,1100,1187,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,1,0,13,1,0,0,12,109,1,8,16,6,78,5,0,5,0,195,10,8,2,0,333,31,45,210,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,1,0,0,6,0,0,0,0,13,3,3,0,0,24,1,2,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin Police Dept,2015,California,57148,CA00130,0,0,0,0,0,5,5,0,17,0,1,3,13,162,1,9,28,8,116,115,29,73,13,758,124,91,26,7,1182,46,68,998,1066,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,7,0,1,0,6,85,1,7,16,5,56,8,2,4,2,127,11,10,1,0,239,29,37,146,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,1,0,1,0,11,5,4,1,0,32,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin Police Dept,2014,California,53795,CA00130,0,0,0,0,0,3,2,1,19,4,3,5,7,190,2,3,38,5,142,184,50,115,19,497,117,87,16,14,1011,48,70,799,869,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,4,1,0,2,1,119,1,2,27,2,87,29,1,26,2,62,4,2,1,1,219,32,37,95,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,19,0,0,1,1,17,2,0,2,0,6,1,1,0,0,30,2,4,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin Police Dept,2013,California,49789,CA00130,0,0,0,0,0,1,1,0,15,3,1,4,7,191,3,3,41,7,137,168,41,116,11,494,77,53,15,9,951,54,70,744,814,2,2,0,0,0,1,0,5,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,131,1,3,36,3,88,33,3,30,0,73,7,4,1,2,248,43,46,114,160,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,25,1,0,15,0,9,4,1,3,0,12,0,0,0,0,43,16,17,17,34,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin Police Dept,2012,California,47004,CA00130,0,0,0,0,0,4,4,0,20,8,2,4,6,189,0,3,49,8,129,155,42,99,14,522,54,45,7,2,951,60,84,738,822,0,0,1,0,0,2,0,3,1,0,1,3,7,0,0,0,0,0,6,3,0,1,2,126,0,3,40,3,80,22,1,18,3,76,12,11,1,0,242,46,52,110,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,1,9,6,1,4,1,6,0,0,0,0,23,2,2,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin Police Dept,2011,California,46577,CA00130,0,0,0,0,0,4,4,0,16,3,1,6,6,236,4,6,45,4,177,115,27,74,14,478,49,33,13,3,902,59,79,646,725,1,0,0,0,0,1,0,2,0,1,1,1,4,0,0,2,2,0,10,1,1,4,4,128,1,3,31,3,90,20,1,19,0,92,5,3,2,0,257,38,50,117,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,2,11,0,0,2,0,9,2,0,2,0,22,1,0,1,0,40,2,6,25,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,1,0,0,0,0,1,0,0,0,0,5,3,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
