agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Safety Harbor Police,2023,Florida,17008,FL05213,0,0,0,0,0,5,4,1,2,0,0,1,1,100,4,2,1,3,90,8,4,3,1,86,5,1,3,1,206,0,10,17,99,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Safety Harbor Police,2022,Florida,16934,FL05213,0,0,0,0,0,3,3,0,3,0,1,2,0,205,6,3,11,5,180,9,1,8,0,172,12,6,2,4,404,0,25,31,193,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Safety Harbor Police,2021,Florida,18074,FL05213,0,0,0,1,0,7,7,0,8,3,0,1,4,220,3,1,18,4,194,25,9,16,0,218,17,10,2,5,496,0,26,42,260,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Safety Harbor Police,2020,Florida,18144,FL05213,0,0,2,0,0,6,6,0,2,1,1,0,0,118,5,4,11,3,95,22,7,13,2,166,23,19,1,3,337,0,23,31,211,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Safety Harbor Police,2019,Florida,18178,FL05213,0,0,2,1,0,3,3,0,1,1,0,0,0,131,0,3,6,3,119,20,4,16,0,139,6,4,1,1,301,0,12,17,165,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Safety Harbor Police,2018,Florida,,FL05213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Safety Harbor Police,2017,Florida,17732,FL05213,0,0,3,1,0,7,7,0,3,1,0,1,1,114,1,3,3,1,106,32,13,18,1,189,28,18,4,6,374,0,8,19,249,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Safety Harbor Police,2016,Florida,17573,FL05213,0,0,3,0,0,1,1,0,3,0,0,0,3,116,1,1,1,13,100,39,9,29,1,188,17,11,4,2,364,0,16,20,244,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Safety Harbor Police,2015,Florida,17325,FL05213,0,0,3,0,0,6,6,0,4,1,0,0,3,135,0,3,9,15,108,39,13,25,1,239,11,9,2,0,434,0,27,37,289,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Safety Harbor Police,2014,Florida,17204,FL05213,0,0,3,0,0,6,6,0,4,0,0,0,4,136,4,0,1,23,108,64,16,45,3,226,13,9,1,3,449,0,28,38,303,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
