agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Perquimans County Sheriff's Office,2023,North Carolina,12751,NC07200,0,0,0,2,1,4,3,1,2,2,0,0,0,107,16,3,4,4,80,59,23,34,2,65,8,6,0,2,248,0,27,35,132,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perquimans County Sheriff's Office,2022,North Carolina,12763,NC07200,0,0,0,1,0,10,10,0,2,1,0,0,1,82,6,2,14,3,57,45,21,22,2,76,10,8,1,1,226,0,25,38,131,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perquimans County Sheriff's Office,2021,North Carolina,12856,NC07200,0,0,0,1,0,3,3,0,2,1,0,1,0,90,10,2,8,3,67,16,6,9,1,53,5,5,0,0,170,0,23,29,74,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perquimans County Sheriff's Office,2020,North Carolina,,NC07200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perquimans County Sheriff's Office,2019,North Carolina,,NC07200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perquimans County Sheriff's Office,2018,North Carolina,10754,NC07200,0,0,1,0,0,0,0,0,1,1,0,0,0,17,1,0,0,7,9,38,30,5,3,41,3,3,0,0,100,0,8,9,82,91,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,11,9,1,1,7,1,1,0,0,25,0,3,3,19,22
Perquimans County Sheriff's Office,2017,North Carolina,10616,NC07200,0,0,0,1,0,2,2,0,1,0,0,1,0,29,1,1,0,0,27,43,39,0,4,35,4,4,0,0,115,0,2,6,82,88,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,1,4,3,1,0,11,3,2,1,0,22,0,3,3,18,21
Perquimans County Sheriff's Office,2016,North Carolina,10685,NC07200,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,1,1,11,59,57,0,2,24,3,3,0,0,101,0,4,4,86,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,0,2,6,1,1,0,0,23,0,0,0,23,23
Perquimans County Sheriff's Office,2015,North Carolina,10720,NC07200,0,0,0,0,0,2,2,0,1,1,0,0,0,23,3,0,0,2,18,55,49,1,5,38,0,0,0,0,119,0,5,8,93,101,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,8,8,0,0,5,4,1,1,2,19,0,0,0,17,17
Perquimans County Sheriff's Office,2014,North Carolina,11479,NC07200,0,0,3,0,0,3,3,0,1,1,0,0,0,19,1,0,1,2,15,47,44,2,1,38,7,3,4,0,115,0,4,8,92,100,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,3,3,0,0,3,0,0,0,0,9,0,1,1,6,7
