agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,total_cleared_murder,total_cleared_manslaughter,total_cleared_rape_total,total_cleared_rape_by_force,total_cleared_rape_attempted,total_cleared_robbery_total,total_cleared_robbery_with_a_gun,total_cleared_robbery_with_a_knife,total_cleared_robbery_other_weapon,total_cleared_robbery_unarmed,total_cleared_assault_total,total_cleared_assault_with_a_gun,total_cleared_assault_with_a_knife,total_cleared_assault_other_weapon,total_cleared_assault_unarmed,total_cleared_assault_simple,total_cleared_burglary_total,total_cleared_burglary_force_entry,total_cleared_burglary_nonforce_entry,total_cleared_burglary_attempted,total_cleared_theft_total,total_cleared_motor_vehicle_theft_total,total_cleared_motor_vehicle_theft_car,total_cleared_motor_vehicle_theft_truck,total_cleared_motor_vehicle_theft_other,total_cleared_all_crimes,total_cleared_theft_under50_dollar,total_cleared_assault_aggravated,total_cleared_index_violent,total_cleared_index_property,total_cleared_index_total,cleared_18_murder,cleared_18_manslaughter,cleared_18_rape_total,cleared_18_rape_by_force,cleared_18_rape_attempted,cleared_18_robbery_total,cleared_18_robbery_with_a_gun,cleared_18_robbery_with_a_knife,cleared_18_robbery_other_weapon,cleared_18_robbery_unarmed,cleared_18_assault_total,cleared_18_assault_with_a_gun,cleared_18_assault_with_a_knife,cleared_18_assault_other_weapon,cleared_18_assault_unarmed,cleared_18_assault_simple,cleared_18_burglary_total,cleared_18_burglary_force_entry,cleared_18_burglary_nonforce_entry,cleared_18_burglary_attempted,cleared_18_theft_total,cleared_18_motor_vehicle_theft_total,cleared_18_motor_vehicle_theft_car,cleared_18_motor_vehicle_theft_truck,cleared_18_motor_vehicle_theft_other,cleared_18_all_crimes,cleared_18_theft_under50_dollar,cleared_18_assault_aggravated,cleared_18_index_violent,cleared_18_index_property,cleared_18_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Oakland Police Department,2023,California,425484,CA00109,1,0,0,118,1,372,355,17,3831,2341,173,114,1203,17759,5278,40,4980,871,6590,3886,2262,1435,189,22652,16510,16405,15,90,65129,0,11169,15490,43048,58538,58,0,17,14,3,39,19,2,1,17,840,30,5,243,98,464,8,7,1,0,29,3,3,0,0,994,0,376,490,40,530,4,0,1,1,0,9,8,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,15,0,15,8,0,4,4,0,2,2,0,0,0,13,0,0,5,0,8,0,0,0,0,3,0,0,0,0,30,0,5,19,3,22
Oakland Police Department,2022,California,428374,CA00109,0,0,0,121,0,330,316,14,2736,1629,122,110,875,10398,1227,229,1487,386,7069,2693,1838,721,134,17347,7697,7606,19,72,41322,0,3329,6516,27737,34253,36,0,40,39,1,45,26,2,0,17,1093,32,28,181,60,792,14,12,2,0,81,13,12,0,1,1322,0,301,422,108,530,1,0,6,6,0,8,3,0,0,5,8,1,1,3,0,3,0,0,0,0,0,0,0,0,0,23,0,5,20,0,20,0,0,1,1,0,1,1,0,0,0,3,0,0,0,0,3,0,0,0,0,1,0,0,0,0,6,0,0,2,1,3
Oakland Police Department,2021,California,,CA00109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland Police Department,2020,California,437923,CA00109,0,0,154,102,0,362,340,22,2479,1075,199,97,1108,10316,999,271,1143,297,7606,2537,1790,634,113,13373,6712,6641,5,66,35881,0,2710,5653,22622,28275,48,0,43,41,2,448,177,47,24,200,1871,71,50,248,70,1432,44,30,12,2,183,31,31,0,0,2668,0,439,978,258,1236,5,0,3,3,0,68,31,6,2,29,13,3,0,3,1,6,2,2,0,0,8,1,1,0,0,100,0,7,83,11,94,7,0,8,7,1,3,2,0,0,1,25,2,0,6,1,16,1,0,0,1,4,1,1,0,0,49,0,9,27,6,33
Oakland Police Department,2019,California,434036,CA00109,0,0,97,78,0,372,352,20,2859,1257,160,114,1328,10321,622,286,1047,256,8110,2599,2118,330,151,20228,5041,4990,9,42,41498,0,2211,5520,27868,33388,41,0,61,56,5,160,53,14,9,84,869,40,33,133,43,620,56,44,12,0,85,9,9,0,0,1281,0,249,511,150,661,1,0,2,1,1,22,14,0,0,8,10,2,1,2,1,4,2,1,1,0,10,1,1,0,0,48,0,6,31,13,44,0,0,9,9,0,7,2,0,0,5,10,0,0,5,2,3,0,0,0,0,1,0,0,0,0,27,0,7,23,1,24
Oakland Police Department,2018,California,430230,CA00109,0,0,131,70,0,448,419,29,2624,1020,192,105,1307,9948,656,261,1164,257,7610,2394,1910,373,111,15725,5071,4991,10,70,36280,0,2338,5480,23190,28670,28,0,56,46,10,278,100,14,17,147,2620,32,42,336,66,2144,88,68,17,3,244,29,29,0,0,3343,0,476,838,361,1199,1,0,3,3,0,26,4,0,1,21,27,2,0,7,0,18,3,2,1,0,34,7,7,0,0,101,0,9,39,44,83,6,0,7,7,0,0,0,0,0,0,33,3,1,11,1,17,1,1,0,0,4,2,2,0,0,53,0,16,29,7,36
Oakland Police Department,2017,California,424915,CA00109,0,0,109,69,2,400,383,17,2676,1202,179,113,1182,10152,592,228,1281,275,7776,2622,2092,412,118,17305,5495,5429,8,58,38721,0,2376,5521,25422,30943,42,3,251,237,14,319,117,28,12,162,3229,75,63,644,117,2330,58,40,14,4,226,44,43,0,1,4172,0,899,1511,328,1839,0,0,32,32,0,45,22,1,1,21,114,3,4,29,2,76,1,0,1,0,28,7,7,0,0,227,0,38,115,36,151,4,0,9,8,1,20,9,0,2,9,30,8,0,12,0,10,1,1,0,0,0,1,1,0,0,65,0,20,53,2,55
Oakland Police Department,2016,California,424998,CA00109,0,0,94,85,0,277,246,31,3076,1552,188,114,1222,10701,817,144,1403,257,8080,2900,2301,442,157,14153,6899,6820,24,55,38091,0,2621,6059,23952,30011,44,0,233,201,32,500,227,26,15,232,5866,92,69,862,140,4703,103,78,19,6,563,244,241,1,2,7553,0,1163,1940,910,2850,5,0,20,16,4,62,23,2,2,35,229,11,4,78,6,130,4,3,1,0,26,25,25,0,0,371,0,99,186,55,241,2,0,35,31,4,9,3,1,1,4,55,5,1,24,0,25,2,1,1,0,4,4,4,0,0,111,0,30,76,10,86
Oakland Police Department,2015,California,419481,CA00109,0,0,84,85,1,285,258,27,3290,1755,158,99,1278,10712,802,275,1073,241,8321,3333,2598,525,210,14846,6389,6312,17,60,38941,0,2391,6051,24568,30619,33,0,204,195,9,312,122,26,6,158,5050,103,122,688,128,4009,114,84,23,7,469,168,165,0,3,6350,0,1041,1590,751,2341,2,0,14,13,1,43,19,1,0,23,135,4,2,36,7,86,7,6,0,1,23,23,22,0,1,247,0,49,108,53,161,8,0,40,37,3,6,1,2,0,3,80,2,0,35,0,43,1,1,0,0,10,0,0,0,0,145,0,37,91,11,102
Oakland Police Department,2014,California,409994,CA00109,0,0,61,80,0,209,191,18,3481,1861,166,102,1352,11109,1310,53,1511,266,7969,4006,3133,624,249,13842,6519,6412,27,80,39246,0,3140,6910,24367,31277,50,0,106,99,7,382,168,26,16,172,4735,159,25,746,124,3681,125,88,30,7,414,79,78,0,1,5891,0,1054,1592,618,2210,2,0,5,5,0,59,32,4,2,21,57,4,0,17,3,33,1,0,1,0,26,9,9,0,0,159,0,24,90,36,126,6,0,107,103,4,7,6,0,0,1,167,8,0,34,0,125,5,4,1,0,17,6,6,0,0,315,0,42,162,28,190
