agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_assault_aggravated,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_unarmed,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_assault_aggravated,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_unarmed,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_assault_aggravated,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_unarmed,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_assault_aggravated
Columbus Police Dept,2017,Nebraska,22955,NB07101,0,0,0,0,0,8,8,0,4,1,1,2,0,84,0,3,0,0,81,43,28,13,2,378,31,22,9,0,548,3,0,0,4,4,0,2,1,1,0,0,74,0,2,0,0,72,8,6,2,0,109,11,7,4,0,208,2,0,0,0,0,0,1,0,1,0,0,17,0,1,0,0,16,1,1,0,0,28,3,3,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbus Police Dept,2016,Nebraska,22911,NB07101,0,0,0,1,0,12,11,1,0,0,0,0,0,145,1,7,3,1,133,52,21,27,4,414,33,26,7,0,657,12,1,0,4,4,0,0,0,0,0,0,123,1,7,3,0,112,13,5,7,1,151,11,8,3,0,303,11,0,0,1,1,0,0,0,0,0,0,28,1,0,0,0,27,2,0,2,0,33,4,3,1,0,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbus Police Dept,2015,Nebraska,22735,NB07101,0,0,0,0,0,12,12,0,2,1,1,0,0,124,6,2,5,2,109,61,28,28,5,290,19,15,4,0,508,15,0,0,4,4,0,1,1,0,0,0,111,6,2,2,2,99,10,6,2,2,101,10,6,4,0,237,12,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,3,1,1,1,23,2,2,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbus Police Dept,2014,Nebraska,22614,NB07101,0,0,0,1,0,7,7,0,5,1,0,2,2,122,1,1,6,0,114,49,24,22,3,316,20,19,0,1,520,8,1,0,6,6,0,4,1,0,2,1,102,1,1,6,0,94,7,6,1,0,109,10,10,0,0,239,8,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,2,2,0,0,19,3,3,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbus Police Dept,2013,Nebraska,22624,NB07101,0,0,0,1,0,6,6,0,2,1,1,0,0,132,1,4,6,2,119,70,24,36,10,433,7,6,1,0,651,13,1,0,3,3,0,1,0,1,0,0,111,0,3,6,1,101,5,1,4,0,136,3,3,0,0,260,10,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,19,1,1,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbus Police Dept,2012,Nebraska,22537,NB07101,0,0,0,0,0,7,7,0,2,1,0,0,1,121,4,3,3,1,110,68,33,30,5,394,18,15,3,0,610,11,0,0,3,3,0,0,0,0,0,0,100,1,3,2,1,93,13,7,4,2,112,8,7,1,0,236,7,0,0,1,1,0,0,0,0,0,0,11,0,0,0,0,11,7,3,3,1,35,5,4,1,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbus Police Dept,2011,Nebraska,22308,NB07101,0,0,0,1,0,3,3,0,3,1,0,0,2,153,1,4,7,0,141,80,44,29,7,397,21,16,5,0,658,12,1,0,2,2,0,3,1,0,0,2,133,0,4,7,0,122,9,5,4,0,94,9,8,1,0,251,11,0,0,0,0,0,0,0,0,0,0,31,0,2,3,0,26,4,2,2,0,30,2,2,0,0,67,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbus Police Dept,2010,Nebraska,22111,NB07101,0,0,0,0,0,6,6,0,5,1,0,0,4,209,6,5,2,3,193,60,23,24,13,380,20,16,4,0,680,16,0,0,3,3,0,2,1,0,0,1,180,2,5,2,3,168,3,1,0,2,97,9,8,1,0,294,12,0,0,0,0,0,0,0,0,0,0,67,1,2,0,0,64,1,0,0,1,31,4,4,0,0,103,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbus Police Dept,2009,Nebraska,21652,NB07101,0,0,0,0,0,2,2,0,2,0,0,1,1,191,0,4,4,2,181,61,32,23,6,343,23,16,6,1,622,10,0,0,1,1,0,0,0,0,0,0,171,0,3,4,2,162,2,0,2,0,102,12,10,2,0,288,9,0,0,0,0,0,0,0,0,0,0,66,0,1,1,0,64,0,0,0,0,33,9,7,2,0,108,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbus Police Dept,2008,Nebraska,21438,NB07101,0,0,0,0,0,4,3,1,2,0,0,0,2,252,7,5,3,2,235,114,50,48,16,414,22,16,6,0,808,17,0,0,2,1,1,1,0,0,0,1,217,7,5,3,1,201,12,6,6,0,103,6,5,1,0,341,16,0,0,0,0,0,0,0,0,0,0,89,7,0,1,0,81,4,3,1,0,38,4,3,1,0,135,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
