agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,total_cleared_murder,total_cleared_manslaughter,total_cleared_rape_total,total_cleared_rape_by_force,total_cleared_rape_attempted,total_cleared_robbery_total,total_cleared_robbery_with_a_gun,total_cleared_robbery_with_a_knife,total_cleared_robbery_other_weapon,total_cleared_robbery_unarmed,total_cleared_assault_total,total_cleared_assault_with_a_gun,total_cleared_assault_with_a_knife,total_cleared_assault_other_weapon,total_cleared_assault_unarmed,total_cleared_assault_simple,total_cleared_burglary_total,total_cleared_burglary_force_entry,total_cleared_burglary_nonforce_entry,total_cleared_burglary_attempted,total_cleared_theft_total,total_cleared_motor_vehicle_theft_total,total_cleared_motor_vehicle_theft_car,total_cleared_motor_vehicle_theft_truck,total_cleared_motor_vehicle_theft_other,total_cleared_all_crimes,total_cleared_theft_under50_dollar,total_cleared_assault_aggravated,total_cleared_index_violent,total_cleared_index_property,total_cleared_index_total,cleared_18_murder,cleared_18_manslaughter,cleared_18_rape_total,cleared_18_rape_by_force,cleared_18_rape_attempted,cleared_18_robbery_total,cleared_18_robbery_with_a_gun,cleared_18_robbery_with_a_knife,cleared_18_robbery_other_weapon,cleared_18_robbery_unarmed,cleared_18_assault_total,cleared_18_assault_with_a_gun,cleared_18_assault_with_a_knife,cleared_18_assault_other_weapon,cleared_18_assault_unarmed,cleared_18_assault_simple,cleared_18_burglary_total,cleared_18_burglary_force_entry,cleared_18_burglary_nonforce_entry,cleared_18_burglary_attempted,cleared_18_theft_total,cleared_18_motor_vehicle_theft_total,cleared_18_motor_vehicle_theft_car,cleared_18_motor_vehicle_theft_truck,cleared_18_motor_vehicle_theft_other,cleared_18_all_crimes,cleared_18_theft_under50_dollar,cleared_18_assault_aggravated,cleared_18_index_violent,cleared_18_index_property,cleared_18_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
State Police: Bell County,1995,Kentucky,0,KY007SP,0,0,8,3,0,6,6,0,0,0,0,0,0,89,8,1,2,3,75,40,35,5,0,64,17,10,5,2,219,0,14,23,121,144,3,0,4,4,0,0,0,0,0,0,72,7,1,1,1,62,3,3,0,0,11,3,2,0,1,96,0,10,17,17,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,3,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,2,1,3
State Police: Bell County,1994,Kentucky,0,KY007SP,0,0,1,3,2,2,2,0,2,2,0,0,0,120,17,3,16,53,31,50,38,12,0,34,13,8,1,4,226,0,89,96,97,193,2,2,0,0,0,2,2,0,0,0,108,13,3,14,51,27,11,6,5,0,8,4,2,0,2,137,0,81,85,23,108,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,4,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
State Police: Bell County,1993,Kentucky,0,KY007SP,0,0,12,2,0,5,5,0,2,1,0,1,0,87,24,0,11,11,41,65,47,18,0,56,15,7,7,1,232,0,46,55,136,191,2,0,5,5,0,2,1,0,1,0,78,20,0,10,8,40,14,10,4,0,12,7,4,3,0,120,0,38,47,33,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1,0,0,0,0,5,0,0,0,5,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,4,0,1,2,2,4
State Police: Bell County,1992,Kentucky,0,KY007SP,0,0,5,4,0,4,4,0,5,3,0,2,0,80,20,2,17,21,20,53,46,7,0,81,25,9,9,7,252,0,60,73,159,232,3,0,2,2,0,0,0,0,0,0,65,11,2,16,19,17,10,7,3,0,54,3,1,1,1,137,0,48,53,67,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
State Police: Bell County,1991,Kentucky,0,KY007SP,0,0,0,4,0,4,4,0,2,1,0,0,1,57,15,1,8,8,25,62,51,10,1,66,15,4,5,6,210,0,32,42,143,185,4,0,1,1,0,2,1,0,0,1,47,11,1,7,6,22,10,10,0,0,9,4,1,1,2,77,0,25,32,23,55,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,0,0,0,0,4,0,2,2,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
State Police: Bell County,1990,Kentucky,0,KY007SP,0,0,0,2,1,4,3,0,5,1,0,0,3,45,7,0,10,10,18,62,40,14,0,41,27,8,8,5,187,0,27,38,130,168,1,1,2,2,0,1,0,0,0,1,27,4,0,4,5,14,8,5,3,0,8,2,1,1,0,50,0,13,17,18,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Bell County,1989,Kentucky,0,KY007SP,0,0,2,2,0,4,4,0,1,1,0,0,0,54,11,2,2,6,33,67,54,13,0,49,30,21,7,2,207,0,21,28,146,174,2,0,1,1,0,0,0,0,0,0,41,5,0,2,4,30,11,10,1,0,6,2,2,0,0,63,0,11,14,19,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Bell County,1988,Kentucky,,KY007SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State Police: Bell County,1987,Kentucky,,KY007SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State Police: Bell County,1986,Kentucky,0,KY007SP,0,0,3,1,0,6,6,0,5,4,1,0,0,49,30,3,6,10,0,75,58,16,1,21,16,10,6,0,173,0,49,61,112,173,1,0,3,3,0,2,2,0,0,0,19,10,1,1,7,0,9,6,3,0,1,2,1,1,0,37,0,19,25,12,37,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,4,2,2,0,1,1,0,1,0,8,0,2,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
