agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Bradley Police Department,2023,Illinois,15159,IL04601,0,0,0,1,1,6,6,0,2,1,0,0,1,173,0,6,8,13,146,24,11,13,0,303,0,0,0,0,510,0,27,36,327,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradley Police Department,2022,Illinois,14950,IL04601,0,0,0,0,0,0,0,0,2,2,0,0,0,33,0,0,0,1,32,3,3,0,0,63,0,0,0,0,101,0,1,3,66,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradley Police Department,2021,Illinois,,IL04601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradley Police Department,2020,Illinois,,IL04601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradley Police Department,2019,Illinois,15205,IL04601,0,0,0,0,0,1,0,0,14,0,0,0,0,26,0,0,0,0,0,29,0,0,0,463,8,0,0,0,541,0,26,41,500,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradley Police Department,2018,Illinois,15271,IL04601,0,0,0,0,0,3,0,0,3,0,0,0,0,11,0,0,0,0,0,31,0,0,0,403,8,0,0,0,459,0,11,17,442,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradley Police Department,2017,Illinois,15405,IL04601,0,0,0,0,0,0,0,0,12,0,0,0,0,35,0,0,0,0,0,37,0,0,0,420,8,0,0,0,512,0,35,47,465,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradley Police Department,2016,Illinois,15561,IL04601,0,0,0,1,0,6,0,0,14,0,0,0,0,19,0,0,0,0,0,50,0,0,0,440,14,0,0,0,544,0,19,40,504,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradley Police Department,2015,Illinois,15622,IL04601,0,0,0,0,0,2,0,0,8,0,0,0,0,20,0,0,0,0,0,60,0,0,0,513,6,0,0,0,609,0,20,30,579,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradley Police Department,2014,Illinois,15766,IL04601,0,0,0,0,0,1,0,0,5,0,0,0,0,16,0,0,0,0,0,51,0,0,0,586,14,0,0,0,673,0,16,22,651,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
