agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Chesterfield Township Police Department,2023,Michigan,45740,MI50902,0,0,0,1,0,12,12,0,4,1,0,1,2,341,11,2,6,18,304,26,15,5,6,389,46,44,2,0,819,0,37,54,461,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chesterfield Township Police Department,2022,Michigan,45519,MI50902,0,0,0,0,0,17,17,0,5,1,1,2,1,401,15,8,18,29,331,18,10,6,2,372,47,46,1,0,860,0,70,92,437,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chesterfield Township Police Department,2021,Michigan,46997,MI50902,0,0,0,2,0,7,7,0,5,1,1,0,3,291,8,5,5,33,240,24,18,4,2,349,27,25,1,1,705,0,51,65,400,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chesterfield Township Police Department,2020,Michigan,47059,MI50902,0,0,0,0,0,9,9,0,7,0,1,4,2,318,14,5,6,39,254,35,17,9,9,409,30,24,5,1,808,0,64,80,474,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chesterfield Township Police Department,2019,Michigan,46774,MI50902,0,0,0,0,0,12,12,0,10,4,0,2,4,327,5,5,11,44,262,68,28,16,24,470,21,19,0,2,908,0,65,87,559,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chesterfield Township Police Department,2018,Michigan,45686,MI50902,0,0,0,0,0,7,7,0,3,2,0,0,1,317,6,1,8,34,268,62,33,17,12,546,22,20,1,1,957,0,49,59,630,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chesterfield Township Police Department,2017,Michigan,45212,MI50902,0,0,0,0,0,14,13,1,7,1,0,2,4,357,6,4,10,31,306,97,64,17,16,593,32,31,1,0,1100,0,51,72,722,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chesterfield Township Police Department,2016,Michigan,44963,MI50902,0,0,0,0,0,18,18,0,5,2,0,0,3,438,8,3,7,53,367,100,61,24,15,647,39,33,3,3,1247,0,71,94,786,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chesterfield Township Police Department,2015,Michigan,44636,MI50902,0,0,0,0,0,9,9,0,9,4,1,2,2,389,6,5,8,71,299,88,60,17,11,718,39,36,1,2,1252,0,90,108,845,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chesterfield Township Police Department,2014,Michigan,44211,MI50902,0,0,0,0,0,6,6,0,10,2,1,2,5,362,3,3,12,73,271,93,52,29,12,664,40,37,1,2,1175,0,91,107,797,904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chesterfield Township Police Department,2013,Michigan,43784,MI50902,0,0,0,0,0,6,6,0,16,5,1,1,9,386,5,10,14,68,289,90,51,30,9,593,43,29,9,5,1134,0,97,119,726,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chesterfield Township Police Department,2012,Michigan,43474,MI50902,0,0,0,0,0,7,7,0,14,7,3,0,4,402,9,5,10,76,302,129,73,38,18,713,47,45,2,0,1312,0,100,121,889,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chesterfield Township Police Department,2011,Michigan,43348,MI50902,0,0,0,0,0,5,5,0,12,5,0,2,5,421,5,5,15,101,295,120,75,25,20,792,50,45,4,1,1400,0,126,143,962,1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chesterfield Township Police Department,2010,Michigan,43381,MI50902,0,0,0,1,0,7,7,0,15,3,3,0,9,483,7,10,13,92,361,179,105,47,27,818,59,46,10,3,1562,0,122,145,1056,1201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chesterfield Township Police Department,2009,Michigan,45432,MI50902,0,0,0,2,0,10,10,0,13,4,0,0,9,538,3,6,27,74,428,218,118,70,30,978,60,47,9,4,1819,0,110,135,1256,1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chesterfield Township Police Department,2008,Michigan,45492,MI50902,0,0,0,1,0,8,8,0,15,2,1,2,10,545,11,12,25,110,387,204,124,59,21,974,92,77,12,3,1839,0,158,182,1270,1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chesterfield Township Police Department,2007,Michigan,45849,MI50902,0,0,0,0,0,13,13,0,15,5,0,1,9,521,9,12,16,96,388,175,97,60,18,966,87,69,12,6,1777,0,133,161,1228,1389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chesterfield Township Police Department,2006,Michigan,43729,MI50902,0,0,0,1,0,11,11,0,18,5,1,2,10,343,11,12,27,100,193,157,111,38,8,910,85,63,4,18,1525,0,150,180,1152,1332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chesterfield Township Police Department,2005,Michigan,42595,MI50902,0,0,0,0,0,7,7,0,14,7,1,0,6,175,4,5,12,70,84,127,62,49,16,779,73,67,2,4,1175,0,91,112,979,1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chesterfield Township Police Department,2004,Michigan,41637,MI50902,0,0,0,0,0,4,4,0,7,3,1,0,3,107,3,7,7,8,82,100,35,59,6,493,59,56,1,2,770,0,25,36,652,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chesterfield Township Police Department,2003,Michigan,40490,MI50902,0,0,0,1,0,3,3,0,5,3,0,1,1,112,0,4,4,11,93,118,77,38,3,522,59,59,0,0,820,0,19,28,699,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chesterfield Township Police Department,2002,Michigan,37826,MI50902,0,0,0,0,0,1,1,0,4,3,0,1,0,98,2,3,2,0,91,88,55,25,8,535,66,64,1,1,792,0,7,12,689,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
