agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Garden City Police Department,2023,Kansas,27269,KS02801,0,0,0,2,2,31,31,0,12,2,0,0,10,531,24,19,34,37,417,61,39,19,3,567,70,67,0,3,1276,0,114,159,698,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garden City Police Department,2022,Kansas,27701,KS02801,0,0,0,2,1,22,22,0,12,1,2,0,9,512,27,19,37,43,386,96,59,27,10,534,84,80,1,3,1263,0,126,162,714,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garden City Police Department,2021,Kansas,25920,KS02801,0,0,0,4,0,26,26,0,9,1,1,1,6,488,14,22,45,28,379,145,107,27,11,655,104,97,1,6,1431,0,109,148,904,1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garden City Police Department,2020,Kansas,26360,KS02801,0,0,34,2,0,25,23,2,15,3,0,3,9,472,29,16,28,27,372,94,62,26,6,742,70,65,2,3,1420,0,100,142,906,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garden City Police Department,2019,Kansas,26509,KS02801,0,0,0,1,0,33,33,0,11,2,0,0,9,441,7,18,22,38,356,155,143,11,1,451,42,37,1,4,1134,0,85,130,648,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garden City Police Department,2018,Kansas,26902,KS02801,0,0,0,0,0,25,24,1,14,5,1,2,6,490,17,16,23,19,415,65,43,19,3,499,44,42,0,2,1137,0,75,114,608,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garden City Police Department,2017,Kansas,26728,KS02801,0,0,52,2,0,25,23,2,12,2,1,0,9,532,35,27,41,29,400,66,44,19,3,636,35,30,1,4,1308,0,132,171,737,908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garden City Police Department,2016,Kansas,27038,KS02801,0,0,0,0,0,22,21,1,13,2,0,1,10,477,18,20,26,41,372,87,61,22,4,747,28,25,1,2,1374,0,105,140,862,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garden City Police Department,2015,Kansas,27059,KS02801,0,0,0,0,0,19,19,0,14,5,1,2,6,541,19,15,35,29,443,95,47,42,6,676,32,24,6,2,1377,0,98,131,803,934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garden City Police Department,2014,Kansas,27010,KS02801,0,0,0,2,0,20,20,0,7,3,0,1,3,534,26,34,39,37,398,79,41,32,6,700,32,25,6,1,1374,0,136,165,811,976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
