agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Itawamba Community College - Fulton Campus Police,2008,Mississippi,0,MS02902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,9,0,0,0,0,16,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itawamba Community College - Fulton Campus Police,2007,Mississippi,,MS02902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Itawamba Community College - Fulton Campus Police,2006,Mississippi,0,MS02902,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,2,0,29,0,0,0,0,33,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itawamba Community College - Fulton Campus Police,2005,Mississippi,0,MS02902,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7,0,7,0,23,0,0,0,0,31,0,0,1,30,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itawamba Community College - Fulton Campus Police,2004,Mississippi,0,MS02902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,19,0,5,0,0,0,0,27,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itawamba Community College - Fulton Campus Police,2003,Mississippi,0,MS02902,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0,0,5,35,1,33,1,5,0,0,0,0,46,0,0,1,40,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itawamba Community College - Fulton Campus Police,2002,Mississippi,,MS02902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Itawamba Community College - Fulton Campus Police,2001,Mississippi,0,MS02902,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,3,29,21,8,0,10,1,1,0,0,44,0,0,1,40,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itawamba Community College - Fulton Campus Police,2000,Mississippi,0,MS02902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,12,0,27,0,0,0,0,46,0,0,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itawamba Community College - Fulton Campus Police,1999,Mississippi,0,MS02902,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,2,2,13,1,12,0,28,0,0,0,0,46,0,3,3,41,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itawamba Community College - Fulton Campus Police,1998,Mississippi,0,MS02902,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,26,4,22,0,20,1,1,0,0,51,0,0,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
Itawamba Community College - Fulton Campus Police,1997,Mississippi,0,MS02902,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,37,10,25,2,26,0,0,0,0,64,0,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itawamba Community College - Fulton Campus Police,1996,Mississippi,0,MS02902,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,35,1,34,0,17,2,0,2,0,61,0,0,0,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itawamba Community College - Fulton Campus Police,1995,Mississippi,0,MS02902,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,14,0,14,0,15,1,1,0,0,33,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itawamba Community College - Fulton Campus Police,1994,Mississippi,0,MS02902,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,11,0,11,0,30,0,0,0,0,47,0,0,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itawamba Community College - Fulton Campus Police,1993,Mississippi,0,MS02902,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,12,11,1,0,39,2,2,0,0,57,0,1,1,53,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
