agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_unarmed,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_theft_under50_dollar,tot_clr_assault_aggravated,tot_clr_index_violent,tot_clr_index_property,tot_clr_index_total,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_unarmed,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_theft_under50_dollar,clr_18_assault_aggravated,clr_18_index_violent,clr_18_index_property,clr_18_index_total,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_unarmed,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_theft_under50_dollar,unfound_assault_aggravated,unfound_index_violent,unfound_index_property,unfound_index_total
Nobles County Sheriff's Office,2023,Minnesota,7025,MN05300,0,0,0,0,0,1,1,0,0,0,0,0,0,30,1,0,0,4,25,3,2,1,0,10,2,2,0,0,46,0,5,6,15,21,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,20,0,0,0,0,2,0,0,0,0,23,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,3,0,0,0,0,1,0,0,0,0,5,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nobles County Sheriff's Office,2022,Minnesota,7030,MN05300,0,0,0,0,1,4,4,0,0,0,0,0,0,45,2,2,5,3,33,5,2,3,0,13,0,0,0,0,68,0,12,16,18,34,0,1,0,0,0,0,0,0,0,0,34,2,2,2,2,26,0,0,0,0,2,0,0,0,0,37,0,8,8,2,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,1,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nobles County Sheriff's Office,2021,Minnesota,7259,MN05300,0,0,0,0,0,2,2,0,0,0,0,0,0,16,0,0,1,2,13,7,3,4,0,10,5,5,0,0,40,0,3,5,22,27,0,0,2,2,0,0,0,0,0,0,9,0,0,1,2,6,1,0,1,0,2,1,1,0,0,15,0,3,5,4,9,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nobles County Sheriff's Office,2020,Minnesota,7224,MN05300,0,0,0,0,0,4,4,0,0,0,0,0,0,24,2,1,4,0,17,14,2,12,0,9,3,3,0,0,54,0,7,11,26,37,0,1,3,3,0,0,0,0,0,0,15,2,1,4,0,8,3,0,3,0,0,0,0,0,0,22,0,7,10,3,13,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nobles County Sheriff's Office,2019,Minnesota,7395,MN05300,0,0,0,0,1,1,1,0,0,0,0,0,0,23,0,0,2,3,18,10,2,8,0,21,4,3,1,0,60,0,5,6,35,41,0,0,1,1,0,0,0,0,0,0,22,0,0,2,3,17,3,0,3,0,2,0,0,0,0,28,0,5,6,5,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nobles County Sheriff's Office,2018,Minnesota,7468,MN05300,0,0,0,0,0,6,6,0,0,0,0,0,0,21,1,1,3,0,16,8,2,6,0,18,0,0,0,0,53,0,5,11,26,37,0,0,5,5,0,0,0,0,0,0,13,1,0,2,0,10,4,0,4,0,0,0,0,0,0,22,0,3,8,4,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nobles County Sheriff's Office,2017,Minnesota,7584,MN05300,0,0,0,0,0,3,2,1,0,0,0,0,0,7,0,0,0,0,7,14,6,7,1,17,3,2,0,1,44,0,0,3,34,37,0,0,2,1,1,0,0,0,0,0,5,0,0,0,0,5,2,1,0,1,0,2,2,0,0,11,0,0,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nobles County Sheriff's Office,2016,Minnesota,8668,MN05300,0,0,2,0,0,1,1,0,0,0,0,0,0,13,1,0,1,1,10,15,7,8,0,8,1,1,0,0,38,0,3,4,24,28,0,0,1,1,0,0,0,0,0,0,12,1,0,1,1,9,1,0,1,0,3,1,1,0,0,18,0,3,4,5,9,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nobles County Sheriff's Office,2015,Minnesota,8650,MN05300,0,0,1,1,0,4,4,0,1,1,0,0,0,11,0,1,1,0,9,13,5,8,0,12,3,2,0,1,45,0,2,8,28,36,0,0,3,3,0,0,0,0,0,0,11,0,1,1,0,9,0,0,0,0,2,3,2,0,1,19,0,2,5,5,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nobles County Sheriff's Office,2014,Minnesota,8726,MN05300,0,0,0,0,0,2,2,0,0,0,0,0,0,20,1,1,2,1,15,18,9,8,1,20,2,2,0,0,62,0,5,7,40,47,0,0,2,2,0,0,0,0,0,0,17,1,1,2,1,12,4,2,2,0,2,1,1,0,0,26,0,5,7,7,14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
