agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,total_cleared_murder,total_cleared_manslaughter,total_cleared_rape_total,total_cleared_rape_by_force,total_cleared_rape_attempted,total_cleared_robbery_total,total_cleared_robbery_with_a_gun,total_cleared_robbery_with_a_knife,total_cleared_robbery_other_weapon,total_cleared_robbery_unarmed,total_cleared_assault_total,total_cleared_assault_with_a_gun,total_cleared_assault_with_a_knife,total_cleared_assault_other_weapon,total_cleared_assault_unarmed,total_cleared_assault_simple,total_cleared_burglary_total,total_cleared_burglary_force_entry,total_cleared_burglary_nonforce_entry,total_cleared_burglary_attempted,total_cleared_theft_total,total_cleared_motor_vehicle_theft_total,total_cleared_motor_vehicle_theft_car,total_cleared_motor_vehicle_theft_truck,total_cleared_motor_vehicle_theft_other,total_cleared_all_crimes,total_cleared_theft_under50_dollar,total_cleared_assault_aggravated,total_cleared_index_violent,total_cleared_index_property,total_cleared_index_total,cleared_18_murder,cleared_18_manslaughter,cleared_18_rape_total,cleared_18_rape_by_force,cleared_18_rape_attempted,cleared_18_robbery_total,cleared_18_robbery_with_a_gun,cleared_18_robbery_with_a_knife,cleared_18_robbery_other_weapon,cleared_18_robbery_unarmed,cleared_18_assault_total,cleared_18_assault_with_a_gun,cleared_18_assault_with_a_knife,cleared_18_assault_other_weapon,cleared_18_assault_unarmed,cleared_18_assault_simple,cleared_18_burglary_total,cleared_18_burglary_force_entry,cleared_18_burglary_nonforce_entry,cleared_18_burglary_attempted,cleared_18_theft_total,cleared_18_motor_vehicle_theft_total,cleared_18_motor_vehicle_theft_car,cleared_18_motor_vehicle_theft_truck,cleared_18_motor_vehicle_theft_other,cleared_18_all_crimes,cleared_18_theft_under50_dollar,cleared_18_assault_aggravated,cleared_18_index_violent,cleared_18_index_property,cleared_18_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
State Police: Crawford County,2023,Pennsylvania,45374,PA020SP,0,0,0,0,0,15,15,0,0,0,0,0,0,343,9,2,6,4,322,123,93,30,0,215,23,21,1,1,719,0,21,36,361,397,0,0,9,9,0,0,0,0,0,0,308,9,2,6,4,287,16,7,9,0,90,15,15,0,0,438,0,21,30,121,151,0,0,5,5,0,0,0,0,0,0,27,0,0,1,0,26,3,2,1,0,4,0,0,0,0,39,0,1,6,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Crawford County,2022,Pennsylvania,45795,PA020SP,0,0,0,0,0,29,29,0,0,0,0,0,0,383,12,2,15,10,344,99,61,37,1,329,34,31,1,2,874,0,39,68,462,530,0,0,24,24,0,0,0,0,0,0,358,13,3,14,10,318,19,9,10,0,181,17,17,0,0,599,0,40,64,217,281,0,0,9,9,0,0,0,0,0,0,58,0,0,2,2,54,2,0,2,0,4,2,2,0,0,75,0,4,13,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Crawford County,2021,Pennsylvania,47379,PA020SP,0,0,0,2,0,24,24,0,0,0,0,0,0,387,6,3,11,19,348,72,38,34,0,242,21,17,2,2,748,0,39,65,335,400,2,0,3,3,0,0,0,0,0,0,346,5,2,9,18,312,12,8,4,0,96,8,6,0,2,467,0,34,39,116,155,0,0,2,2,0,0,0,0,0,0,54,0,1,0,1,52,1,1,0,0,5,0,0,0,0,62,0,2,4,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Crawford County,2020,Pennsylvania,,PA020SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State Police: Crawford County,2019,Pennsylvania,48156,PA020SP,0,0,4,3,0,28,27,1,7,1,1,2,3,407,12,1,18,31,345,148,84,60,4,320,41,23,6,12,954,0,62,100,509,609,3,0,12,12,0,1,1,0,0,0,371,10,0,17,28,316,22,8,13,1,122,15,11,3,1,546,0,55,71,159,230,0,0,0,0,0,0,0,0,0,0,23,0,0,1,1,21,3,0,2,1,8,2,1,1,0,36,0,2,2,13,15,0,0,1,1,0,0,0,0,0,0,11,1,0,1,0,9,1,0,1,0,15,0,0,0,0,28,0,2,3,16,19
State Police: Crawford County,2018,Pennsylvania,48796,PA020SP,0,0,2,1,0,18,18,0,7,2,3,0,2,460,10,2,8,33,407,185,111,67,7,257,31,16,2,13,959,0,53,79,473,552,1,0,7,7,0,7,2,2,0,3,432,8,2,8,33,381,33,17,14,2,65,11,8,0,3,556,0,51,66,109,175,0,0,2,2,0,0,0,0,0,0,39,0,0,0,2,37,3,1,1,1,6,1,1,0,0,51,0,2,4,10,14,0,0,1,1,0,0,0,0,0,0,10,0,0,0,0,10,1,1,0,0,12,1,1,0,0,25,0,0,1,14,15
State Police: Crawford County,2017,Pennsylvania,48961,PA020SP,0,0,1,3,0,15,13,2,4,3,0,0,1,417,3,4,5,22,383,274,160,96,18,342,53,29,3,21,1108,0,34,56,669,725,3,0,7,7,0,5,4,0,0,1,391,3,4,5,21,358,61,47,12,2,94,29,24,2,3,590,0,33,48,184,232,0,0,2,2,0,0,0,0,0,0,35,0,0,0,3,32,5,2,3,0,6,0,0,0,0,48,0,3,5,11,16,0,0,0,0,0,1,1,0,0,0,11,0,0,1,0,10,7,1,5,1,20,2,1,1,0,41,0,1,2,29,31
State Police: Crawford County,2016,Pennsylvania,48756,PA020SP,0,0,2,0,0,7,7,0,5,3,1,0,1,399,4,1,4,12,378,292,185,97,10,295,32,12,7,13,1030,0,21,33,619,652,0,0,2,2,0,3,2,0,0,1,371,4,1,4,8,354,40,31,9,0,84,15,7,5,3,515,0,17,22,139,161,0,0,0,0,0,0,0,0,0,0,58,1,0,1,2,54,3,1,2,0,9,3,3,0,0,73,0,4,4,15,19,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,9,7,1,6,0,18,5,5,0,0,40,0,1,1,30,31
State Police: Crawford County,2015,Pennsylvania,49403,PA020SP,0,0,0,2,0,5,5,0,2,1,0,0,1,429,8,3,4,32,382,342,197,124,21,398,37,17,6,14,1215,0,47,56,777,833,2,0,1,1,0,0,0,0,0,0,380,7,3,2,12,356,43,30,9,4,117,14,8,2,4,557,0,24,27,174,201,0,0,1,1,0,0,0,0,0,0,57,0,1,0,3,53,8,6,1,1,9,1,0,0,1,76,0,4,5,18,23,0,0,2,2,0,0,0,0,0,0,9,0,0,0,0,9,5,0,5,0,23,1,1,0,0,40,0,0,2,29,31
State Police: Crawford County,2014,Pennsylvania,49496,PA020SP,0,0,0,0,0,9,9,0,4,3,0,0,1,385,3,8,6,7,361,228,120,94,14,352,20,9,1,10,998,0,24,37,600,637,0,0,3,3,0,1,1,0,0,0,362,3,8,2,3,346,36,30,4,2,111,7,3,1,3,520,0,16,20,154,174,0,0,0,0,0,0,0,0,0,0,36,0,0,0,1,35,5,4,0,1,17,1,0,0,1,59,0,1,1,23,24,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,2,13,4,8,1,17,1,1,0,0,34,0,0,1,31,32
State Police: Crawford County,2013,Pennsylvania,49731,PA020SP,0,0,0,1,0,8,8,0,3,1,0,1,1,398,3,3,4,10,378,235,131,94,10,402,21,12,3,6,1068,0,20,32,658,690,1,0,1,1,0,2,0,0,0,2,346,1,2,2,5,336,46,29,16,1,119,8,3,0,5,523,0,10,14,173,187,0,0,0,0,0,0,0,0,0,0,49,0,0,0,1,48,2,2,0,0,5,1,0,0,1,57,0,1,1,8,9,0,0,1,1,0,0,0,0,0,0,8,1,0,0,0,7,2,1,1,0,15,3,3,0,0,29,0,1,2,20,22
State Police: Crawford County,2012,Pennsylvania,50448,PA020SP,0,0,0,1,0,10,10,0,6,3,2,1,0,317,0,2,10,7,298,280,128,143,9,399,31,14,1,16,1044,0,19,36,710,746,1,0,2,2,0,3,3,0,0,0,294,0,3,8,9,274,38,25,12,1,137,12,7,1,4,487,0,20,26,187,213,0,0,1,1,0,0,0,0,0,0,26,0,0,3,3,20,6,5,0,1,11,0,0,0,0,44,0,6,7,17,24,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,4,1,3,0,24,1,1,0,0,39,0,0,0,29,29
State Police: Crawford County,2011,Pennsylvania,50701,PA020SP,0,0,1,3,0,10,10,0,6,2,2,0,2,351,0,3,5,3,340,256,158,91,7,345,23,9,3,11,994,0,11,30,624,654,2,0,6,6,0,2,1,0,0,1,335,0,4,2,3,326,53,37,15,1,126,10,6,2,2,534,0,9,19,189,208,1,0,0,0,0,0,0,0,0,0,44,0,0,0,0,44,9,6,3,0,15,3,3,0,0,72,0,0,1,27,28,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,5,4,0,3,1,16,2,2,0,0,28,0,0,1,22,23
