agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,total_cleared_murder,total_cleared_manslaughter,total_cleared_rape_total,total_cleared_rape_by_force,total_cleared_rape_attempted,total_cleared_robbery_total,total_cleared_robbery_with_a_gun,total_cleared_robbery_with_a_knife,total_cleared_robbery_other_weapon,total_cleared_robbery_unarmed,total_cleared_assault_total,total_cleared_assault_with_a_gun,total_cleared_assault_with_a_knife,total_cleared_assault_other_weapon,total_cleared_assault_unarmed,total_cleared_assault_simple,total_cleared_burglary_total,total_cleared_burglary_force_entry,total_cleared_burglary_nonforce_entry,total_cleared_burglary_attempted,total_cleared_theft_total,total_cleared_motor_vehicle_theft_total,total_cleared_motor_vehicle_theft_car,total_cleared_motor_vehicle_theft_truck,total_cleared_motor_vehicle_theft_other,total_cleared_all_crimes,total_cleared_theft_under50_dollar,total_cleared_assault_aggravated,total_cleared_index_violent,total_cleared_index_property,total_cleared_index_total,cleared_18_murder,cleared_18_manslaughter,cleared_18_rape_total,cleared_18_rape_by_force,cleared_18_rape_attempted,cleared_18_robbery_total,cleared_18_robbery_with_a_gun,cleared_18_robbery_with_a_knife,cleared_18_robbery_other_weapon,cleared_18_robbery_unarmed,cleared_18_assault_total,cleared_18_assault_with_a_gun,cleared_18_assault_with_a_knife,cleared_18_assault_other_weapon,cleared_18_assault_unarmed,cleared_18_assault_simple,cleared_18_burglary_total,cleared_18_burglary_force_entry,cleared_18_burglary_nonforce_entry,cleared_18_burglary_attempted,cleared_18_theft_total,cleared_18_motor_vehicle_theft_total,cleared_18_motor_vehicle_theft_car,cleared_18_motor_vehicle_theft_truck,cleared_18_motor_vehicle_theft_other,cleared_18_all_crimes,cleared_18_theft_under50_dollar,cleared_18_assault_aggravated,cleared_18_index_violent,cleared_18_index_property,cleared_18_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Durham Police Department,2023,New Hampshire,13953,NH00906,0,0,0,0,0,6,6,0,1,0,0,0,1,36,0,0,0,0,36,1,0,1,0,26,2,1,0,1,72,0,0,7,29,36,0,0,0,0,0,1,0,0,0,1,17,0,0,0,0,17,0,0,0,0,6,1,1,0,0,25,0,0,1,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Durham Police Department,2022,New Hampshire,15550,NH00906,0,0,0,0,0,6,6,0,1,0,0,0,1,46,1,0,1,0,44,3,0,2,1,45,2,2,0,0,103,0,2,9,50,59,0,0,0,0,0,0,0,0,0,0,23,0,0,1,1,21,0,0,0,0,11,1,1,0,0,35,0,2,2,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Durham Police Department,2021,New Hampshire,16848,NH00906,0,0,0,0,0,15,15,0,0,0,0,0,0,56,0,1,0,2,53,5,0,5,0,36,2,2,0,0,114,0,3,18,43,61,0,0,1,1,0,0,0,0,0,0,27,0,0,0,0,27,1,0,1,0,6,0,0,0,0,35,0,0,1,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Durham Police Department,2020,New Hampshire,16510,NH00906,0,0,0,0,0,7,7,0,0,0,0,0,0,41,0,0,0,2,39,6,1,3,2,34,2,2,0,0,90,0,2,9,42,51,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26,1,0,0,1,3,1,1,0,0,31,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Durham Police Department,2019,New Hampshire,16810,NH00906,0,0,0,0,0,2,2,0,2,0,0,0,2,56,0,0,0,2,54,10,6,4,0,31,1,1,0,0,102,0,2,6,42,48,0,0,0,0,0,1,0,0,0,1,20,0,0,0,1,19,2,0,2,0,4,1,1,0,0,28,0,1,2,7,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Durham Police Department,2018,New Hampshire,16813,NH00906,0,0,0,0,0,9,9,0,0,0,0,0,0,42,0,0,0,2,40,9,1,7,1,44,0,0,0,0,104,0,2,11,53,64,0,0,1,1,0,0,0,0,0,0,20,0,0,0,1,19,2,0,1,1,3,0,0,0,0,26,0,1,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Durham Police Department,2017,New Hampshire,16751,NH00906,0,0,0,1,0,4,4,0,0,0,0,0,0,64,0,0,3,1,60,22,0,21,1,56,4,1,0,3,151,0,4,9,82,91,0,0,1,1,0,0,0,0,0,0,37,0,0,2,0,35,0,0,0,0,5,0,0,0,0,43,0,2,3,5,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Durham Police Department,2016,New Hampshire,17078,NH00906,0,0,0,0,0,8,8,0,0,0,0,0,0,66,0,4,1,5,56,14,4,9,1,58,3,3,0,0,149,0,10,18,75,93,0,0,0,0,0,0,0,0,0,0,20,0,4,1,0,15,3,1,2,0,4,0,0,0,0,27,0,5,5,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Durham Police Department,2015,New Hampshire,16052,NH00906,0,0,0,0,0,7,7,0,0,0,0,0,0,56,1,0,1,3,51,9,2,6,1,60,4,4,0,0,136,0,5,12,73,85,0,0,1,1,0,0,0,0,0,0,20,0,0,0,0,20,2,0,2,0,7,0,0,0,0,30,0,0,1,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Durham Police Department,2014,New Hampshire,15571,NH00906,0,0,0,0,0,3,3,0,1,1,0,0,0,68,0,1,0,7,60,18,9,7,2,81,5,4,0,1,176,0,8,12,104,116,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,15,1,0,0,1,3,0,0,0,0,20,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Durham Police Department,2013,New Hampshire,15311,NH00906,0,0,0,0,0,10,10,0,0,0,0,0,0,68,0,1,6,10,51,12,2,8,2,103,3,2,0,1,196,0,17,27,118,145,0,0,0,0,0,0,0,0,0,0,27,0,1,3,4,19,1,0,1,0,11,0,0,0,0,39,0,8,8,12,20,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
