agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Fredericksburg Police Department,2023,Texas,11446,TX08601,0,0,0,0,0,3,3,0,2,1,0,0,1,68,0,4,0,0,64,20,10,10,0,69,16,10,4,2,178,0,4,9,105,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fredericksburg Police Department,2022,Texas,11348,TX08601,0,0,0,0,0,7,7,0,0,0,0,0,0,92,2,1,2,6,81,13,8,4,1,95,4,2,2,0,211,0,11,18,112,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fredericksburg Police Department,2021,Texas,11620,TX08601,0,0,0,0,0,13,13,0,2,0,0,0,2,79,0,0,2,1,76,32,22,10,0,87,4,4,0,0,217,0,3,18,123,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fredericksburg Police Department,2020,Texas,11604,TX08601,0,0,0,0,0,1,1,0,0,0,0,0,0,34,0,4,2,1,27,23,19,4,0,82,7,3,4,0,147,0,7,8,112,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fredericksburg Police Department,2019,Texas,11562,TX08601,0,0,1,0,0,0,0,0,1,1,0,0,0,47,4,3,0,5,35,11,9,2,0,117,3,1,2,0,179,0,12,13,131,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fredericksburg Police Department,2018,Texas,11490,TX08601,0,0,2,2,0,1,1,0,1,0,0,1,0,38,3,4,0,2,29,18,13,5,0,96,6,5,1,0,162,0,9,13,120,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fredericksburg Police Department,2017,Texas,11526,TX08601,0,0,1,0,0,0,0,0,3,2,1,0,0,35,0,1,1,4,29,20,18,2,0,124,3,1,2,0,185,0,6,9,147,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fredericksburg Police Department,2016,Texas,11205,TX08601,0,0,2,0,0,0,0,0,1,0,0,0,1,39,2,3,1,2,31,28,25,3,0,163,5,1,2,2,236,0,8,9,196,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
Fredericksburg Police Department,2015,Texas,10971,TX08601,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,1,1,1,45,12,11,1,0,137,8,5,3,0,205,0,3,3,157,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fredericksburg Police Department,2014,Texas,10898,TX08601,0,0,1,0,0,0,0,0,1,0,0,1,0,39,1,1,0,4,33,40,37,3,0,196,4,2,1,1,280,0,6,7,240,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fredericksburg Police Department,2013,Texas,10768,TX08601,0,0,0,0,0,0,0,0,3,1,0,1,1,32,2,3,0,1,26,57,52,5,0,195,3,1,2,0,290,0,6,9,255,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fredericksburg Police Department,2012,Texas,10802,TX08601,0,0,0,0,0,0,0,0,2,0,1,0,1,31,1,1,0,3,26,19,15,4,0,192,13,9,2,2,257,0,5,7,224,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fredericksburg Police Department,2011,Texas,10752,TX08601,0,0,1,0,0,0,0,0,2,0,1,0,1,35,0,0,1,1,33,29,18,11,0,193,5,2,0,3,264,0,2,4,227,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
Fredericksburg Police Department,2010,Texas,10530,TX08601,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,0,34,33,25,8,0,202,6,2,2,2,276,0,1,1,241,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fredericksburg Police Department,2009,Texas,11339,TX08601,0,0,1,0,0,0,0,0,2,0,1,0,1,40,0,0,3,2,35,20,18,2,0,181,4,3,1,0,247,0,5,7,205,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fredericksburg Police Department,2008,Texas,11110,TX08601,0,0,1,0,0,2,2,0,3,2,0,0,1,52,0,1,0,4,47,22,18,4,0,219,3,3,0,0,301,0,5,10,244,254,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fredericksburg Police Department,2007,Texas,11004,TX08601,0,0,0,1,0,0,0,0,0,0,0,0,0,30,0,2,0,2,26,20,13,7,0,185,6,3,1,2,242,0,4,5,211,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,2,2
Fredericksburg Police Department,2006,Texas,10728,TX08601,0,0,1,0,0,0,0,0,0,0,0,0,0,44,0,0,2,7,35,18,11,7,0,190,2,2,0,0,254,0,9,9,210,219,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3,0,0,1,2,3
Fredericksburg Police Department,2005,Texas,10253,TX08601,0,0,1,0,0,0,0,0,1,1,0,0,0,36,0,0,1,0,35,31,19,12,0,180,6,1,4,1,254,0,1,2,217,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
Fredericksburg Police Department,2004,Texas,10122,TX08601,0,0,2,0,0,2,2,0,0,0,0,0,0,43,0,2,4,3,34,33,21,11,1,223,3,3,0,0,304,0,9,11,259,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1
Fredericksburg Police Department,2003,Texas,9491,TX08601,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,1,0,0,33,19,14,5,0,205,10,9,0,1,268,0,1,1,234,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,2
Fredericksburg Police Department,2002,Texas,9308,TX08601,0,0,0,0,0,0,0,0,1,0,0,1,0,40,0,2,0,0,38,37,21,16,0,222,8,5,2,1,308,0,2,3,267,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,2
Fredericksburg Police Department,2001,Texas,9113,TX08601,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,1,0,33,19,14,5,0,179,4,1,1,2,236,0,1,1,202,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,2,2
Fredericksburg Police Department,2000,Texas,8911,TX08601,0,0,0,1,0,0,0,0,2,1,0,1,0,27,0,0,0,1,26,39,29,9,1,177,3,2,1,0,249,0,1,4,219,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
Fredericksburg Police Department,1999,Texas,8974,TX08601,0,0,1,0,0,0,0,0,1,1,0,0,0,32,0,0,0,0,32,25,17,7,1,204,3,1,1,1,265,0,0,1,232,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,6,6
Fredericksburg Police Department,1998,Texas,8710,TX08601,0,0,1,0,0,0,0,0,0,0,0,0,0,54,0,1,0,2,51,67,48,14,5,199,8,2,4,2,328,0,3,3,274,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,15,0,0,0,0,16,0,0,0,16,16
Fredericksburg Police Department,1997,Texas,8128,TX08601,0,0,0,0,0,0,0,0,2,2,0,0,0,41,0,0,3,2,36,51,39,10,2,291,8,4,4,0,393,0,5,7,350,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fredericksburg Police Department,1996,Texas,7998,TX08601,0,0,0,0,0,1,1,0,1,1,0,0,0,24,1,0,1,2,20,28,14,13,1,225,1,0,1,0,280,0,4,6,254,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,2,2
Fredericksburg Police Department,1995,Texas,7830,TX08601,0,0,0,0,0,1,1,0,2,1,1,0,0,31,1,0,1,15,14,37,26,11,0,202,7,2,4,1,280,0,17,20,246,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,1,0,3,0,0,0,3,3
Fredericksburg Police Department,1994,Texas,7436,TX08601,0,0,0,0,0,1,1,0,0,0,0,0,0,35,0,2,0,5,28,62,47,13,2,199,10,8,2,0,307,0,7,8,271,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fredericksburg Police Department,1993,Texas,7296,TX08601,0,0,2,1,0,0,0,0,1,0,1,0,0,24,1,0,0,1,22,36,26,10,0,165,7,6,1,0,234,0,2,4,208,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,2
Fredericksburg Police Department,1992,Texas,7206,TX08601,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,1,1,2,4,31,26,5,0,139,8,8,0,0,186,0,4,4,178,182,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,2,1,3
Fredericksburg Police Department,1991,Texas,7081,TX08601,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,30,26,4,0,158,6,3,3,0,196,0,1,1,194,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fredericksburg Police Department,1990,Texas,6934,TX08601,0,0,0,0,0,0,0,0,2,2,0,0,0,10,0,1,3,0,6,26,18,8,0,127,10,3,6,1,175,0,4,6,163,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fredericksburg Police Department,1989,Texas,7962,TX08601,0,0,0,0,0,1,0,1,2,1,0,0,1,12,0,0,1,1,10,58,39,14,5,151,16,6,9,1,240,0,2,5,225,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fredericksburg Police Department,1988,Texas,7755,TX08601,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,9,70,42,10,18,169,8,3,4,1,258,0,2,2,247,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fredericksburg Police Department,1987,Texas,7709,TX08601,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,2,2,45,42,2,1,188,9,7,1,1,248,0,4,4,242,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
Fredericksburg Police Department,1986,Texas,7557,TX08601,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,2,3,3,66,54,12,0,122,4,1,3,0,200,0,5,5,192,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fredericksburg Police Department,1985,Texas,7199,TX08601,0,0,2,0,0,0,0,0,1,1,0,0,0,11,2,0,0,7,2,38,31,7,0,132,6,2,4,0,188,0,9,10,176,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,5,5
Fredericksburg Police Department,1984,Texas,7031,TX08601,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,3,0,9,1,36,27,8,1,120,7,4,3,0,176,0,12,12,163,175,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,1,0,0,0,0,0,3,0,1,1,2,3
Fredericksburg Police Department,1983,Texas,6966,TX08601,0,0,0,0,0,1,1,0,2,0,1,0,1,4,0,0,0,3,1,38,27,2,9,107,8,4,4,0,160,0,3,6,153,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,0,0,0,0,9,0,0,0,9,9
Fredericksburg Police Department,1982,Texas,6770,TX08601,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,21,21,0,0,61,4,2,2,0,88,0,1,1,86,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fredericksburg Police Department,1981,Texas,6537,TX08601,0,0,0,0,0,0,0,0,2,1,0,1,0,5,0,2,2,0,1,14,14,0,0,90,11,9,2,0,122,0,4,6,115,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fredericksburg Police Department,1980,Texas,6278,TX08601,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,0,1,1,0,27,27,0,0,83,5,3,1,1,119,0,3,4,115,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fredericksburg Police Department,1979,Texas,5658,TX08601,0,0,1,0,1,0,0,0,0,0,0,0,0,6,0,1,0,4,1,25,22,3,0,60,3,3,0,0,95,0,5,5,88,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fredericksburg Police Department,1978,Texas,6700,TX08601,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1,2,19,15,2,2,64,9,6,3,0,97,0,3,3,92,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fredericksburg Police Department,1977,Texas,6000,TX08601,0,0,0,0,0,1,0,1,1,1,0,0,0,3,0,1,0,0,2,27,20,2,5,62,2,2,0,0,96,0,1,3,91,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fredericksburg Police Department,1976,Texas,6235,TX08601,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,1,0,2,32,23,7,2,79,3,1,2,0,119,0,2,3,114,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fredericksburg Police Department,1975,Texas,5390,TX08601,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,3,25,17,8,0,70,6,4,2,0,105,0,1,1,101,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fredericksburg Police Department,1974,Texas,,TX08601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fredericksburg Police Department,1973,Texas,5301,TX08601,0,0,0,0,0,3,2,1,0,0,0,0,0,1,0,1,0,0,0,21,21,0,0,17,5,5,0,0,47,10,1,4,43,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fredericksburg Police Department,1972,Texas,5377,TX08601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,7,0,0,0,0,13,7,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fredericksburg Police Department,1971,Texas,,TX08601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fredericksburg Police Department,1970,Texas,,TX08601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fredericksburg Police Department,1969,Texas,,TX08601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fredericksburg Police Department,1968,Texas,8229,TX08601,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,1,16,2,2,0,0,27,12,0,1,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fredericksburg Police Department,1967,Texas,7041,TX08601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,17,6,0,14,0,0,0,0,37,5,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fredericksburg Police Department,1966,Texas,,TX08601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fredericksburg Police Department,1965,Texas,,TX08601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fredericksburg Police Department,1964,Texas,,TX08601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fredericksburg Police Department,1963,Texas,6076,TX08601,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,4,4,0,0,16,1,0,1,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fredericksburg Police Department,1962,Texas,5527,TX08601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,4,4,0,0,24,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fredericksburg Police Department,1961,Texas,4629,TX08601,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,9,2,2,0,0,23,5,2,2,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
