agency,year,state,population,ORI,act_all_crimes,clr_18_all_crimes,clr_all_crimes,unfound_all_crimes,act_aggravated_assault,clr_18_aggravated_assault,clr_aggravated_assault,unfound_aggravated_assault,act_assault_total,clr_18_assault_total,clr_assault_total,unfound_assault_total,act_gun_assault,clr_18_gun_assault,clr_gun_assault,unfound_gun_assault,act_knife_assault,clr_18_knife_assault,clr_knife_assault,unfound_knife_assault,act_other_weapon_assault,clr_18_other_weapon_assault,clr_other_weapon_assault,unfound_other_weapon_assault,act_simple_assault,clr_18_simple_assault,clr_simple_assault,unfound_simple_assault,act_hand_feet_assault,clr_18_hand_feet_assault,clr_hand_feet_assault,unfound_hand_feet_assault,act_burglary_total,clr_18_burglary_total,clr_burglary_total,unfound_burglary_total,act_attempted_burglary,clr_18_attempted_burglary,clr_attempted_burglary,unfound_attempted_burglary,act_burg_force_entry,clr_18_burg_force_entry,clr_burg_force_entry,unfound_burg_force_entry,act_burg_no_force_entry,clr_18_burg_no_force_entry,clr_burg_no_force_entry,unfound_burg_no_force_entry,act_mtr_vhc_theft_total,clr_18_mtr_vhc_theft_total,clr_mtr_vhc_theft_total,unfound_mtr_vhc_theft_total,act_manslaughter,clr_18_manslaughter,clr_manslaughter,unfound_manslaughter,act_murder,clr_18_murder,clr_murder,unfound_murder,officers_assaulted,officers_killed_by_accident,officers_killed_by_felony,act_rape_total,clr_18_rape_total,clr_rape_total,unfound_rape_total,act_attempted_rape,clr_18_attempted_rape,clr_attempted_rape,unfound_attempted_rape,act_force_rape,clr_18_force_rape,clr_force_rape,unfound_force_rape,act_robbery_total,clr_18_robbery_total,clr_robbery_total,unfound_robbery_total,act_gun_robbery,clr_18_gun_robbery,clr_gun_robbery,unfound_gun_robbery,act_knife_robbery,clr_18_knife_robbery,clr_knife_robbery,unfound_knife_robbery,act_other_weapon_robbery,clr_18_other_weapon_robbery,clr_other_weapon_robbery,unfound_other_weapon_robbery,act_strong_arm_robbery,clr_18_strong_arm_robbery,clr_strong_arm_robbery,unfound_strong_arm_robbery,act_theft_total,clr_18_theft_total,clr_theft_total,unfound_theft_total,act_auto_theft,clr_18_auto_theft,clr_auto_theft,unfound_auto_theft,act_other_vhc_theft,clr_18_other_vhc_theft,clr_other_vhc_theft,unfound_other_vhc_theft,act_truck_bus_theft,clr_18_truck_bus_theft,clr_truck_bus_theft,unfound_truck_bus_theft
Trumansburg Vlg Police Dept,1975,New York,1675,NY05424,38,3,9,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,14,0,1,0,2,0,0,0,6,0,0,0,6,0,1,0,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,4,0,2,1,2,0,0,0,0,0,1,0,0,0
Trumansburg Vlg Police Dept,1976,New York,2003,NY05424,66,15,27,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0,25,6,9,0,2,0,0,0,14,4,6,0,9,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,9,14,0,0,0,1,0,0,0,0,0,0,0,0,0
Trumansburg Vlg Police Dept,1977,New York,2026,NY05424,76,14,30,0,0,0,0,0,4,0,4,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,20,1,4,0,0,0,0,0,10,0,0,0,10,1,4,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,13,19,0,3,0,3,0,0,0,0,0,0,0,0,0
Trumansburg Vlg Police Dept,1978,New York,1841,NY05424,75,17,75,0,0,0,0,0,13,0,10,0,1,0,1,0,0,0,0,0,2,0,1,0,5,0,4,0,5,0,4,0,15,9,30,0,4,0,0,0,6,8,28,0,5,1,2,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,7,32,0,5,1,3,0,0,0,0,0,0,0,0,0
Trumansburg Vlg Police Dept,1979,New York,1827,NY05424,95,21,45,0,0,0,0,0,5,0,4,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,1,0,1,0,22,6,8,0,2,0,0,0,15,5,6,0,5,1,2,0,5,3,5,0,1,0,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,12,27,0,5,3,5,0,0,0,0,0,0,0,0,0
Trumansburg Vlg Police Dept,1980,New York,1724,NY05424,100,19,55,0,0,0,0,0,21,3,18,0,0,0,0,0,0,0,0,0,1,0,1,0,13,0,12,0,7,3,5,0,15,4,9,0,2,0,0,0,6,4,7,0,7,0,2,0,5,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,11,25,0,5,1,3,0,0,0,0,0,0,0,0,0
Trumansburg Vlg Police Dept,1981,New York,1733,NY05424,87,10,36,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,4,0,19,4,6,0,3,1,1,0,8,3,4,0,8,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,6,23,0,4,0,1,0,0,0,0,0,0,0,0,0
Trumansburg Vlg Police Dept,1982,New York,1739,NY05424,105,12,57,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,5,0,5,0,18,1,9,0,1,0,0,0,10,1,6,0,7,0,3,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,10,34,0,5,1,2,0,0,0,0,0,0,0,0,0
Trumansburg Vlg Police Dept,1983,New York,1739,NY05424,82,12,51,0,0,0,0,0,14,0,14,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,6,0,7,0,7,0,16,3,6,0,5,0,0,0,8,2,5,0,3,1,1,0,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,7,25,0,5,1,5,0,0,0,0,0,0,0,0,0
Trumansburg Vlg Police Dept,1984,New York,1818,NY05424,72,10,40,1,0,0,0,0,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5,1,5,0,11,1,8,0,3,1,2,0,7,0,5,0,1,0,1,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,7,20,1,5,1,3,0,0,0,0,0,0,0,0,0
