agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Lexington Police Department,2023,Virginia,7532,VA08102,0,0,0,0,0,1,1,0,0,0,0,0,0,40,1,0,5,1,33,3,2,1,0,51,0,0,0,0,95,0,7,8,54,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lexington Police Department,2022,Virginia,7628,VA08102,0,0,0,0,0,3,3,0,1,0,0,0,1,26,0,0,2,2,22,5,1,3,1,44,1,1,0,0,80,0,4,8,50,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lexington Police Department,2021,Virginia,7294,VA08102,0,0,0,0,0,1,1,0,0,0,0,0,0,26,0,1,1,0,24,4,1,3,0,47,4,4,0,0,82,0,2,3,55,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lexington Police Department,2020,Virginia,7487,VA08102,0,0,0,0,0,2,2,0,0,0,0,0,0,25,1,1,3,2,18,3,1,2,0,44,1,0,0,1,75,0,7,9,48,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lexington Police Department,2019,Virginia,7107,VA08102,0,0,0,0,0,1,1,0,1,0,0,0,1,30,1,0,4,0,25,3,2,1,0,24,0,0,0,0,59,0,5,7,27,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lexington Police Department,2018,Virginia,7098,VA08102,0,0,0,0,0,0,0,0,1,0,0,0,1,22,0,0,1,1,20,3,0,2,1,34,1,0,1,0,61,0,2,3,38,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lexington Police Department,2017,Virginia,7034,VA08102,0,0,0,0,0,2,2,0,0,0,0,0,0,23,0,1,1,4,17,6,1,4,1,34,1,1,0,0,66,0,6,8,41,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lexington Police Department,2016,Virginia,7264,VA08102,0,0,0,0,0,2,2,0,0,0,0,0,0,31,0,8,0,0,23,10,3,5,2,66,1,1,0,0,110,0,8,10,77,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lexington Police Department,2015,Virginia,7356,VA08102,0,0,0,0,0,1,1,0,2,2,0,0,0,20,0,2,0,1,17,12,3,8,1,48,2,2,0,0,85,0,3,6,62,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lexington Police Department,2014,Virginia,7203,VA08102,0,0,0,0,0,2,2,0,0,0,0,0,0,16,0,2,0,1,13,8,6,2,0,46,1,1,0,0,73,0,3,5,55,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lexington Police Department,2013,Virginia,6995,VA08102,0,0,0,0,0,1,1,0,1,1,0,0,0,7,0,1,0,1,5,6,2,2,2,54,2,2,0,0,71,0,2,4,62,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lexington Police Department,2012,Virginia,7072,VA08102,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,16,37,23,12,2,53,0,0,0,0,107,0,1,1,90,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lexington Police Department,2011,Virginia,7126,VA08102,0,0,0,0,0,2,2,0,1,0,0,0,1,23,0,0,1,0,22,16,4,11,1,57,2,2,0,0,101,0,1,4,75,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lexington Police Department,2010,Virginia,7042,VA08102,0,0,0,0,0,0,0,0,1,0,0,0,1,14,0,0,1,1,12,7,4,3,0,38,2,2,0,0,62,0,2,3,47,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lexington Police Department,2009,Virginia,7049,VA08102,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,16,6,2,4,0,51,2,2,0,0,76,0,1,1,59,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
