agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Newberry Township Police Department,2023,Pennsylvania,15880,PA06747,0,0,0,0,0,0,0,0,1,0,1,0,0,85,0,0,3,6,76,13,8,4,1,145,14,8,2,4,258,0,9,10,172,182,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Newberry Township Police Department,2022,Pennsylvania,15829,PA06747,0,0,0,0,0,0,0,0,1,0,0,1,0,50,4,1,0,17,28,10,8,2,0,52,8,5,0,3,121,0,22,23,70,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
Newberry Township Police Department,2021,Pennsylvania,,PA06747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newberry Township Police Department,2020,Pennsylvania,15989,PA06747,0,0,0,0,0,3,3,0,0,0,0,0,0,61,2,1,2,15,41,18,7,10,1,131,16,13,1,2,229,0,20,23,165,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newberry Township Police Department,2019,Pennsylvania,15885,PA06747,0,0,0,0,0,2,2,0,0,0,0,0,0,89,0,4,1,14,70,39,20,17,2,204,12,9,0,3,346,0,19,21,255,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,3,0,0,0,3,3
Newberry Township Police Department,2018,Pennsylvania,15749,PA06747,0,0,0,0,0,1,1,0,1,0,0,0,1,84,0,1,3,16,64,28,14,7,7,169,3,1,0,2,286,0,20,22,200,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
Newberry Township Police Department,2017,Pennsylvania,15530,PA06747,0,0,0,0,0,3,3,0,1,0,0,1,0,110,0,0,6,12,92,15,5,6,4,195,7,5,1,1,331,0,18,22,217,239,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1
Newberry Township Police Department,2016,Pennsylvania,15470,PA06747,0,0,0,0,0,3,3,0,4,2,0,0,2,90,0,6,5,2,77,38,25,9,4,203,10,7,0,3,348,0,13,20,251,271,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,3,0,0,0,0,5,0,0,0,4,4
Newberry Township Police Department,2015,Pennsylvania,15385,PA06747,0,0,0,0,0,1,1,0,1,1,0,0,0,82,0,1,3,0,78,35,16,11,8,148,5,2,0,3,272,0,4,6,188,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,2
Newberry Township Police Department,2014,Pennsylvania,15302,PA06747,0,0,0,0,0,4,2,2,5,2,1,1,1,79,0,4,3,3,69,55,31,18,6,221,2,2,0,0,366,0,10,19,278,297,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,2,2,0,0,0,0,5,0,0,0,4,4
Newberry Township Police Department,2013,Pennsylvania,15361,PA06747,0,0,0,0,0,2,1,1,1,1,0,0,0,85,0,1,3,2,79,52,27,20,5,212,6,4,0,2,358,0,6,9,270,279,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8,0,0,0,0,9,0,0,0,8,8
Newberry Township Police Department,2012,Pennsylvania,15368,PA06747,0,0,0,0,0,2,1,1,2,0,0,1,1,77,0,3,5,6,63,78,44,25,9,239,10,6,3,1,408,0,14,18,327,345,0,0,3,3,0,0,0,0,0,0,4,0,0,0,0,4,1,0,0,1,6,0,0,0,0,14,0,0,3,7,10
Newberry Township Police Department,2011,Pennsylvania,15334,PA06747,0,0,0,0,0,2,2,0,4,2,0,1,1,67,0,1,1,9,56,50,33,10,7,271,20,5,2,13,414,0,11,17,341,358,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,1,0,0,2,0,0,0,0,6,0,0,0,3,3
Newberry Township Police Department,2010,Pennsylvania,15285,PA06747,0,0,0,1,0,2,2,0,1,1,0,0,0,106,0,2,3,10,91,57,32,15,10,315,11,11,0,0,493,0,15,19,383,402,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,0,0,1,4,0,0,0,0,8,0,0,0,5,5
