agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_assault_aggravated,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_unarmed,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_assault_aggravated,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_unarmed,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_assault_aggravated,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_unarmed,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_assault_aggravated
Hillsdale Police Department,2017,Missouri,1574,MO09539,0,0,1,3,0,0,0,0,3,3,0,0,0,21,4,1,0,10,6,8,4,4,0,18,10,10,0,0,63,15,0,0,0,0,0,0,0,0,0,0,15,1,1,0,9,4,2,1,1,0,7,1,1,0,0,25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hillsdale Police Department,2016,Missouri,1520,MO09539,0,0,5,0,0,1,0,1,1,0,0,0,1,21,2,0,6,5,8,10,9,1,0,7,8,8,0,0,48,13,0,0,0,0,0,1,0,0,0,1,18,1,0,5,5,7,0,0,0,0,0,0,0,0,0,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hillsdale Police Department,2015,Missouri,1525,MO09539,0,0,1,0,0,0,0,0,2,1,0,0,1,27,7,1,0,6,13,18,15,2,1,10,6,6,0,0,63,14,0,0,0,0,0,0,0,0,0,0,14,0,0,0,5,9,0,0,0,0,1,1,1,0,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hillsdale Police Department,2014,Missouri,1527,MO09539,0,0,2,0,0,1,0,1,2,1,0,0,1,25,5,1,0,12,7,9,7,2,0,10,1,1,0,0,48,18,0,0,1,0,1,0,0,0,0,0,18,0,1,0,10,7,3,3,0,0,5,0,0,0,0,27,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,3,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hillsdale Police Department,2013,Missouri,1513,MO09539,0,0,3,0,0,1,1,0,1,0,0,0,1,40,0,1,5,12,22,20,15,5,0,12,4,4,0,0,78,18,0,0,0,0,0,0,0,0,0,0,31,0,2,2,10,17,6,4,2,0,5,1,1,0,0,43,14,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,3,1,0,1,0,3,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2
Hillsdale Police Department,2012,Missouri,1480,MO09539,0,0,11,1,0,1,1,0,1,0,0,0,1,64,7,3,11,11,32,19,13,5,1,23,4,4,0,0,113,32,1,0,0,0,0,0,0,0,0,0,42,1,3,7,11,20,1,0,0,1,5,1,1,0,0,50,22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hillsdale Police Department,2011,Missouri,1483,MO09539,0,0,16,1,0,1,0,1,3,2,0,0,1,79,8,1,8,15,47,41,31,10,0,33,15,14,0,1,173,32,0,0,2,1,1,0,0,0,0,0,58,2,1,5,10,40,2,2,0,0,8,2,2,0,0,72,18,0,0,2,1,1,0,0,0,0,0,4,0,0,1,1,2,0,0,0,0,1,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0
Hillsdale Police Department,2010,Missouri,1478,MO09539,0,0,16,1,0,2,2,0,4,3,0,1,0,53,6,1,3,8,35,29,19,8,2,14,3,3,0,0,106,18,1,0,1,1,0,0,0,0,0,0,48,3,1,3,8,33,1,0,1,0,4,2,2,0,0,57,15,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hillsdale Police Department,2009,Missouri,1401,MO09539,0,0,3,1,0,1,1,0,12,11,1,0,0,42,6,0,1,15,20,29,9,20,0,14,13,13,0,0,112,22,0,0,0,0,0,0,0,0,0,0,24,1,0,0,13,10,1,0,1,0,2,0,0,0,0,27,14,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,2,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hillsdale Police Department,2008,Missouri,1382,MO09539,0,0,3,0,0,1,1,0,7,3,0,0,4,63,11,0,1,29,22,41,21,16,4,22,6,4,2,0,140,41,0,0,1,1,0,1,1,0,0,0,41,3,0,0,20,18,5,1,3,1,1,0,0,0,0,49,23,0,0,1,1,0,0,0,0,0,0,10,0,0,0,7,3,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
