agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Susquehanna Boro Police Department,2022,Pennsylvania,1926,PA05801,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,1,0,1,0,15,2,2,0,0,24,0,6,6,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,2,2
Susquehanna Boro Police Department,2021,Pennsylvania,1980,PA05801,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,2,1,1,0,22,2,2,0,0,28,0,2,2,26,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,4
Susquehanna Boro Police Department,2020,Pennsylvania,1499,PA05801,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,2,2,0,3,2,1,0,14,2,2,0,0,24,0,4,5,19,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Susquehanna Boro Police Department,2019,Pennsylvania,,PA05801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Susquehanna Boro Police Department,2018,Pennsylvania,1514,PA05801,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,1,2,3,2,1,1,0,13,2,2,0,0,23,0,3,3,17,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,2,2
Susquehanna Boro Police Department,2017,Pennsylvania,1506,PA05801,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,3,1,0,1,0,26,2,2,0,0,36,0,4,4,29,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
Susquehanna Boro Police Department,2016,Pennsylvania,1543,PA05801,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
Susquehanna Boro Police Department,2015,Pennsylvania,1555,PA05801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,7,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,3,0,0,0,3,3
Susquehanna Boro Police Department,2014,Pennsylvania,1581,PA05801,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,1,1,2,4,0,0,0,0,10,0,1,2,8,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,1,2
Susquehanna Boro Police Department,2013,Pennsylvania,1602,PA05801,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,3,1,2,0,10,0,0,0,0,16,0,2,2,13,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Susquehanna Boro Police Department,2012,Pennsylvania,1640,PA05801,0,0,0,0,0,1,1,0,1,0,1,0,0,2,0,0,0,2,0,5,2,3,0,11,0,0,0,0,20,0,2,4,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Susquehanna Boro Police Department,2011,Pennsylvania,1648,PA05801,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,2,0,2,0,12,2,2,0,0,22,0,3,3,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Susquehanna Boro Police Department,2010,Pennsylvania,1643,PA05801,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,5,4,1,0,4,1,1,0,0,16,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,2
Susquehanna Boro Police Department,2009,Pennsylvania,1547,PA05801,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,1,0,2,0,1,1,0,0,1,0,0,0,0,6,0,3,4,2,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
Susquehanna Boro Police Department,2008,Pennsylvania,1566,PA05801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,5,5
Susquehanna Boro Police Department,2007,Pennsylvania,,PA05801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Susquehanna Boro Police Department,2006,Pennsylvania,1629,PA05801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Susquehanna Boro Police Department,2005,Pennsylvania,,PA05801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Susquehanna Boro Police Department,2004,Pennsylvania,,PA05801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Susquehanna Boro Police Department,2003,Pennsylvania,,PA05801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Susquehanna Boro Police Department,2002,Pennsylvania,,PA05801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Susquehanna Boro Police Department,2001,Pennsylvania,,PA05801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Susquehanna Boro Police Department,2000,Pennsylvania,,PA05801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Susquehanna Boro Police Department,1999,Pennsylvania,,PA05801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Susquehanna Boro Police Department,1998,Pennsylvania,1702,PA05801,0,0,0,0,0,1,1,0,0,0,0,0,0,20,0,0,1,19,0,9,4,5,0,29,3,3,0,0,62,0,20,21,41,62,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,1,0,1,0,0,0,0,4,0,2,2,2,4
Susquehanna Boro Police Department,1997,Pennsylvania,,PA05801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Susquehanna Boro Police Department,1996,Pennsylvania,,PA05801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Susquehanna Boro Police Department,1995,Pennsylvania,,PA05801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Susquehanna Boro Police Department,1994,Pennsylvania,,PA05801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Susquehanna Boro Police Department,1993,Pennsylvania,,PA05801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Susquehanna Boro Police Department,1992,Pennsylvania,,PA05801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Susquehanna Boro Police Department,1991,Pennsylvania,,PA05801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Susquehanna Boro Police Department,1990,Pennsylvania,1760,PA05801,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,3,3,2,1,1,0,6,0,0,0,0,17,0,6,6,8,14,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,1,1,0,0,4,0,2,2,2,4
Susquehanna Boro Police Department,1989,Pennsylvania,2157,PA05801,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,2,11,9,2,0,17,1,0,0,1,35,0,4,4,29,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Susquehanna Boro Police Department,1988,Pennsylvania,,PA05801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Susquehanna Boro Police Department,1987,Pennsylvania,2108,PA05801,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,6,2,0,1,1,1,0,0,11,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Susquehanna Boro Police Department,1986,Pennsylvania,2045,PA05801,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,2,9,5,4,0,17,1,0,1,0,31,0,2,2,27,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,4,0,0,0,3,3
Susquehanna Boro Police Department,1985,Pennsylvania,,PA05801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Susquehanna Boro Police Department,1984,Pennsylvania,1995,PA05801,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,16,9,6,1,16,0,0,0,0,35,0,1,1,32,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,3,0,0,0,3,3
Susquehanna Boro Police Department,1983,Pennsylvania,2007,PA05801,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,4,3,7,5,2,0,32,1,1,0,0,48,0,5,5,40,45,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,3,0,2,1,4,0,0,0,0,9,0,2,2,7,9
Susquehanna Boro Police Department,1982,Pennsylvania,2002,PA05801,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,4,2,0,12,2,2,0,0,21,0,1,1,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Susquehanna Boro Police Department,1981,Pennsylvania,2002,PA05801,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,3,1,13,4,9,0,12,0,0,0,0,31,0,5,5,25,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Susquehanna Boro Police Department,1980,Pennsylvania,1995,PA05801,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,6,5,0,5,0,33,1,1,0,0,47,0,2,2,39,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Susquehanna Boro Police Department,1979,Pennsylvania,2143,PA05801,0,0,0,0,0,2,2,0,0,0,0,0,0,5,0,0,0,5,0,4,3,1,0,15,6,5,1,0,32,0,5,7,25,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Susquehanna Boro Police Department,1978,Pennsylvania,2155,PA05801,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,6,6,0,0,6,2,2,0,0,16,0,1,1,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Susquehanna Boro Police Department,1977,Pennsylvania,2166,PA05801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,0,1,9,9,0,0,19,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Susquehanna Boro Police Department,1976,Pennsylvania,2185,PA05801,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,1,1,6,0,0,0,0,12,4,4,0,0,24,0,2,2,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Susquehanna Boro Police Department,1975,Pennsylvania,2160,PA05801,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,8,6,2,0,7,2,2,0,0,19,0,2,2,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Susquehanna Boro Police Department,1974,Pennsylvania,2591,PA05801,0,0,1,0,0,0,0,0,2,0,0,1,1,14,0,0,0,2,12,5,1,2,2,26,1,1,0,0,48,0,2,4,32,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
