agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Stillwater Township Police,2014,New Jersey,3979,NJ01920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stillwater Township Police,2013,New Jersey,,NJ01920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stillwater Township Police,2012,New Jersey,,NJ01920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stillwater Township Police,2011,New Jersey,4113,NJ01920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stillwater Township Police,2010,New Jersey,,NJ01920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stillwater Township Police,2009,New Jersey,4294,NJ01920,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,15,9,4,2,27,1,1,0,0,45,0,1,1,43,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stillwater Township Police,2008,New Jersey,4299,NJ01920,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,14,6,5,3,30,2,1,0,1,60,0,0,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
Stillwater Township Police,2007,New Jersey,4366,NJ01920,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,1,1,14,8,4,1,3,10,2,1,0,1,37,0,3,3,20,23,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,0,2,0,0,0,0,6,0,0,1,4,5
Stillwater Township Police,2006,New Jersey,4400,NJ01920,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,2,1,0,1,21,3,3,0,0,30,0,1,1,26,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,5,0,0,0,4,4
Stillwater Township Police,2005,New Jersey,4394,NJ01920,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,1,2,3,2,0,1,40,1,1,0,0,48,0,1,2,44,46,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,2,2,2,0,0,6,0,0,0,0,11,0,0,1,8,9
Stillwater Township Police,2004,New Jersey,4435,NJ01920,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,5,1,1,0,0,14,1,1,0,0,22,0,1,1,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,16,1,1,0,0,18,0,0,0,18,18
Stillwater Township Police,2003,New Jersey,4383,NJ01920,0,0,0,0,0,1,1,0,0,0,0,0,0,13,0,1,0,0,12,2,1,1,0,16,2,2,0,0,34,0,1,2,20,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,3,0,8,0,0,0,0,12,0,0,0,11,11
Stillwater Township Police,2002,New Jersey,4356,NJ01920,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,5,4,1,2,1,11,1,1,0,0,22,0,1,1,16,17,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,0,0,0,0,19,0,0,3,15,18
Stillwater Township Police,2001,New Jersey,4303,NJ01920,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,1,0,4,1,1,0,0,8,0,1,1,7,8,0,0,2,1,1,0,0,0,0,0,2,0,0,0,0,2,3,0,0,3,6,3,3,0,0,16,0,0,2,12,14
Stillwater Township Police,2000,New Jersey,4267,NJ01920,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,2,1,1,9,1,1,0,0,18,0,0,0,14,14,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,3,7,1,0,0,1,13,0,0,2,11,13
Stillwater Township Police,1999,New Jersey,4500,NJ01920,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,1,5,10,0,0,0,0,1,1,1,0,0,19,0,7,7,2,9,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,8,0,0,2,6,8
Stillwater Township Police,1998,New Jersey,4563,NJ01920,0,0,2,1,0,1,1,0,0,0,0,0,0,12,0,0,0,2,10,5,2,2,1,13,2,1,1,0,34,0,2,4,20,24,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,4,3,1,0,2,12,0,0,1,11,12
Stillwater Township Police,1997,New Jersey,4409,NJ01920,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,7,10,6,3,1,8,0,0,0,0,27,0,2,2,18,20,0,0,1,1,0,0,0,0,0,0,3,0,0,1,0,2,4,3,0,1,5,1,0,1,0,14,0,1,2,10,12
Stillwater Township Police,1996,New Jersey,4374,NJ01920,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,1,3,1,3,14,9,5,0,13,1,1,0,0,38,0,5,7,28,35,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,1,4,1,0,0,1,10,0,0,2,6,8
Stillwater Township Police,1995,New Jersey,4351,NJ01920,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,1,0,4,8,13,9,4,0,27,3,3,0,0,56,0,5,5,43,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,1,2,0,0,0,0,7,0,0,0,7,7
Stillwater Township Police,1994,New Jersey,4329,NJ01920,0,0,3,1,0,0,0,0,0,0,0,0,0,18,0,1,2,5,10,14,13,1,0,18,0,0,0,0,51,0,8,9,32,41,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,4,0,0,1,2,3
Stillwater Township Police,1993,New Jersey,4316,NJ01920,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,4,16,13,3,0,16,4,1,1,2,41,0,1,1,36,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,0,1,5,1,0,1,0,10,0,0,0,9,9
Stillwater Township Police,1992,New Jersey,4284,NJ01920,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,3,0,4,4,22,17,5,0,19,3,0,2,1,56,0,8,8,44,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,3,0,0,0,3,3
