agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Newark Police Department,2023,Delaware,30379,DE00205,0,0,0,0,0,6,6,0,11,2,2,1,6,427,10,18,24,8,367,51,23,21,7,442,66,53,5,8,1003,0,60,77,559,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newark Police Department,2022,Delaware,31015,DE00205,0,0,0,0,0,11,10,1,13,3,2,1,7,487,16,13,18,15,425,48,20,23,5,571,45,37,2,6,1175,0,62,86,664,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newark Police Department,2021,Delaware,34064,DE00205,0,0,0,1,0,12,12,0,25,5,3,6,11,456,21,9,32,6,388,46,15,23,8,554,38,31,6,1,1132,0,68,106,638,744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newark Police Department,2020,Delaware,33752,DE00205,0,0,0,0,0,10,10,0,23,7,5,2,9,409,14,10,17,9,359,63,19,39,5,529,46,31,7,8,1080,0,50,83,638,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newark Police Department,2019,Delaware,33957,DE00205,0,0,0,1,0,11,11,0,21,8,5,1,7,412,10,14,20,8,360,76,20,47,9,596,36,32,1,3,1153,0,52,85,708,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newark Police Department,2018,Delaware,34207,DE00205,0,0,0,0,0,23,22,1,20,10,0,2,8,428,13,10,29,7,369,58,17,39,2,577,35,31,2,2,1141,0,59,102,670,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newark Police Department,2017,Delaware,33722,DE00205,0,0,0,1,0,11,11,0,34,10,2,2,20,450,7,9,14,20,400,71,13,53,5,568,26,20,3,3,1161,0,50,96,665,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newark Police Department,2016,Delaware,34297,DE00205,0,0,0,0,0,7,7,0,40,24,1,3,12,476,18,17,20,12,409,85,19,54,12,654,26,21,5,0,1288,0,67,114,765,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newark Police Department,2015,Delaware,33392,DE00205,0,0,0,0,0,8,7,1,36,17,3,2,14,480,4,8,18,15,435,69,22,38,9,538,25,19,3,3,1156,0,45,89,632,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newark Police Department,2014,Delaware,32813,DE00205,0,0,0,1,0,5,5,0,33,13,1,3,16,479,5,12,32,16,414,101,26,61,14,613,32,27,1,4,1264,0,65,104,746,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newark Police Department,2013,Delaware,32674,DE00205,0,0,0,0,0,8,7,1,30,11,0,2,17,486,7,9,36,27,407,103,38,51,14,710,20,10,3,7,1357,0,79,117,833,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newark Police Department,2012,Delaware,31965,DE00205,0,0,0,0,0,8,7,1,43,16,6,3,18,558,9,19,38,12,480,176,61,91,24,807,34,27,7,0,1626,0,78,129,1017,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newark Police Department,2011,Delaware,31776,DE00205,0,0,0,1,0,7,6,1,44,16,2,5,21,515,11,11,43,19,431,184,65,94,25,752,25,22,1,2,1528,0,84,136,961,1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newark Police Department,2010,Delaware,31454,DE00205,0,0,0,2,0,10,9,1,39,16,4,2,17,533,23,19,32,15,444,185,74,93,18,733,29,24,3,2,1531,0,89,140,947,1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newark Police Department,2009,Delaware,29983,DE00205,0,0,0,1,0,7,7,0,47,19,6,2,20,495,14,20,24,12,425,163,65,76,22,756,40,31,2,7,1509,0,70,125,959,1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newark Police Department,2008,Delaware,30115,DE00205,0,0,0,1,0,9,9,0,57,20,4,5,28,641,19,19,44,25,534,192,95,76,21,888,77,58,9,10,1865,0,107,174,1157,1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newark Police Department,2007,Delaware,30158,DE00205,0,0,0,0,0,10,10,0,60,29,2,2,27,701,13,18,57,22,591,201,107,58,36,816,70,54,10,6,1858,0,110,180,1087,1267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newark Police Department,2006,Delaware,30415,DE00205,0,0,0,0,0,14,13,1,78,29,6,4,39,638,18,17,42,21,540,218,84,96,38,841,118,87,17,14,1907,0,98,190,1177,1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newark Police Department,2005,Delaware,30294,DE00205,0,0,0,1,0,18,17,1,48,17,5,4,22,624,6,21,46,22,529,198,86,88,24,807,86,63,7,16,1782,0,95,162,1091,1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newark Police Department,2004,Delaware,30291,DE00205,0,0,0,1,0,14,10,4,51,19,5,2,25,630,9,18,38,20,545,252,195,27,30,975,55,45,5,5,1978,0,85,151,1282,1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newark Police Department,2003,Delaware,30171,DE00205,0,0,0,0,0,11,10,1,70,26,10,3,31,613,5,26,38,18,526,171,81,63,27,930,86,79,5,2,1881,0,87,168,1187,1355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newark Police Department,2002,Delaware,29414,DE00205,0,0,0,0,0,13,12,1,59,27,2,4,26,619,24,23,71,6,495,228,118,86,24,877,114,99,10,5,1910,0,124,196,1219,1415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newark Police Department,2001,Delaware,29005,DE00205,0,0,0,0,0,8,8,0,29,15,0,0,14,636,26,12,47,13,538,222,102,97,23,1026,93,82,10,1,2014,0,98,135,1341,1476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newark Police Department,2000,Delaware,28547,DE00205,0,0,6,0,0,0,0,0,62,37,5,4,16,622,11,19,71,9,512,155,73,63,19,1001,80,72,3,5,1920,0,110,172,1236,1408,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,11,10,0,1,21,0,0,0,16,16
Newark Police Department,1999,Delaware,28374,DE00205,0,0,9,0,0,0,0,0,63,30,3,4,26,563,11,15,58,12,467,171,93,64,14,872,74,59,6,9,1743,0,96,159,1117,1276,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,1,2,1,1,0,8,9,9,0,0,22,0,2,2,19,21
Newark Police Department,1998,Delaware,28595,DE00205,0,0,11,0,0,0,0,0,34,12,2,0,20,625,7,19,64,9,526,168,84,61,23,922,81,60,11,10,1830,0,99,133,1171,1304,0,0,0,0,0,1,0,0,0,1,9,1,0,0,0,8,2,0,2,0,18,8,7,0,1,38,0,1,2,28,30
Newark Police Department,1997,Delaware,28261,DE00205,0,0,3,0,0,14,11,3,52,24,4,1,23,514,12,8,32,11,451,147,63,66,18,1027,139,88,33,18,1893,0,63,129,1313,1442,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,1,1,0,0,5,11,10,1,0,24,0,0,0,17,17
Newark Police Department,1996,Delaware,27991,DE00205,0,0,2,1,0,12,11,1,45,12,1,0,32,466,10,12,35,7,402,177,107,47,23,1105,80,62,15,3,1886,0,64,122,1362,1484,1,0,4,4,0,0,0,0,0,0,3,0,0,0,0,3,2,1,1,0,10,11,6,5,0,31,0,0,5,23,28
Newark Police Department,1995,Delaware,,DE00205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
