agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Upton Police Department,2023,Massachusetts,8220,MA01451,0,0,0,0,0,1,1,0,0,0,0,0,0,29,3,0,4,1,21,4,3,1,0,16,3,2,1,0,53,0,8,9,23,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upton Police Department,2022,Massachusetts,8137,MA01451,0,0,0,0,0,2,2,0,0,0,0,0,0,31,2,0,6,0,23,0,0,0,0,13,2,1,0,1,48,0,8,10,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upton Police Department,2021,Massachusetts,8209,MA01451,0,0,0,0,0,2,2,0,0,0,0,0,0,23,0,0,3,0,20,5,1,3,1,23,5,5,0,0,58,0,3,5,33,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upton Police Department,2020,Massachusetts,8081,MA01451,0,0,0,0,0,1,1,0,0,0,0,0,0,26,0,3,3,0,20,2,1,1,0,12,6,5,1,0,47,0,6,7,20,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upton Police Department,2019,Massachusetts,,MA01451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upton Police Department,2018,Massachusetts,7979,MA01451,0,0,0,0,0,3,3,0,0,0,0,0,0,29,0,0,2,0,27,3,2,1,0,15,3,3,0,0,53,0,2,5,21,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upton Police Department,2017,Massachusetts,7816,MA01451,0,0,0,0,0,2,2,0,1,1,0,0,0,32,1,0,8,2,21,8,3,4,1,24,2,0,2,0,69,0,11,14,34,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upton Police Department,2016,Massachusetts,7726,MA01451,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,1,1,23,6,4,2,0,22,0,0,0,0,53,0,2,2,28,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upton Police Department,2015,Massachusetts,7739,MA01451,0,0,0,0,0,2,2,0,0,0,0,0,0,88,0,0,3,1,84,5,1,4,0,30,1,0,1,0,126,0,4,6,36,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upton Police Department,2014,Massachusetts,7719,MA01451,0,0,0,0,0,4,4,0,0,0,0,0,0,25,2,2,3,0,18,17,9,6,2,31,1,1,0,0,78,0,7,11,49,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
