agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Gbi Investigative Division Douglas,1990,Georgia,0,GAGBI03,0,0,0,0,0,7,7,0,8,4,1,1,2,11,3,2,4,2,0,26,25,1,0,22,4,1,2,1,78,0,11,26,52,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gbi Investigative Division Douglas,1989,Georgia,0,GAGBI03,0,0,0,0,0,9,9,0,10,2,0,4,4,13,7,2,1,2,1,18,18,0,0,18,4,2,1,1,72,0,12,31,40,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gbi Investigative Division Douglas,1988,Georgia,0,GAGBI03,0,0,0,0,0,7,7,0,11,7,0,2,2,16,8,0,1,2,5,47,47,0,0,8,4,4,0,0,93,0,11,29,59,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gbi Investigative Division Douglas,1987,Georgia,0,GAGBI03,0,0,0,0,0,11,11,0,18,7,2,5,4,15,8,1,1,1,4,70,70,0,0,20,1,1,0,0,135,0,11,40,91,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gbi Investigative Division Douglas,1986,Georgia,0,GAGBI03,0,0,0,0,0,12,12,0,14,10,0,2,2,15,7,1,2,0,5,68,67,1,0,16,4,2,1,1,129,0,10,36,88,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gbi Investigative Division Douglas,1985,Georgia,,GAGBI03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gbi Investigative Division Douglas,1984,Georgia,,GAGBI03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gbi Investigative Division Douglas,1983,Georgia,,GAGBI03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gbi Investigative Division Douglas,1982,Georgia,,GAGBI03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gbi Investigative Division Douglas,1981,Georgia,,GAGBI03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gbi Investigative Division Douglas,1980,Georgia,0,GAGBI03,0,0,0,5,0,5,3,2,6,5,0,1,0,9,7,0,0,1,1,28,21,7,0,7,6,4,1,1,66,0,8,24,41,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gbi Investigative Division Douglas,1979,Georgia,0,GAGBI03,0,0,0,4,0,6,6,0,6,4,0,1,1,5,2,0,1,1,1,25,22,3,0,9,8,3,4,1,63,0,4,20,42,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
