agency,year,state,population,ORI,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_strong_arm,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_assault_aggravated,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_strong_arm,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_assault_aggravated,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_strong_arm,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_assault_aggravated,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_strong_arm,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_assault_aggravated
Sp: Oakland County,2017,Michigan,0,MI63063,2,0,23,22,1,13,5,1,3,4,219,20,12,10,13,164,42,37,4,1,115,29,26,1,2,443,55,0,0,15,14,1,6,1,1,2,2,180,15,10,12,8,135,12,10,1,1,35,14,14,0,0,262,45,0,0,7,7,0,0,0,0,0,0,12,0,0,0,1,11,2,2,0,0,2,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Oakland County,2016,Michigan,0,MI63063,3,1,36,36,0,12,10,0,0,2,340,32,16,38,15,239,63,59,4,0,157,47,47,0,0,659,101,0,1,18,18,0,2,2,0,0,0,261,14,12,25,14,196,15,14,1,0,47,14,14,0,0,358,65,0,0,3,3,0,0,0,0,0,0,15,1,0,0,0,14,3,3,0,0,1,1,1,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Oakland County,2015,Michigan,0,MI63063,3,1,21,21,0,8,7,0,0,1,258,21,9,27,13,188,72,66,5,1,139,33,32,0,1,535,70,0,0,11,11,0,1,0,0,0,1,191,13,6,21,10,141,12,11,0,1,47,15,15,0,0,277,50,0,0,1,1,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,6,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Oakland County,2014,Michigan,0,MI63063,0,1,13,13,0,15,7,0,1,7,158,17,6,6,4,125,64,60,3,1,139,22,21,0,1,412,33,0,0,13,13,0,6,3,0,1,2,110,6,3,7,4,90,14,13,1,0,30,2,2,0,0,175,20,0,0,2,2,0,0,0,0,0,0,14,0,0,1,0,13,2,2,0,0,1,1,1,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Oakland County,2013,Michigan,0,MI63063,0,0,17,17,0,3,1,0,0,2,116,8,4,5,3,96,86,82,3,1,137,16,14,1,1,375,20,0,0,4,4,0,1,0,0,0,1,87,3,3,6,1,74,8,8,0,0,26,3,2,0,1,129,13,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Oakland County,2012,Michigan,0,MI63063,3,0,6,6,0,3,1,0,0,2,136,10,1,10,5,110,88,82,2,4,111,15,13,0,2,362,26,1,0,4,4,0,1,0,0,0,1,81,10,1,5,0,65,8,8,0,0,18,2,1,0,1,115,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Oakland County,2011,Michigan,0,MI63063,2,0,9,9,0,5,3,0,0,2,104,8,2,6,2,86,135,129,4,2,124,25,23,2,0,404,18,0,0,4,4,0,1,0,0,0,1,70,2,2,2,2,62,12,12,0,0,20,6,6,0,0,113,8,0,0,2,2,0,0,0,0,0,0,6,0,0,0,0,6,3,3,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Oakland County,2010,Michigan,0,MI63063,0,0,10,10,0,8,4,0,0,4,128,10,1,5,8,104,84,74,2,8,156,21,19,2,0,407,24,0,0,3,3,0,1,0,0,0,1,81,4,1,4,8,64,57,55,1,1,28,4,4,0,0,174,17,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,5,2,1,0,1,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Oakland County,2009,Michigan,0,MI63063,3,2,14,14,0,11,7,0,1,3,156,4,9,17,5,121,153,148,1,4,166,29,25,2,2,534,35,1,2,5,5,0,1,1,0,0,0,103,3,6,8,1,85,10,10,0,0,25,9,8,1,0,156,18,0,0,0,0,0,0,0,0,0,0,23,0,0,3,0,20,0,0,0,0,6,3,3,0,0,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Oakland County,2008,Michigan,0,MI63063,0,0,7,7,0,5,2,1,0,2,176,7,18,17,5,129,123,122,0,1,169,36,33,1,2,516,47,0,0,3,3,0,3,0,1,0,2,128,5,10,10,4,99,16,15,0,1,34,9,9,0,0,193,29,0,0,3,3,0,0,0,0,0,0,18,0,1,0,3,14,2,2,0,0,8,1,1,0,0,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
