agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,total_cleared_murder,total_cleared_manslaughter,total_cleared_rape_total,total_cleared_rape_by_force,total_cleared_rape_attempted,total_cleared_robbery_total,total_cleared_robbery_with_a_gun,total_cleared_robbery_with_a_knife,total_cleared_robbery_other_weapon,total_cleared_robbery_unarmed,total_cleared_assault_total,total_cleared_assault_with_a_gun,total_cleared_assault_with_a_knife,total_cleared_assault_other_weapon,total_cleared_assault_unarmed,total_cleared_assault_simple,total_cleared_burglary_total,total_cleared_burglary_force_entry,total_cleared_burglary_nonforce_entry,total_cleared_burglary_attempted,total_cleared_theft_total,total_cleared_motor_vehicle_theft_total,total_cleared_motor_vehicle_theft_car,total_cleared_motor_vehicle_theft_truck,total_cleared_motor_vehicle_theft_other,total_cleared_all_crimes,total_cleared_theft_under50_dollar,total_cleared_assault_aggravated,total_cleared_index_violent,total_cleared_index_property,total_cleared_index_total,cleared_18_murder,cleared_18_manslaughter,cleared_18_rape_total,cleared_18_rape_by_force,cleared_18_rape_attempted,cleared_18_robbery_total,cleared_18_robbery_with_a_gun,cleared_18_robbery_with_a_knife,cleared_18_robbery_other_weapon,cleared_18_robbery_unarmed,cleared_18_assault_total,cleared_18_assault_with_a_gun,cleared_18_assault_with_a_knife,cleared_18_assault_other_weapon,cleared_18_assault_unarmed,cleared_18_assault_simple,cleared_18_burglary_total,cleared_18_burglary_force_entry,cleared_18_burglary_nonforce_entry,cleared_18_burglary_attempted,cleared_18_theft_total,cleared_18_motor_vehicle_theft_total,cleared_18_motor_vehicle_theft_car,cleared_18_motor_vehicle_theft_truck,cleared_18_motor_vehicle_theft_other,cleared_18_all_crimes,cleared_18_theft_under50_dollar,cleared_18_assault_aggravated,cleared_18_index_violent,cleared_18_index_property,cleared_18_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Smithville Police Department,2023,Texas,4223,TX01103,0,0,0,0,0,4,4,0,2,1,0,1,0,56,3,1,1,2,49,7,3,4,0,40,6,5,0,1,115,0,7,13,53,66,0,0,0,0,0,0,0,0,0,0,23,0,1,0,1,21,0,0,0,0,2,3,3,0,0,28,0,2,2,5,7,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,13,0,0,0,0,0,0,0,0,0,14,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smithville Police Department,2022,Texas,4150,TX01103,0,0,0,0,0,2,2,0,0,0,0,0,0,48,2,2,0,2,42,2,1,1,0,42,2,2,0,0,96,0,6,8,46,54,0,0,0,0,0,0,0,0,0,0,27,0,2,0,1,24,0,0,0,0,12,0,0,0,0,39,0,3,3,12,15,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smithville Police Department,2021,Texas,4759,TX01103,0,0,0,0,0,0,0,0,1,1,0,0,0,63,2,2,3,0,56,6,5,1,0,31,8,7,0,1,109,0,7,8,45,53,0,0,1,1,0,0,0,0,0,0,47,0,1,3,0,43,1,0,1,0,7,4,4,0,0,60,0,4,5,12,17,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smithville Police Department,2020,Texas,4600,TX01103,0,0,0,0,0,2,2,0,1,1,0,0,0,56,4,2,2,0,48,4,1,3,0,31,3,1,0,2,97,0,8,11,38,49,0,0,0,0,0,0,0,0,0,0,50,4,1,1,0,44,0,0,0,0,6,0,0,0,0,56,0,6,6,6,12,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,2,0,0,0,0,0,0,0,0,0,4,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smithville Police Department,2019,Texas,4565,TX01103,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,1,1,60,11,6,5,0,48,3,1,1,1,124,0,2,2,62,64,0,0,0,0,0,0,0,0,0,0,48,0,0,1,0,47,2,0,2,0,6,2,1,1,0,58,0,1,1,10,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,1,0,3,1,1,0,0,7,0,0,0,5,5
Smithville Police Department,2018,Texas,4322,TX01103,0,0,1,1,0,3,2,1,1,1,0,0,0,56,3,4,2,1,46,18,10,8,0,63,6,6,0,0,148,0,10,15,87,102,1,0,0,0,0,1,1,0,0,0,38,3,3,1,0,31,2,1,1,0,17,1,1,0,0,60,0,7,9,20,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7,0,0,0,3,3
Smithville Police Department,2017,Texas,4288,TX01103,0,0,2,0,0,0,0,0,2,0,0,0,2,68,3,2,2,0,61,16,8,8,0,55,2,1,0,1,143,0,7,9,73,82,0,0,0,0,0,0,0,0,0,0,42,1,0,2,0,39,2,1,1,0,13,0,0,0,0,57,0,3,3,15,18,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,6,1,1,0,0,12,0,0,0,7,7
Smithville Police Department,2016,Texas,4159,TX01103,0,0,1,0,0,4,4,0,4,1,1,1,1,87,3,3,3,2,76,22,3,19,0,104,11,9,1,1,232,0,11,19,137,156,0,0,1,1,0,0,0,0,0,0,49,1,3,1,2,42,4,0,4,0,20,1,1,0,0,75,0,7,8,25,33,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,9,2,0,2,0,4,0,0,0,0,16,0,1,1,6,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,2,0,2,0,3,1,1,0,0,10,0,0,0,6,6
Smithville Police Department,2015,Texas,4050,TX01103,0,0,3,0,0,3,3,0,1,0,0,0,1,85,0,2,1,1,81,17,2,15,0,79,1,1,0,0,186,0,4,8,97,105,0,0,2,2,0,1,0,0,0,1,38,0,1,1,0,36,3,1,2,0,9,0,0,0,0,53,0,2,5,12,17,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,1,0,0,0,0,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,2,0,0,0,0,4,0,1,1,2,3
Smithville Police Department,2014,Texas,3953,TX01103,0,0,0,1,0,2,2,0,1,1,0,0,0,72,4,3,1,0,64,18,1,17,0,73,9,5,2,2,176,0,8,12,100,112,1,0,0,0,0,1,1,0,0,0,27,3,3,0,0,21,0,0,0,0,6,2,1,0,1,37,0,6,8,8,16,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,2,0,0,0,0,2,0,0,0,0,7,0,3,3,2,5,0,0,1,1,0,1,1,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,9,0,0,2,4,6
Smithville Police Department,2013,Texas,3865,TX01103,0,0,0,1,0,2,2,0,1,1,0,0,0,58,3,0,0,0,55,13,6,7,0,61,2,2,0,0,138,0,3,7,76,83,0,0,0,0,0,1,1,0,0,0,41,1,0,0,0,40,3,0,3,0,12,0,0,0,0,57,0,1,2,15,17,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,1,0,1,0,1,0,0,0,0,7,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,4,0,0,0,2,2
Smithville Police Department,2012,Texas,3924,TX01103,0,0,0,0,0,1,1,0,1,0,0,1,0,54,1,0,0,1,52,9,2,5,2,36,5,2,3,0,106,0,2,4,50,54,0,0,0,0,0,1,0,0,1,0,44,0,0,0,1,43,3,1,2,0,13,2,1,1,0,63,0,1,2,18,20,0,0,0,0,0,1,0,0,1,0,17,0,0,0,0,17,1,0,1,0,3,0,0,0,0,22,0,0,1,4,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,1,0,1,0,0,0,0,0,0,9,0,0,0,1,1
Smithville Police Department,2011,Texas,3897,TX01103,0,0,0,0,0,2,2,0,0,0,0,0,0,43,0,1,2,3,37,11,3,8,0,43,1,0,1,0,100,0,6,8,55,63,0,0,2,2,0,0,0,0,0,0,27,0,1,1,2,23,3,1,2,0,10,0,0,0,0,42,0,4,6,13,19,0,0,1,1,0,0,0,0,0,0,7,0,0,0,1,6,2,0,2,0,0,0,0,0,0,10,0,1,2,2,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,0,0,1,2,3
Smithville Police Department,2010,Texas,3817,TX01103,0,0,1,0,0,0,0,0,1,1,0,0,0,53,0,0,2,5,46,23,11,7,5,99,7,4,3,0,183,0,7,8,129,137,0,0,0,0,0,0,0,0,0,0,40,0,0,1,2,37,0,0,0,0,19,1,1,0,0,60,0,3,3,20,23,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,3,0,0,0,0,16,0,0,0,3,3,0,0,1,1,0,0,0,0,0,0,4,0,1,1,0,2,1,0,0,1,1,0,0,0,0,7,0,2,3,2,5
Smithville Police Department,2009,Texas,4534,TX01103,0,0,1,0,0,2,2,0,1,1,0,0,0,43,0,0,3,5,35,12,4,8,0,69,4,4,0,0,131,0,8,11,85,96,0,0,0,0,0,0,0,0,0,0,30,0,0,1,1,28,0,0,0,0,7,1,1,0,0,38,0,2,2,8,10,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,2,0,0,0,0,9,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Smithville Police Department,2008,Texas,4501,TX01103,0,0,0,0,0,2,2,0,0,0,0,0,0,62,2,0,7,10,43,21,15,6,0,62,0,0,0,0,147,0,19,21,83,104,0,0,0,0,0,1,0,0,1,0,41,2,0,7,7,25,6,4,2,0,16,0,0,0,0,64,0,16,17,22,39,0,0,0,0,0,0,0,0,0,0,12,0,0,1,1,10,0,0,0,0,0,0,0,0,0,12,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1
