agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Pleasanton Police Department,2023,Texas,11169,TX00702,0,0,0,1,0,5,4,1,0,0,0,0,0,173,4,2,1,2,164,26,13,13,0,200,21,19,2,0,426,0,9,15,247,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pleasanton Police Department,2022,Texas,10951,TX00702,0,0,0,0,0,6,6,0,2,2,0,0,0,218,4,1,5,3,205,27,14,13,0,206,24,22,1,1,483,0,13,21,257,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pleasanton Police Department,2021,Texas,11160,TX00702,0,0,0,0,0,3,3,0,2,1,0,1,0,205,9,3,9,2,182,33,8,25,0,177,34,30,3,1,454,0,23,28,244,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pleasanton Police Department,2020,Texas,11006,TX00702,0,0,0,1,0,3,3,0,5,4,0,1,0,196,12,5,1,1,177,34,10,24,0,183,15,15,0,0,437,0,19,28,232,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pleasanton Police Department,2019,Texas,10911,TX00702,0,0,9,0,0,8,8,0,8,1,1,2,4,154,7,4,7,2,134,30,13,17,0,239,20,20,0,0,459,0,20,36,289,325,0,0,1,1,0,0,0,0,0,0,11,0,0,0,0,11,2,1,1,0,10,0,0,0,0,24,0,0,1,12,13
Pleasanton Police Department,2018,Texas,10627,TX00702,0,0,6,0,0,9,8,1,1,0,0,0,1,196,5,6,4,5,176,70,41,29,0,315,21,20,0,1,612,0,20,30,406,436,0,0,2,2,0,0,0,0,0,0,13,1,1,0,0,11,2,1,1,0,12,5,5,0,0,34,0,2,4,19,23
Pleasanton Police Department,2017,Texas,10563,TX00702,0,0,1,0,0,13,12,1,5,1,1,2,1,188,3,5,5,8,167,71,14,57,0,311,29,22,5,2,617,0,21,39,411,450,0,0,2,2,0,0,0,0,0,0,3,0,0,1,0,2,1,0,1,0,9,3,3,0,0,18,0,1,3,13,16
Pleasanton Police Department,2016,Texas,10013,TX00702,0,0,3,2,0,5,5,0,8,3,1,1,3,172,3,6,2,8,153,97,65,31,1,378,24,21,2,1,686,0,19,34,499,533,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,7,1,1,0,0,10,0,0,0,9,9
Pleasanton Police Department,2015,Texas,9819,TX00702,0,0,1,1,0,5,5,0,3,1,2,0,0,174,3,4,7,3,157,100,50,50,0,501,33,26,6,1,817,0,17,26,634,660,0,0,0,0,0,1,1,0,0,0,4,0,0,0,1,3,2,1,1,0,9,4,4,0,0,20,0,1,2,15,17
Pleasanton Police Department,2014,Texas,9658,TX00702,0,0,1,2,0,2,2,0,3,3,0,0,0,216,14,1,6,7,188,87,9,77,1,440,35,29,4,2,785,0,28,35,562,597,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,1,0,1,0,8,0,0,0,0,19,0,0,0,9,9
