agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,actual_arson_single_occupancy,actual_arson_other_residential,actual_arson_storage,actual_arson_industrial,actual_arson_other_commercial,actual_arson_community_public,actual_arson_all_oth_structures,actual_arson_total_structures,actual_arson_motor_vehicles,actual_arson_other_mobile,actual_arson_total_mobile,actual_arson_all_other,actual_arson_grand_total,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_unarmed,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_assault_aggravated,tot_clr_index_violent,tot_clr_index_property,tot_clr_index_total,tot_clr_arson_single_occupancy,tot_clr_arson_other_residential,tot_clr_arson_storage,tot_clr_arson_industrial,tot_clr_arson_other_commercial,tot_clr_arson_community_public,tot_clr_arson_all_oth_structures,tot_clr_arson_total_structures,tot_clr_arson_motor_vehicles,tot_clr_arson_other_mobile,tot_clr_arson_total_mobile,tot_clr_arson_all_other,tot_clr_arson_grand_total,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_unarmed,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_assault_aggravated,clr_18_index_violent,clr_18_index_property,clr_18_index_total,clr_18_arson_single_occupancy,clr_18_arson_other_residential,clr_18_arson_storage,clr_18_arson_industrial,clr_18_arson_other_commercial,clr_18_arson_community_public,clr_18_arson_all_oth_structures,clr_18_arson_total_structures,clr_18_arson_motor_vehicles,clr_18_arson_other_mobile,clr_18_arson_total_mobile,clr_18_arson_all_other,clr_18_arson_grand_total,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_unarmed,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_assault_aggravated,unfound_index_violent,unfound_index_property,unfound_index_total,unfound_arson_single_occupancy,unfound_arson_other_residential,unfound_arson_storage,unfound_arson_industrial,unfound_arson_other_commercial,unfound_arson_community_public,unfound_arson_all_oth_structures,unfound_arson_total_structures,unfound_arson_motor_vehicles,unfound_arson_other_mobile,unfound_arson_total_mobile,unfound_arson_all_other,unfound_arson_grand_total
East Stroudsburg Pd,1999,Pennsylvania,10050,PA04502,0,0,1,0,0,3,2,1,6,3,0,0,3,49,1,3,5,24,16,23,14,7,2,220,12,10,1,1,316,33,42,258,300,0,0,0,0,0,0,0,0,2,0,2,1,3,0,0,1,1,0,3,2,0,0,1,34,0,2,4,18,10,4,2,2,0,88,1,0,0,1,131,24,28,93,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,3,3,2,2,0,2,0,34,1,0,0,1,46,7,7,37,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,2,2,0,0,11,0,2,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0
East Stroudsburg Pd,1998,Pennsylvania,,PA04502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Stroudsburg Pd,1997,Pennsylvania,,PA04502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Stroudsburg Pd,1996,Pennsylvania,9803,PA04502,0,0,0,0,0,0,0,0,9,2,0,2,5,60,0,2,8,29,21,43,31,10,2,270,34,32,1,1,417,39,48,348,396,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,1,0,0,3,44,0,2,4,21,17,4,3,1,0,39,0,0,0,0,91,27,31,43,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,17,0,2,0,10,5,3,2,1,0,11,0,0,0,0,34,12,15,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Stroudsburg Pd,1995,Pennsylvania,,PA04502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Stroudsburg Pd,1994,Pennsylvania,9313,PA04502,0,0,0,0,0,5,5,0,3,1,1,0,1,61,3,4,2,2,50,31,19,10,2,149,7,5,1,1,259,11,19,190,209,0,0,0,2,0,1,0,3,0,0,0,0,3,0,0,3,3,0,2,0,1,0,1,54,2,2,2,0,48,5,5,0,0,29,1,1,0,0,10087,6,11,37,48,0,0,0,1,0,1,0,2,0,0,0,0,2,0,0,0,0,0,2,0,1,0,1,5,0,0,1,0,4,0,0,0,0,3,0,0,0,0,11,1,3,4,7,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
East Stroudsburg Pd,1993,Pennsylvania,9310,PA04502,0,0,1,0,0,2,2,0,5,0,2,1,2,55,1,6,1,2,45,58,31,22,5,213,18,15,2,1,353,10,17,291,308,1,0,0,0,0,1,0,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,49,1,5,1,2,40,5,1,2,2,15,2,2,0,0,75,9,11,24,35,1,0,0,0,0,1,0,2,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,2,1,0,1,0,1,0,0,0,0,6,0,1,3,4,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
East Stroudsburg Pd,1992,Pennsylvania,8874,PA04502,0,0,0,1,0,2,2,0,2,0,0,0,2,58,0,5,1,5,47,67,35,20,12,307,26,15,6,5,465,11,16,402,418,0,0,0,0,1,0,0,1,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,33,0,2,0,3,28,4,4,0,0,53,0,0,0,0,91,5,6,57,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,1,1,0,0,11,0,0,0,0,15,2,2,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,4,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
East Stroudsburg Pd,1991,Pennsylvania,8839,PA04502,0,0,0,0,0,2,2,0,8,1,0,0,7,79,0,2,2,6,69,82,50,20,12,416,37,28,6,3,628,10,20,539,559,2,1,0,0,0,0,0,3,0,0,0,1,4,0,0,1,1,0,1,0,0,0,1,48,0,2,2,7,37,6,2,2,2,92,0,0,0,0,150,11,13,100,113,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12,0,1,0,4,7,2,0,1,1,15,0,0,0,0,30,5,5,18,23,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
East Stroudsburg Pd,1990,Pennsylvania,8781,PA04502,0,0,0,0,0,3,3,0,4,0,0,0,4,52,0,2,3,3,44,66,38,18,10,323,25,15,5,5,474,8,15,415,430,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0,2,0,0,0,2,23,0,2,1,1,19,6,6,0,0,76,1,0,1,0,111,4,8,84,92,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,3,3,0,0,10,1,0,1,0,18,1,3,15,18,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
