agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Weston Police Schofield,1992,Wisconsin,11421,WI03709,0,0,0,0,0,2,1,1,1,0,0,0,1,45,0,2,1,5,37,37,19,12,6,284,13,11,0,2,382,0,8,11,334,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,3,0,0,0,3,3
Weston Police Schofield,1991,Wisconsin,11303,WI03709,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,1,1,3,55,70,46,14,10,285,20,9,4,7,435,0,5,5,375,380,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,4,1,1,0,0,8,0,1,2,6,8
Weston Police Schofield,1990,Wisconsin,11159,WI03709,0,0,0,0,0,1,1,0,1,0,0,0,1,60,0,2,2,9,47,77,38,25,14,362,25,15,4,6,526,0,13,15,464,479,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,1,1,0,0,8,0,0,0,5,5
Weston Police Schofield,1989,Wisconsin,11159,WI03709,0,0,0,0,0,2,2,0,1,0,0,0,1,56,0,1,1,16,38,42,22,8,12,353,14,10,3,1,468,0,18,21,409,430,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7,0,0,0,0,8,0,1,1,7,8
Weston Police Schofield,1988,Wisconsin,11079,WI03709,0,0,0,0,0,1,0,1,1,1,0,0,0,34,0,0,2,6,26,47,28,10,9,277,28,18,5,5,388,0,8,10,352,362,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2,0,0,0,0,4,0,0,0,3,3
Weston Police Schofield,1987,Wisconsin,11111,WI03709,0,0,0,0,0,1,0,1,0,0,0,0,0,46,0,1,2,5,38,88,54,16,18,305,15,9,2,4,455,0,8,9,408,417,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,4,2,1,1,0,10,0,0,2,8,10
Weston Police Schofield,1986,Wisconsin,11558,WI03709,0,0,0,0,0,1,1,0,1,0,0,0,1,33,0,0,0,15,18,66,31,23,12,351,24,13,3,8,476,0,15,17,441,458,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,3,0,0,0,0,6,0,1,2,4,6
Weston Police Schofield,1985,Wisconsin,11552,WI03709,0,0,2,0,0,3,2,1,0,0,0,0,0,93,12,4,1,69,7,87,53,28,6,219,25,10,3,12,427,0,86,89,331,420,0,0,3,1,2,0,0,0,0,0,10,0,0,2,3,5,2,1,1,0,3,0,0,0,0,18,0,5,8,5,13
Weston Police Schofield,1984,Wisconsin,,WI03709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weston Police Schofield,1983,Wisconsin,,WI03709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
