agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Conway Police Department,2023,Arkansas,69315,AR02301,0,0,0,5,2,38,38,0,27,18,1,2,6,1714,84,44,43,139,1404,133,71,52,10,1452,129,112,8,9,3500,0,310,380,1714,2094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conway Police Department,2022,Arkansas,66487,AR02301,0,0,0,7,0,49,49,0,15,8,1,0,6,1562,92,41,64,123,1242,138,54,71,13,1643,125,97,16,12,3539,0,320,391,1906,2297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conway Police Department,2021,Arkansas,69018,AR02301,0,0,0,0,0,48,45,3,34,22,2,3,7,1497,92,26,50,92,1237,177,85,88,4,1605,166,130,16,20,3527,0,260,342,1948,2290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conway Police Department,2020,Arkansas,68599,AR02301,0,0,0,4,0,53,50,3,28,16,2,1,9,1426,95,36,64,87,1144,158,76,76,6,1637,134,118,10,6,3440,0,282,367,1929,2296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conway Police Department,2019,Arkansas,67336,AR02301,0,0,0,2,1,49,48,1,51,38,0,2,11,1461,81,38,32,71,1239,177,94,81,2,1567,98,81,6,11,3406,0,222,324,1842,2166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conway Police Department,2018,Arkansas,66720,AR02301,0,0,0,5,0,51,51,0,56,28,5,4,19,1530,82,49,47,72,1280,247,110,128,9,1890,102,87,5,10,3881,0,250,362,2239,2601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conway Police Department,2017,Arkansas,66299,AR02301,0,0,0,1,1,46,45,1,63,38,1,4,20,1518,84,27,44,57,1306,331,172,140,19,1856,150,117,13,20,3966,0,212,322,2337,2659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conway Police Department,2016,Arkansas,66104,AR02301,0,0,0,5,0,46,45,1,84,54,7,4,19,1615,68,33,55,47,1412,343,145,192,6,2436,198,152,24,22,4727,0,203,338,2977,3315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conway Police Department,2015,Arkansas,65764,AR02301,0,0,0,3,0,36,36,0,83,39,13,4,27,1525,76,24,38,51,1336,398,184,187,27,2507,162,106,29,27,4714,0,189,311,3067,3378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conway Police Department,2014,Arkansas,64895,AR02301,0,0,0,1,2,27,27,0,61,33,5,5,18,1558,42,35,42,46,1393,502,176,293,33,2349,160,110,32,18,4660,0,165,254,3011,3265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
