agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
State Police: Chester County,2023,Pennsylvania,122742,PA015SP,0,0,0,1,2,14,14,0,11,3,0,5,3,587,14,6,30,26,511,90,39,48,3,547,38,34,4,0,1290,0,76,102,675,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Chester County,2022,Pennsylvania,123191,PA015SP,0,0,0,0,0,60,60,0,16,2,0,4,10,581,8,12,29,20,512,127,76,49,2,628,36,29,7,0,1448,0,69,145,791,936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Chester County,2021,Pennsylvania,126629,PA015SP,0,0,0,3,1,34,34,0,9,3,1,1,4,619,14,9,31,26,539,107,47,59,1,522,44,42,1,1,1339,0,80,126,673,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Chester County,2020,Pennsylvania,,PA015SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State Police: Chester County,2019,Pennsylvania,118019,PA015SP,0,0,0,1,0,38,38,0,11,3,2,0,6,485,6,7,18,16,438,120,60,52,8,584,26,18,0,8,1265,0,47,97,730,827,0,0,3,3,0,0,0,0,0,0,25,2,0,1,1,21,4,2,2,0,22,3,3,0,0,57,0,4,7,29,36
State Police: Chester County,2018,Pennsylvania,117567,PA015SP,0,0,0,1,1,65,64,1,13,4,0,3,6,592,17,10,14,25,526,139,62,60,17,614,38,26,2,10,1463,0,66,145,791,936,0,0,6,6,0,0,0,0,0,0,27,1,0,0,0,26,4,2,2,0,25,5,4,0,1,67,0,1,7,34,41
State Police: Chester County,2017,Pennsylvania,117768,PA015SP,0,0,2,0,1,22,22,0,25,13,1,0,11,540,12,4,27,24,473,251,115,117,19,678,35,23,0,12,1552,0,67,114,964,1078,0,0,4,4,0,2,2,0,0,0,27,0,0,1,0,26,1,1,0,0,18,4,4,0,0,56,0,1,7,23,30
State Police: Chester County,2016,Pennsylvania,114492,PA015SP,0,0,6,1,0,27,26,1,27,14,2,2,9,576,14,10,28,23,501,307,164,133,10,1079,41,30,0,11,2058,0,75,130,1427,1557,0,0,2,2,0,1,1,0,0,0,37,0,0,0,3,34,2,0,2,0,9,3,3,0,0,54,0,3,6,14,20
State Police: Chester County,2015,Pennsylvania,115230,PA015SP,0,0,8,0,0,27,27,0,16,7,1,1,7,480,12,6,17,14,431,309,172,125,12,748,24,19,1,4,1604,0,49,92,1081,1173,0,0,5,5,0,0,0,0,0,0,15,0,0,0,1,14,2,2,0,0,8,0,0,0,0,30,0,1,6,10,16
State Police: Chester County,2014,Pennsylvania,114199,PA015SP,0,0,6,0,0,38,38,0,14,6,1,1,6,479,4,5,23,20,427,369,195,165,9,803,37,27,0,10,1740,0,52,104,1209,1313,0,0,4,4,0,0,0,0,0,0,5,0,0,0,0,5,2,0,2,0,9,1,1,0,0,21,0,0,4,12,16
State Police: Chester County,2013,Pennsylvania,113502,PA015SP,0,0,4,0,1,27,27,0,19,8,0,1,10,546,16,18,21,17,474,491,282,186,23,946,43,20,5,18,2073,0,72,118,1480,1598,0,0,4,4,0,0,0,0,0,0,13,1,0,0,1,11,1,0,1,0,9,0,0,0,0,27,0,2,6,10,16
State Police: Chester County,2012,Pennsylvania,112172,PA015SP,0,0,13,0,0,55,52,3,33,19,1,2,11,517,23,8,35,18,433,426,197,188,41,880,50,34,4,12,1961,0,84,172,1356,1528,0,0,2,2,0,1,0,0,0,1,13,1,0,0,0,12,3,0,3,0,12,3,2,1,0,34,0,1,4,18,22
State Police: Chester County,2011,Pennsylvania,103717,PA015SP,0,0,20,2,0,25,24,1,23,11,1,2,9,498,16,6,29,20,427,449,249,161,39,738,48,28,5,15,1783,0,71,121,1235,1356,0,0,2,2,0,0,0,0,0,0,5,0,0,0,0,5,3,1,2,0,5,4,3,0,1,19,0,0,2,12,14
State Police: Chester County,2010,Pennsylvania,103386,PA015SP,0,0,20,1,0,17,16,1,30,15,3,1,11,593,22,7,23,30,511,454,234,190,30,754,55,40,3,12,1904,0,82,130,1263,1393,0,0,2,1,1,2,1,0,0,1,4,0,0,0,0,4,3,0,2,1,12,4,4,0,0,27,0,0,4,19,23
State Police: Chester County,2009,Pennsylvania,106288,PA015SP,0,0,5,2,1,9,9,0,33,16,7,3,7,601,21,7,31,34,508,390,205,150,35,797,68,41,4,23,1901,0,93,137,1255,1392,0,0,3,2,1,1,0,0,0,1,19,1,0,1,0,17,7,5,2,0,13,2,2,0,0,45,0,2,6,22,28
State Police: Chester County,2008,Pennsylvania,116721,PA015SP,0,0,7,1,0,20,17,3,26,10,6,0,10,567,17,6,43,14,487,525,265,207,53,767,82,56,4,22,1988,0,80,127,1374,1501,0,0,4,3,1,0,0,0,0,0,6,0,0,0,0,6,9,1,6,2,5,3,1,0,2,27,0,0,4,17,21
State Police: Chester County,2007,Pennsylvania,115251,PA015SP,0,0,9,2,0,15,11,4,30,9,4,2,15,761,14,19,47,30,651,436,209,204,23,925,95,72,4,19,2264,0,110,157,1456,1613,0,0,0,0,0,1,0,1,0,0,12,0,0,1,3,8,2,0,1,1,6,4,4,0,0,25,0,4,5,12,17
State Police: Chester County,2006,Pennsylvania,129134,PA015SP,0,0,2,1,1,22,15,7,27,6,7,4,10,671,5,9,27,60,570,440,232,178,30,710,104,69,4,31,1976,0,101,151,1254,1405,0,0,3,3,0,3,1,1,0,1,15,0,0,1,3,11,5,3,2,0,10,4,3,1,0,40,0,4,10,19,29
State Police: Chester County,2005,Pennsylvania,138527,PA015SP,0,0,3,1,0,14,7,7,25,8,3,1,13,576,7,13,33,26,497,366,174,162,30,608,107,61,8,38,1697,0,79,119,1081,1200,0,0,6,6,0,1,0,0,0,1,17,1,0,0,2,14,3,1,2,0,14,3,2,0,1,44,0,3,10,20,30
