agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Garner Police Department,2023,North Carolina,34890,NC09205,0,0,0,1,0,17,15,2,50,11,10,6,23,537,47,20,23,29,418,128,70,40,18,1324,147,128,14,5,2204,0,119,187,1599,1786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garner Police Department,2022,North Carolina,32577,NC09205,0,0,0,0,0,12,12,0,29,6,4,3,16,524,44,13,30,22,415,91,39,30,22,987,60,41,15,4,1703,0,109,150,1138,1288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garner Police Department,2021,North Carolina,32889,NC09205,0,0,0,4,0,10,10,0,22,10,1,4,7,418,54,18,16,29,301,95,52,23,20,839,86,71,13,2,1474,0,117,153,1020,1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garner Police Department,2020,North Carolina,32093,NC09205,0,0,0,2,0,10,10,0,18,8,4,0,6,284,15,9,15,16,229,81,41,25,15,838,64,44,16,4,1297,0,55,85,983,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garner Police Department,2019,North Carolina,31137,NC09205,0,0,0,2,0,7,7,0,27,8,3,3,13,320,14,11,10,8,277,110,75,23,12,912,54,40,11,3,1432,0,43,79,1076,1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garner Police Department,2018,North Carolina,29309,NC09205,0,0,1,2,0,4,3,1,26,10,2,2,12,230,8,11,13,9,189,119,78,26,15,758,43,32,6,5,1182,0,41,73,920,993,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0,6,2,1,1,0,15,6,5,1,0,30,0,0,1,23,24
Garner Police Department,2017,North Carolina,29287,NC09205,0,0,2,1,0,2,2,0,32,11,4,4,13,253,23,9,20,11,190,217,138,48,31,822,43,28,10,5,1370,0,63,98,1082,1180,0,0,1,1,0,0,0,0,0,0,8,0,1,1,0,6,3,2,0,1,16,5,5,0,0,33,0,2,3,24,27
Garner Police Department,2016,North Carolina,28508,NC09205,0,0,2,0,0,6,6,0,28,17,1,2,8,230,15,12,17,8,178,172,101,56,15,782,39,23,13,3,1257,0,52,86,993,1079,1,0,1,1,0,1,0,0,0,1,4,0,0,0,0,4,1,0,1,0,3,3,3,0,0,14,0,0,3,7,10
Garner Police Department,2015,North Carolina,28320,NC09205,0,0,3,1,0,10,8,2,17,9,2,1,5,197,1,6,3,6,181,190,120,59,11,901,43,27,10,6,1359,0,16,44,1134,1178,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,4,2,1,1,0,5,2,2,0,0,14,0,0,1,9,10
Garner Police Department,2014,North Carolina,26999,NC09205,0,0,5,0,0,1,1,0,27,18,3,3,3,251,2,11,3,7,228,178,115,48,15,990,45,30,6,9,1492,0,23,51,1213,1264,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,3,1,1,1,9,3,1,1,1,18,0,1,1,15,16
