agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
New Ellenton Police Department,2023,South Carolina,2322,SC00206,0,0,0,0,0,0,0,0,1,0,0,0,1,48,2,0,1,2,43,6,4,2,0,30,5,4,1,0,90,0,5,6,41,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Ellenton Police Department,2022,South Carolina,2274,SC00206,0,0,0,2,0,0,0,0,2,0,1,1,0,51,0,1,1,0,49,19,13,6,0,36,6,6,0,0,116,0,2,6,61,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Ellenton Police Department,2021,South Carolina,2201,SC00206,0,0,0,0,0,0,0,0,1,1,0,0,0,31,1,1,1,0,28,6,3,2,1,22,0,0,0,0,60,0,3,4,28,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Ellenton Police Department,2020,South Carolina,2164,SC00206,0,0,0,0,0,0,0,0,2,0,0,0,2,33,1,0,1,0,31,4,2,2,0,28,5,3,1,1,72,0,2,4,37,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Ellenton Police Department,2019,South Carolina,2145,SC00206,0,0,0,1,0,2,2,0,1,1,0,0,0,44,15,0,1,0,28,3,2,1,0,18,2,1,0,1,71,0,16,20,23,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Ellenton Police Department,2018,South Carolina,2164,SC00206,0,0,0,0,0,1,0,1,3,3,0,0,0,38,3,0,0,2,33,3,3,0,0,24,2,2,0,0,71,0,5,9,29,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Ellenton Police Department,2017,South Carolina,2160,SC00206,0,0,0,0,0,1,1,0,3,2,0,0,1,29,0,0,1,7,21,10,7,3,0,15,1,1,0,0,59,0,8,12,26,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Ellenton Police Department,2016,South Carolina,2134,SC00206,0,0,0,0,0,2,2,0,8,2,0,0,6,39,9,0,3,1,26,10,6,4,0,21,7,7,0,0,87,0,13,23,38,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Ellenton Police Department,2015,South Carolina,2123,SC00206,0,0,0,1,0,2,2,0,3,0,0,0,3,28,2,1,2,1,22,17,9,7,1,49,2,0,1,1,102,0,6,12,68,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Ellenton Police Department,2014,South Carolina,2110,SC00206,0,0,0,0,0,1,0,1,3,3,0,0,0,42,5,0,0,3,34,51,39,8,4,40,3,1,2,0,140,0,8,12,94,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
