agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Firestone Police Department,2023,Colorado,19199,CO06218,0,0,0,0,0,9,9,0,0,0,0,0,0,71,5,3,5,2,56,11,6,3,2,163,43,24,15,4,297,0,15,24,217,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firestone Police Department,2022,Colorado,17971,CO06218,0,0,0,3,0,5,4,1,0,0,0,0,0,43,1,5,2,0,35,13,6,7,0,146,46,46,0,0,256,0,8,16,205,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firestone Police Department,2021,Colorado,15932,CO06218,0,0,0,0,0,1,1,0,0,0,0,0,0,55,2,3,0,3,47,10,4,6,0,133,54,53,1,0,253,0,8,9,197,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firestone Police Department,2020,Colorado,17013,CO06218,0,0,0,0,0,1,1,0,1,0,0,0,1,62,5,0,3,1,53,29,14,7,8,140,52,52,0,0,285,0,9,11,221,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firestone Police Department,2019,Colorado,15558,CO06218,0,0,0,1,0,2,2,0,0,0,0,0,0,28,0,0,1,2,25,16,9,7,0,94,17,15,0,2,158,0,3,6,127,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firestone Police Department,2018,Colorado,14419,CO06218,0,0,0,0,0,9,9,0,0,0,0,0,0,48,4,1,1,3,39,9,3,6,0,98,18,16,1,1,182,0,9,18,125,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firestone Police Department,2017,Colorado,13416,CO06218,0,0,0,0,0,0,0,0,1,0,0,0,1,20,1,0,3,4,12,11,3,7,1,83,16,14,0,2,131,0,8,9,110,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firestone Police Department,2016,Colorado,12375,CO06218,0,0,0,0,0,0,0,0,2,2,0,0,0,22,0,1,1,2,18,24,10,12,2,89,13,12,0,1,150,0,4,6,126,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firestone Police Department,2015,Colorado,11880,CO06218,0,0,0,0,0,1,1,0,0,0,0,0,0,27,0,0,2,1,24,6,2,4,0,62,14,11,0,3,110,0,3,4,82,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firestone Police Department,2014,Colorado,11418,CO06218,0,0,0,0,0,2,2,0,0,0,0,0,0,23,0,0,1,3,19,8,2,6,0,88,13,13,0,0,134,0,4,6,109,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
