agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Edgewater Park Township Police,2023,New Jersey,8987,NJ00312,0,0,0,0,0,1,1,0,4,0,0,1,3,88,0,3,4,6,75,16,6,10,0,94,8,7,1,0,211,0,13,18,118,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edgewater Park Township Police,2022,New Jersey,8904,NJ00312,0,0,0,0,0,1,1,0,2,1,0,0,1,31,2,1,1,5,22,13,1,9,3,59,3,3,0,0,109,0,9,12,75,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edgewater Park Township Police,2021,New Jersey,,NJ00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edgewater Park Township Police,2020,New Jersey,8618,NJ00312,0,0,0,1,0,0,0,0,2,0,1,0,1,39,0,2,3,7,27,17,10,7,0,62,10,8,2,0,131,0,12,15,89,104,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,1,1,2
Edgewater Park Township Police,2019,New Jersey,8644,NJ00312,0,0,2,1,0,4,4,0,3,0,0,0,3,46,1,1,0,6,38,28,13,14,1,88,16,15,0,1,186,0,8,16,132,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edgewater Park Township Police,2018,New Jersey,8713,NJ00312,0,0,0,1,0,3,3,0,5,3,0,0,2,49,1,2,1,2,43,31,12,19,0,75,20,17,0,3,184,0,6,15,126,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edgewater Park Township Police,2017,New Jersey,8726,NJ00312,0,0,0,0,0,3,3,0,5,3,0,0,2,54,2,2,0,1,49,33,11,21,1,87,18,18,0,0,200,0,5,13,138,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1
Edgewater Park Township Police,2016,New Jersey,8769,NJ00312,0,0,0,0,0,1,1,0,9,2,1,1,5,75,2,3,2,4,64,38,18,18,2,114,13,12,0,1,250,0,11,21,165,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edgewater Park Township Police,2015,New Jersey,8789,NJ00312,0,0,0,0,0,1,1,0,9,1,0,0,8,67,0,0,1,2,64,26,7,18,1,95,10,10,0,0,208,0,3,13,131,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edgewater Park Township Police,2014,New Jersey,8836,NJ00312,0,0,0,0,0,4,4,0,14,5,0,3,6,58,1,1,2,3,51,33,20,12,1,93,11,11,0,0,213,0,7,25,137,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edgewater Park Township Police,2013,New Jersey,8860,NJ00312,0,0,0,0,0,2,2,0,10,4,1,0,5,64,2,0,0,2,60,56,32,24,0,138,18,18,0,0,288,0,4,16,212,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edgewater Park Township Police,2012,New Jersey,8943,NJ00312,0,0,0,0,0,0,0,0,15,8,1,0,6,48,3,1,0,3,41,29,10,19,0,116,10,9,0,1,218,0,7,22,155,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edgewater Park Township Police,2011,New Jersey,8911,NJ00312,0,0,0,0,0,0,0,0,11,7,0,2,2,50,1,0,0,0,49,41,18,22,1,157,9,4,4,1,268,0,1,12,207,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edgewater Park Township Police,2010,New Jersey,8881,NJ00312,0,0,0,0,0,2,2,0,17,9,1,1,6,62,2,1,2,5,52,43,20,17,6,111,13,13,0,0,248,0,10,29,167,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edgewater Park Township Police,2009,New Jersey,7674,NJ00312,0,0,0,0,0,0,0,0,7,2,2,1,2,77,2,1,1,1,72,41,19,21,1,137,14,12,1,1,276,0,5,12,192,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edgewater Park Township Police,2008,New Jersey,7719,NJ00312,0,0,0,0,0,1,1,0,12,6,2,2,2,65,1,3,2,1,58,31,14,16,1,127,14,14,0,0,250,0,7,20,172,192,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
Edgewater Park Township Police,2007,New Jersey,7933,NJ00312,0,0,1,0,0,0,0,0,8,2,0,1,5,50,0,1,1,6,42,39,18,20,1,115,18,17,1,0,230,0,8,16,172,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
Edgewater Park Township Police,2006,New Jersey,8025,NJ00312,0,0,0,0,0,5,5,0,8,4,1,0,3,47,0,1,7,2,37,52,23,26,3,127,22,21,1,0,261,0,10,23,201,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edgewater Park Township Police,2005,New Jersey,8087,NJ00312,0,0,0,0,0,3,3,0,6,4,0,0,2,90,0,2,3,2,83,26,19,6,1,152,24,22,0,2,301,0,7,16,202,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edgewater Park Township Police,2004,New Jersey,8096,NJ00312,0,0,7,0,0,7,7,0,9,4,0,1,4,100,0,5,4,4,87,46,20,26,0,166,24,24,0,0,352,0,13,29,236,265,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
Edgewater Park Township Police,2003,New Jersey,7950,NJ00312,0,0,0,0,0,4,4,0,10,2,2,1,5,91,1,1,3,1,85,49,26,22,1,167,33,27,1,5,354,0,6,20,249,269,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
Edgewater Park Township Police,2002,New Jersey,8028,NJ00312,0,0,2,1,0,5,5,0,15,5,3,0,7,116,2,2,3,6,103,69,45,20,4,191,38,37,1,0,435,0,13,34,298,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edgewater Park Township Police,2001,New Jersey,7929,NJ00312,0,0,0,0,1,1,1,0,16,3,1,0,12,97,2,1,5,2,87,49,26,15,8,202,41,40,1,0,407,0,10,27,292,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edgewater Park Township Police,2000,New Jersey,7864,NJ00312,0,0,2,0,0,2,2,0,11,4,1,0,6,101,1,4,1,2,93,57,33,20,4,217,45,36,2,7,433,0,8,21,319,340,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2
Edgewater Park Township Police,1999,New Jersey,8266,NJ00312,0,0,2,0,0,1,1,0,11,2,3,1,5,91,1,0,11,1,78,37,24,9,4,179,21,18,2,1,340,0,13,25,237,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
Edgewater Park Township Police,1998,New Jersey,8396,NJ00312,0,0,2,0,0,0,0,0,20,6,3,0,11,93,4,4,4,2,79,47,22,17,8,172,24,18,2,4,356,0,14,34,243,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edgewater Park Township Police,1997,New Jersey,8700,NJ00312,0,0,3,1,0,0,0,0,11,4,2,2,3,133,2,1,6,3,121,73,52,14,7,238,40,37,1,2,496,0,12,24,351,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
