agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Alexander County Sheriff's Office,2023,North Carolina,34265,NC00200,0,0,0,1,0,7,7,0,2,1,0,0,1,347,25,5,15,44,258,103,46,43,14,175,25,15,5,5,660,0,89,99,303,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexander County Sheriff's Office,2022,North Carolina,34711,NC00200,0,0,0,1,0,10,10,0,1,0,0,1,0,307,7,11,15,31,243,113,59,40,14,215,31,19,9,3,678,0,64,76,359,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexander County Sheriff's Office,2021,North Carolina,34745,NC00200,0,0,0,1,0,9,8,1,2,1,0,0,1,262,15,6,20,31,190,137,60,58,19,206,46,31,6,9,663,0,72,84,389,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexander County Sheriff's Office,2020,North Carolina,35363,NC00200,0,0,0,1,0,10,10,0,2,1,1,0,0,286,14,6,9,21,236,137,72,38,27,254,44,33,4,7,734,0,50,63,435,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexander County Sheriff's Office,2019,North Carolina,35161,NC00200,0,0,0,8,0,27,25,2,1,1,0,0,0,294,13,9,10,18,244,138,82,27,29,247,44,29,10,5,759,0,50,86,429,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexander County Sheriff's Office,2018,North Carolina,,NC00200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander County Sheriff's Office,2017,North Carolina,35435,NC00200,0,0,8,1,0,3,3,0,2,1,0,0,1,305,23,12,6,15,249,193,117,52,24,328,35,22,5,8,867,0,56,62,556,618,0,0,0,0,0,1,0,0,0,1,8,0,0,0,1,7,5,2,3,0,11,1,1,0,0,26,0,1,2,17,19
Alexander County Sheriff's Office,2016,North Carolina,35267,NC00200,0,0,34,4,0,10,10,0,2,1,0,0,1,454,19,18,10,20,387,213,135,54,24,312,21,14,4,3,1016,0,67,83,546,629,0,0,1,1,0,0,0,0,0,0,8,1,0,0,0,7,8,2,2,4,17,1,0,0,1,35,0,1,2,26,28
Alexander County Sheriff's Office,2015,North Carolina,35327,NC00200,0,0,12,1,0,4,4,0,3,3,0,0,0,271,8,4,11,29,219,191,107,66,18,311,28,15,6,7,809,0,52,60,530,590,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,3,13,6,4,3,16,1,1,0,0,34,0,1,1,30,31
Alexander County Sheriff's Office,2014,North Carolina,34864,NC00200,0,0,14,3,0,4,4,0,4,2,0,1,1,212,10,5,12,17,168,268,161,75,32,369,34,19,9,6,894,0,44,55,671,726,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,2,1,0,1,8,1,0,1,0,13,0,1,2,11,13
Alexander County Sheriff's Office,2013,North Carolina,34771,NC00200,0,0,12,0,0,4,4,0,5,2,1,0,2,156,5,8,8,12,123,167,105,38,24,228,18,8,6,4,578,0,33,42,413,455,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,8,1,0,1,0,12,0,1,1,11,12
Alexander County Sheriff's Office,2012,North Carolina,35340,NC00200,0,0,8,1,0,6,5,1,6,2,1,1,2,197,2,4,9,8,174,335,188,118,29,425,43,20,6,17,1013,0,23,36,803,839,0,0,0,0,0,0,0,0,0,0,5,2,1,0,0,2,6,0,6,0,8,0,0,0,0,19,0,3,3,14,17
Alexander County Sheriff's Office,2011,North Carolina,35545,NC00200,0,0,2,3,0,6,6,0,7,3,0,2,2,228,14,6,15,8,185,302,194,83,25,507,36,16,12,8,1089,0,43,59,845,904,0,0,3,3,0,0,0,0,0,0,6,0,0,0,0,6,3,0,1,2,17,4,1,3,0,33,0,0,3,24,27
Alexander County Sheriff's Office,2010,North Carolina,35100,NC00200,0,0,2,0,0,6,6,0,11,3,1,0,7,231,14,6,11,6,194,265,179,67,19,460,24,13,4,7,997,0,37,54,749,803,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0,6,8,3,2,3,12,2,1,1,0,29,0,0,1,22,23
Alexander County Sheriff's Office,2009,North Carolina,35069,NC00200,0,0,7,1,0,3,2,1,7,2,2,0,3,284,9,7,18,9,241,286,170,94,22,385,42,23,7,12,1008,0,43,54,713,767,1,0,1,1,0,0,0,0,0,0,6,0,0,0,0,6,9,1,3,5,15,5,3,1,1,37,0,0,2,29,31
Alexander County Sheriff's Office,2008,North Carolina,35019,NC00200,0,0,3,3,0,9,9,0,10,4,2,0,4,357,20,13,15,8,301,298,179,100,19,418,42,22,8,12,1137,0,56,78,758,836,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,2,4,0,3,1,16,6,4,2,0,30,0,0,2,26,28
Alexander County Sheriff's Office,2007,North Carolina,35104,NC00200,0,0,18,3,0,12,10,2,7,4,0,0,3,397,17,11,15,15,339,289,196,59,34,423,51,26,11,14,1182,0,58,80,763,843,0,0,1,1,0,0,0,0,0,0,16,2,0,0,0,14,8,1,2,5,14,4,3,1,0,43,0,2,3,26,29
Alexander County Sheriff's Office,2006,North Carolina,34308,NC00200,0,0,10,2,0,6,5,1,6,1,2,1,2,267,17,7,7,15,221,328,223,63,42,336,52,27,9,16,997,0,46,60,716,776,0,0,3,3,0,0,0,0,0,0,6,0,0,0,1,5,5,3,2,0,14,8,7,1,0,36,0,1,4,27,31
Alexander County Sheriff's Office,2005,North Carolina,33553,NC00200,0,0,28,2,0,6,4,2,7,0,2,0,5,314,23,9,8,14,260,281,169,74,38,385,64,28,13,23,1059,0,54,69,730,799,0,0,2,2,0,0,0,0,0,0,7,0,0,0,0,7,6,1,3,2,5,6,3,3,0,26,0,0,2,17,19
Alexander County Sheriff's Office,2004,North Carolina,33463,NC00200,0,0,18,0,0,6,6,0,5,2,0,2,1,155,14,5,6,3,127,263,160,84,19,323,41,17,9,15,793,0,28,39,627,666,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,11,3,7,1,15,5,3,1,1,47,0,0,0,31,31
