agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Mobile County Sheriff's Office,2023,Alabama,108215,AL00200,0,0,0,1,0,10,9,1,14,6,1,3,4,616,25,9,70,36,476,179,103,66,10,447,129,100,9,20,1396,0,140,165,755,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile County Sheriff's Office,2022,Alabama,108898,AL00200,0,0,0,7,0,12,11,1,14,4,1,4,5,1458,72,30,115,77,1164,289,196,76,17,767,249,189,33,27,2796,0,294,327,1305,1632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile County Sheriff's Office,2021,Alabama,119341,AL00200,0,0,0,15,0,18,13,5,8,3,1,3,1,1397,95,32,61,51,1158,340,199,124,17,711,251,193,34,24,2740,0,239,280,1302,1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile County Sheriff's Office,2020,Alabama,110472,AL00200,0,0,0,7,0,13,11,2,4,2,0,0,2,646,11,11,24,10,590,174,115,44,15,382,109,65,13,31,1335,0,56,80,665,745,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,3,3,0,0,2,1,0,1,0,8,0,1,2,6,8
Mobile County Sheriff's Office,2019,Alabama,,AL00200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile County Sheriff's Office,2018,Alabama,109087,AL00200,0,0,8,1,0,9,9,0,23,12,2,4,5,1395,11,20,45,38,1281,564,397,123,44,1130,314,185,58,71,3436,0,114,147,2008,2155,0,0,2,2,0,0,0,0,0,0,5,0,0,0,1,4,8,7,1,0,19,3,2,1,0,37,0,1,3,30,33
Mobile County Sheriff's Office,2017,Alabama,107102,AL00200,0,0,8,5,0,11,11,0,21,15,0,3,3,1552,21,19,36,23,1453,728,513,166,49,1310,337,196,73,68,3964,0,99,136,2375,2511,0,0,2,2,0,0,0,0,0,0,10,0,1,1,1,7,3,2,1,0,16,1,1,0,0,32,0,3,5,20,25
Mobile County Sheriff's Office,2016,Alabama,105302,AL00200,0,0,4,9,0,13,13,0,26,18,2,1,5,1736,23,17,48,15,1633,612,434,124,54,1299,238,173,28,37,3933,0,103,151,2149,2300,0,0,0,0,0,1,1,0,0,0,8,0,0,2,1,5,6,4,2,0,15,2,1,0,1,32,0,3,4,23,27
Mobile County Sheriff's Office,2015,Alabama,105181,AL00200,0,0,2,4,0,26,26,0,21,6,1,3,11,1557,16,19,15,13,1494,607,425,134,48,1124,193,138,31,24,3532,0,63,114,1924,2038,0,0,0,0,0,4,1,1,0,2,7,0,0,1,0,6,3,2,0,1,23,7,5,1,1,44,0,1,5,33,38
Mobile County Sheriff's Office,2014,Alabama,104436,AL00200,0,0,2,3,0,26,26,0,15,9,1,2,3,1627,11,22,44,18,1532,670,457,154,59,1201,208,144,30,34,3750,0,95,139,2079,2218,0,0,1,1,0,1,0,0,0,1,11,1,0,1,0,9,19,12,6,1,49,12,11,1,0,93,0,2,4,80,84
Mobile County Sheriff's Office,2013,Alabama,104283,AL00200,0,0,2,5,0,48,47,1,40,21,3,5,11,1875,27,27,59,18,1744,739,517,166,56,1421,227,126,43,58,4355,0,131,224,2387,2611,0,0,5,5,0,0,0,0,0,0,9,0,0,0,0,9,16,11,5,0,30,11,8,0,3,71,0,0,5,57,62
Mobile County Sheriff's Office,2012,Alabama,102977,AL00200,0,0,0,6,1,23,22,1,30,14,2,2,12,2095,18,47,49,58,1923,801,579,161,61,1386,169,92,30,47,4511,0,172,231,2356,2587,0,0,3,3,0,1,0,0,0,1,22,0,0,3,8,11,18,9,7,2,43,8,2,2,4,95,0,11,15,69,84
Mobile County Sheriff's Office,2011,Alabama,103285,AL00200,0,0,4,6,1,19,19,0,43,22,3,7,11,2187,26,31,66,50,2014,844,604,173,67,1437,236,128,40,68,4773,0,173,241,2517,2758,0,0,6,5,1,4,1,0,2,1,16,1,0,1,4,10,12,7,3,2,35,7,4,3,0,80,0,6,16,54,70
Mobile County Sheriff's Office,2010,Alabama,102347,AL00200,0,0,1,5,0,28,28,0,30,12,8,1,9,1954,61,41,44,41,1767,770,553,180,37,1223,197,142,22,33,4207,0,187,250,2190,2440,0,0,1,1,0,0,0,0,0,0,17,0,0,0,0,17,4,2,1,1,16,3,2,1,0,41,0,0,1,23,24
Mobile County Sheriff's Office,2009,Alabama,,AL00200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile County Sheriff's Office,2008,Alabama,91280,AL00200,0,0,0,9,0,24,21,3,84,39,7,9,29,621,9,18,23,56,515,778,493,235,50,1385,268,114,88,66,3169,0,106,223,2431,2654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile County Sheriff's Office,2007,Alabama,87509,AL00200,0,0,4,7,0,29,28,1,80,48,12,5,15,644,9,21,37,62,515,783,515,225,43,1572,269,137,76,56,3384,0,129,245,2624,2869,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3
Mobile County Sheriff's Office,2006,Alabama,90914,AL00200,0,0,8,5,0,17,16,1,63,19,14,5,25,579,16,25,22,42,474,843,607,205,31,1413,281,89,98,94,3201,0,105,190,2537,2727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile County Sheriff's Office,2005,Alabama,89747,AL00200,0,0,1,6,0,19,19,0,42,19,3,6,14,574,11,23,64,31,445,782,592,158,32,1238,194,99,82,13,2855,0,129,196,2214,2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile County Sheriff's Office,2004,Alabama,88174,AL00200,0,0,0,2,1,28,28,0,30,15,5,1,9,672,9,31,74,40,518,907,629,214,64,1483,174,115,55,4,3297,0,154,214,2564,2778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile County Sheriff's Office,2003,Alabama,86535,AL00200,0,0,0,4,0,29,28,1,45,22,7,1,15,651,12,31,73,107,428,910,647,197,66,1407,139,73,63,3,3185,0,223,301,2456,2757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile County Sheriff's Office,2002,Alabama,83125,AL00200,0,0,2,5,0,24,23,1,48,22,1,4,21,647,12,30,55,180,370,781,536,208,37,1398,151,96,54,1,3054,0,277,354,2330,2684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile County Sheriff's Office,2001,Alabama,82438,AL00200,0,0,0,4,0,17,17,0,50,18,7,7,18,668,14,25,72,83,474,825,533,248,44,1382,152,79,65,8,3098,0,194,265,2359,2624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
