agency,year,state,population,ORI,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_strong_arm,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_assault_aggravated,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_strong_arm,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_assault_aggravated,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_strong_arm,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_assault_aggravated,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_strong_arm,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_assault_aggravated
Chp Los Angeles Comm Ctr,2017,California,0,CA01999,1,0,0,0,0,3,2,0,1,0,53,4,0,23,15,11,20,13,5,2,153,664,630,19,15,894,42,0,0,0,0,0,1,0,0,1,0,35,0,0,16,13,6,2,1,0,1,4,27,24,1,2,69,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chp Los Angeles Comm Ctr,2016,California,0,CA01999,0,0,1,1,0,3,3,0,0,0,29,0,0,7,18,4,5,4,1,0,71,850,833,14,3,959,25,0,0,0,0,0,1,1,0,0,0,25,0,0,7,17,1,0,0,0,0,4,43,40,2,1,73,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chp Los Angeles Comm Ctr,2015,California,0,CA01999,0,0,0,0,0,5,4,1,0,0,52,4,1,10,28,9,4,2,2,0,64,729,712,9,8,854,43,0,0,0,0,0,1,0,1,0,0,32,0,0,5,20,7,0,0,0,0,0,37,35,1,1,70,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Chp Los Angeles Comm Ctr,2014,California,0,CA01999,0,0,0,0,0,2,0,1,1,0,34,1,0,5,20,8,13,11,2,0,47,546,518,10,18,642,26,0,0,0,0,0,1,0,1,0,0,27,0,0,5,15,7,0,0,0,0,0,28,27,1,0,56,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chp Los Angeles Comm Ctr,2013,California,0,CA01999,0,0,0,0,0,1,0,0,1,0,31,5,0,6,16,4,11,8,3,0,634,569,542,15,12,1246,27,0,0,0,0,0,0,0,0,0,0,23,1,0,4,14,4,1,0,1,0,2,23,22,1,0,49,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chp Los Angeles Comm Ctr,2012,California,0,CA01999,0,0,0,0,0,0,0,0,0,0,48,5,0,7,26,10,9,8,0,1,46,377,338,25,14,480,38,0,0,0,0,0,0,0,0,0,0,41,1,0,6,24,10,3,2,0,1,5,58,54,4,0,107,31,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chp Los Angeles Comm Ctr,2011,California,0,CA01999,0,0,1,0,1,4,2,0,0,2,42,7,0,9,7,19,12,10,0,2,49,416,368,31,17,524,23,0,0,1,0,1,3,1,0,0,2,35,2,0,9,5,19,0,0,0,0,16,62,60,2,0,117,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chp Los Angeles Comm Ctr,2010,California,0,CA01999,0,0,0,0,0,0,0,0,0,0,16,0,2,4,5,5,14,8,6,0,21,441,394,34,13,492,11,0,0,0,0,0,0,0,0,0,0,14,0,2,3,5,4,4,1,3,0,0,61,57,3,1,79,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chp Los Angeles Comm Ctr,2009,California,0,CA01999,0,0,0,0,0,0,0,0,0,0,22,1,0,7,4,10,13,13,0,0,21,335,306,14,15,391,12,0,0,0,0,0,0,0,0,0,0,14,1,0,6,2,5,1,1,0,0,2,40,38,2,0,57,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chp Los Angeles Comm Ctr,2008,California,0,CA01999,0,0,0,0,0,2,2,0,0,0,20,4,1,8,5,2,10,9,1,0,23,422,370,27,25,477,18,0,0,0,0,0,0,0,0,0,0,15,3,1,6,4,1,1,1,0,0,5,51,47,1,3,72,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,2,0,0,0,0,4,2
