agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
State Police: Eaton County,2023,Michigan,0,MI23023,0,0,0,1,1,21,21,0,0,0,0,0,0,179,12,4,15,11,137,26,26,0,0,53,12,10,0,2,293,0,42,64,91,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Eaton County,2022,Michigan,0,MI23023,0,0,0,0,0,21,21,0,0,0,0,0,0,131,13,4,16,8,90,23,22,1,0,66,7,4,0,3,248,0,41,62,96,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Eaton County,2021,Michigan,0,MI23023,0,0,0,0,0,19,19,0,3,2,0,1,0,86,2,3,2,6,73,18,16,2,0,40,10,8,1,1,176,0,13,35,68,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Eaton County,2020,Michigan,0,MI23023,0,0,0,0,0,12,12,0,0,0,0,0,0,114,3,2,6,7,96,40,35,3,2,58,16,14,2,0,240,0,18,30,114,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Eaton County,2019,Michigan,0,MI23023,0,0,0,0,0,15,15,0,2,2,0,0,0,106,4,0,7,17,78,50,47,1,2,47,7,7,0,0,227,0,28,45,104,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Eaton County,2018,Michigan,0,MI23023,0,0,0,0,1,12,12,0,0,0,0,0,0,83,0,1,2,0,80,24,23,1,0,43,3,2,0,1,166,0,3,15,70,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Eaton County,2017,Michigan,0,MI23023,0,0,0,0,0,14,14,0,0,0,0,0,0,67,2,0,8,5,52,34,33,1,0,45,5,2,1,2,165,0,15,29,84,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Eaton County,2016,Michigan,0,MI23023,0,0,0,0,0,13,13,0,0,0,0,0,0,72,4,3,2,0,63,12,10,2,0,24,5,5,0,0,126,0,9,22,41,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Eaton County,2015,Michigan,0,MI23023,0,0,0,0,0,14,14,0,0,0,0,0,0,62,0,1,1,5,55,18,15,3,0,40,5,3,2,0,139,0,7,21,63,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Eaton County,2014,Michigan,0,MI23023,0,0,0,0,0,10,10,0,0,0,0,0,0,98,6,1,9,1,81,36,30,5,1,32,6,4,2,0,182,0,17,27,74,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Eaton County,2013,Michigan,0,MI23023,0,0,0,0,0,9,9,0,0,0,0,0,0,55,0,0,1,1,53,18,18,0,0,73,7,6,1,0,162,0,2,11,98,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Eaton County,2012,Michigan,0,MI23023,0,0,0,0,0,8,8,0,1,0,0,0,1,56,4,0,2,0,50,16,15,1,0,32,1,0,1,0,114,0,6,15,49,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Eaton County,2011,Michigan,0,MI23023,0,0,0,0,1,3,3,0,0,0,0,0,0,30,1,1,2,1,25,25,25,0,0,35,2,2,0,0,96,0,5,8,62,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Eaton County,2010,Michigan,0,MI23023,0,0,0,0,0,7,7,0,0,0,0,0,0,45,2,1,3,1,38,35,33,2,0,42,3,2,0,1,132,0,7,14,80,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Eaton County,2009,Michigan,0,MI23023,0,0,0,0,0,11,11,0,1,0,0,0,1,45,2,0,0,0,43,32,32,0,0,66,4,3,1,0,159,0,2,14,102,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Eaton County,2008,Michigan,0,MI23023,0,0,0,0,0,6,6,0,1,1,0,0,0,54,1,1,2,2,48,27,22,4,1,61,4,3,0,1,153,0,6,13,92,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Eaton County,2007,Michigan,0,MI23023,0,0,0,0,0,3,3,0,0,0,0,0,0,62,2,5,2,1,52,41,39,1,1,80,6,4,1,1,192,0,10,13,127,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Eaton County,2006,Michigan,0,MI23023,0,0,0,0,0,10,10,0,0,0,0,0,0,57,2,0,6,2,47,30,28,2,0,70,6,6,0,0,173,0,10,20,106,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Eaton County,2005,Michigan,0,MI23023,0,0,0,0,0,15,15,0,0,0,0,0,0,108,1,0,0,6,101,61,58,3,0,100,18,10,5,3,302,0,7,22,179,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Eaton County,2004,Michigan,0,MI23023,0,0,0,0,0,6,6,0,0,0,0,0,0,49,0,1,1,1,46,36,35,1,0,79,8,5,3,0,178,0,3,9,123,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Eaton County,2003,Michigan,0,MI23023,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1,0,6,6,6,0,0,14,4,3,0,1,32,0,2,2,24,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Eaton County,2002,Michigan,0,MI23023,0,0,0,0,0,3,3,0,0,0,0,0,0,19,0,0,3,0,16,1,1,0,0,16,1,1,0,0,40,0,3,6,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Eaton County,2001,Michigan,0,MI23023,0,0,0,0,0,3,3,0,0,0,0,0,0,12,0,0,6,0,6,1,1,0,0,12,3,2,1,0,31,0,6,9,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
