agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_assault_aggravated,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_unarmed,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_assault_aggravated,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_unarmed,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_assault_aggravated,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_unarmed,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_assault_aggravated
Medway Police Department,2017,Massachusetts,13407,MA01113,0,0,0,0,0,2,2,0,0,0,0,0,0,20,0,2,2,0,16,12,6,6,0,38,3,3,0,0,75,4,0,0,1,1,0,0,0,0,0,0,15,0,1,0,0,14,2,0,2,0,11,1,1,0,0,30,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medway Police Department,2016,Massachusetts,13289,MA01113,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,27,2,25,0,32,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,1,0,1,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medway Police Department,2015,Massachusetts,NA,MA01113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Medway Police Department,2014,Massachusetts,13159,MA01113,0,0,0,0,0,1,1,0,0,0,0,0,0,19,0,0,1,1,17,19,6,13,0,38,1,1,0,0,78,2,0,0,1,1,0,0,0,0,0,0,14,0,0,1,1,12,3,1,2,0,7,0,0,0,0,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medway Police Department,2013,Massachusetts,12929,MA01113,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1,0,18,20,12,8,0,89,2,2,0,0,130,1,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0,16,6,5,1,0,22,1,1,0,0,46,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medway Police Department,2012,Massachusetts,12956,MA01113,0,0,0,2,0,1,1,0,0,0,0,0,0,37,0,0,9,0,28,23,11,12,0,94,1,1,0,0,158,9,1,0,1,1,0,0,0,0,0,0,35,0,0,9,0,26,0,0,0,0,5,0,0,0,0,42,9,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medway Police Department,2011,Massachusetts,12830,MA01113,0,0,0,1,0,0,0,0,0,0,0,0,0,38,0,0,4,1,33,20,18,2,0,78,1,1,0,0,138,5,1,0,0,0,0,0,0,0,0,0,37,0,0,4,1,32,2,1,1,0,12,0,0,0,0,52,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medway Police Department,2010,Massachusetts,12752,MA01113,0,0,0,0,0,0,0,0,1,1,0,0,0,25,0,0,2,1,22,22,20,2,0,80,5,5,0,0,133,3,0,0,0,0,0,1,1,0,0,0,22,0,0,1,0,21,10,9,1,0,2,1,1,0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medway Police Department,2009,Massachusetts,12987,MA01113,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1,0,0,27,18,3,14,1,69,4,4,0,0,119,1,0,0,0,0,0,0,0,0,0,0,27,0,1,0,0,26,5,0,5,0,34,1,1,0,0,67,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,1,0,1,0,10,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medway Police Department,2008,Massachusetts,12782,MA01113,0,0,0,0,0,1,1,0,0,0,0,0,0,27,0,1,0,1,25,25,13,9,3,86,2,2,0,0,141,2,0,0,1,1,0,0,0,0,0,0,25,0,1,0,1,23,1,0,1,0,16,1,1,0,0,44,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
