agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Greensboro Police Department,2023,Georgia,3595,GA06601,0,0,0,0,0,0,0,0,1,0,1,0,0,44,2,1,2,2,37,1,0,1,0,59,8,7,1,0,113,0,7,8,68,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greensboro Police Department,2022,Georgia,3662,GA06601,0,0,0,0,0,0,0,0,2,1,0,0,1,56,1,5,4,0,46,5,2,3,0,58,11,8,1,2,132,0,10,12,74,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greensboro Police Department,2021,Georgia,3262,GA06601,0,0,0,1,0,1,1,0,1,0,0,0,1,66,1,0,0,0,65,11,5,6,0,86,9,6,2,1,175,0,1,4,106,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greensboro Police Department,2020,Georgia,3299,GA06601,0,0,0,0,0,2,0,2,2,1,0,0,1,58,1,2,8,0,47,4,1,3,0,69,7,4,2,1,142,0,11,15,80,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greensboro Police Department,2019,Georgia,3365,GA06601,0,0,0,0,0,0,0,0,0,0,0,0,0,53,3,1,4,6,39,4,4,0,0,44,1,0,0,1,102,0,14,14,49,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greensboro Police Department,2018,Georgia,3354,GA06601,0,0,0,0,0,0,0,0,3,2,0,0,1,32,3,0,4,7,18,13,7,5,1,64,5,5,0,0,117,0,14,17,82,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greensboro Police Department,2017,Georgia,3388,GA06601,0,0,0,0,0,1,1,0,3,1,0,0,2,44,4,0,3,4,33,21,10,9,2,71,3,3,0,0,143,0,11,15,95,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greensboro Police Department,2016,Georgia,3411,GA06601,0,0,0,0,0,0,0,0,1,0,0,1,0,68,10,5,2,10,41,21,10,6,5,81,2,1,0,1,173,0,27,28,104,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greensboro Police Department,2015,Georgia,3443,GA06601,0,0,0,1,0,4,4,0,2,1,0,0,1,45,1,1,2,7,34,17,7,6,4,63,4,4,0,0,136,0,11,18,84,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greensboro Police Department,2014,Georgia,3487,GA06601,0,0,0,0,0,0,0,0,3,2,0,0,1,62,0,6,3,9,44,9,5,1,3,99,4,4,0,0,177,0,18,21,112,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
