agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Hearne Police Department,2023,Texas,4541,TX19803,0,0,0,0,0,2,2,0,0,0,0,0,0,50,3,3,1,4,39,13,1,11,1,8,3,2,0,1,76,0,11,13,24,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hearne Police Department,2022,Texas,4517,TX19803,0,0,0,1,0,2,2,0,1,0,0,0,1,57,10,5,6,4,32,13,1,10,2,12,12,5,5,2,98,0,25,29,37,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hearne Police Department,2021,Texas,4331,TX19803,0,0,0,2,0,3,3,0,4,1,1,0,2,70,11,2,2,2,53,23,1,21,1,20,8,4,1,3,130,0,17,26,51,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hearne Police Department,2020,Texas,4345,TX19803,0,0,0,0,0,0,0,0,5,3,0,0,2,52,4,4,5,1,38,47,2,42,3,25,9,5,1,3,138,0,14,19,81,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hearne Police Department,2019,Texas,4510,TX19803,0,0,1,0,0,0,0,0,4,2,0,0,2,107,3,1,6,2,95,55,27,24,4,97,19,13,2,4,282,0,12,16,171,187,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,2,2,0,2
Hearne Police Department,2018,Texas,4536,TX19803,0,0,0,0,0,7,5,2,6,5,0,0,1,106,3,7,6,1,89,32,7,22,3,75,8,7,0,1,234,0,17,30,115,145,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,2
Hearne Police Department,2017,Texas,4490,TX19803,0,0,1,2,0,8,7,1,1,0,0,0,1,114,4,5,11,1,93,60,32,27,1,107,4,4,0,0,296,0,21,32,171,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hearne Police Department,2016,Texas,4459,TX19803,0,0,3,0,0,6,6,0,6,4,1,0,1,100,2,6,5,3,84,26,10,14,2,51,2,1,0,1,191,0,16,28,79,107,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
Hearne Police Department,2015,Texas,4408,TX19803,0,0,2,1,0,2,2,0,5,2,2,1,0,71,3,5,5,20,38,34,22,11,1,56,3,3,0,0,172,0,33,41,93,134,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,0,0,0,0,0,0,0,0,4,0,1,1,0,1
Hearne Police Department,2014,Texas,4441,TX19803,0,0,3,0,0,2,1,1,1,0,0,0,1,112,1,12,3,57,39,36,19,16,1,70,3,2,1,0,224,0,73,76,109,185,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
Hearne Police Department,2013,Texas,4443,TX19803,0,0,3,0,0,1,1,0,3,2,0,0,1,134,3,4,7,29,91,31,23,7,1,81,2,0,1,1,252,0,43,47,114,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
