agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
University Of Nebraska - Kearney Police Department,2014,Nebraska,0,NB01005,0,0,0,0,0,4,4,0,0,0,0,0,0,5,0,0,0,0,5,12,0,11,1,38,1,0,0,1,60,0,0,4,51,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,4
University Of Nebraska - Kearney Police Department,2013,Nebraska,0,NB01005,0,0,0,0,0,2,2,0,0,0,0,0,0,3,0,0,0,1,2,14,0,14,0,44,0,0,0,0,63,0,1,3,58,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,3,0,0,0,3,3
University Of Nebraska - Kearney Police Department,2012,Nebraska,0,NB01005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,54,0,0,0,0,66,0,0,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,4,0,0,0,4,4
University Of Nebraska - Kearney Police Department,2011,Nebraska,0,NB01005,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,13,0,13,0,50,0,0,0,0,65,0,0,1,63,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,5,5
University Of Nebraska - Kearney Police Department,2010,Nebraska,0,NB01005,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,2,9,2,7,0,35,0,0,0,0,47,0,0,1,44,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3
University Of Nebraska - Kearney Police Department,2009,Nebraska,0,NB01005,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,1,4,0,37,0,0,0,0,43,0,0,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University Of Nebraska - Kearney Police Department,2008,Nebraska,0,NB01005,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,13,0,13,0,27,1,1,0,0,45,0,0,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University Of Nebraska - Kearney Police Department,2007,Nebraska,0,NB01005,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,0,11,0,47,0,0,0,0,61,0,0,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
University Of Nebraska - Kearney Police Department,2006,Nebraska,0,NB01005,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,22,0,22,0,38,0,0,0,0,63,0,0,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
University Of Nebraska - Kearney Police Department,2005,Nebraska,0,NB01005,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,4,19,0,19,0,53,0,0,0,0,77,0,0,1,72,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3
University Of Nebraska - Kearney Police Department,2004,Nebraska,0,NB01005,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,20,1,19,0,37,0,0,0,0,59,0,0,1,57,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,4,0,0,0,4,4
University Of Nebraska - Kearney Police Department,2003,Nebraska,0,NB01005,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,22,2,20,0,51,0,0,0,0,77,0,0,0,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,2,2
University Of Nebraska - Kearney Police Department,2002,Nebraska,0,NB01005,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,38,0,38,0,53,3,3,0,0,96,0,0,0,94,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University Of Nebraska - Kearney Police Department,2001,Nebraska,0,NB01005,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,18,0,18,0,55,0,0,0,0,77,0,0,0,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University Of Nebraska - Kearney Police Department,2000,Nebraska,0,NB01005,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,4,19,0,19,0,72,0,0,0,0,96,0,1,1,91,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University Of Nebraska - Kearney Police Department,1999,Nebraska,0,NB01005,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,13,0,13,0,52,1,1,0,0,68,0,0,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University Of Nebraska - Kearney Police Department,1998,Nebraska,0,NB01005,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,9,1,8,0,57,0,0,0,0,72,0,0,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
University Of Nebraska - Kearney Police Department,1997,Nebraska,0,NB01005,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,16,1,15,0,100,1,1,0,0,121,0,1,1,117,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University Of Nebraska - Kearney Police Department,1996,Nebraska,0,NB01005,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,12,0,12,0,87,0,0,0,0,101,0,1,1,99,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,2,2
University Of Nebraska - Kearney Police Department,1995,Nebraska,0,NB01005,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,0,8,0,77,1,1,0,0,87,0,1,1,86,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University Of Nebraska - Kearney Police Department,1994,Nebraska,0,NB01005,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,11,2,9,0,76,2,2,0,0,95,0,0,0,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University Of Nebraska - Kearney Police Department,1993,Nebraska,0,NB01005,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,13,0,13,0,107,2,2,0,0,123,0,0,0,122,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
University Of Nebraska - Kearney Police Department,1992,Nebraska,0,NB01005,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,1,1,8,19,0,19,0,97,1,1,0,0,129,0,4,4,117,121,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,1,4,5
University Of Nebraska - Kearney Police Department,1991,Nebraska,0,NB01005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,29,0,102,0,0,0,0,132,0,0,0,132,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University Of Nebraska - Kearney Police Department,1990,Nebraska,0,NB01005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,40,1,83,0,0,0,0,124,0,0,0,124,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
