agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Lake Delton Police Department,2023,Wisconsin,3480,WI05705,0,0,0,0,0,5,5,0,0,0,0,0,0,93,1,0,2,15,75,10,1,9,0,302,7,4,1,2,417,0,18,23,319,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lake Delton Police Department,2022,Wisconsin,3447,WI05705,0,0,0,0,0,4,4,0,3,1,2,0,0,82,2,2,2,10,66,11,1,10,0,291,12,11,1,0,403,0,16,23,314,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lake Delton Police Department,2021,Wisconsin,2992,WI05705,0,0,0,3,0,5,5,0,1,0,0,1,0,142,2,4,6,2,128,9,2,7,0,300,22,18,3,1,482,0,14,23,331,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lake Delton Police Department,2020,Wisconsin,2994,WI05705,0,0,1,0,0,4,2,2,2,2,0,0,0,93,1,0,0,13,79,6,1,4,1,248,12,8,0,4,365,0,14,20,266,286,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,4,0,0,0,2,2
Lake Delton Police Department,2019,Wisconsin,3005,WI05705,0,0,2,0,0,4,4,0,3,1,0,0,2,68,1,2,2,12,51,23,13,8,2,417,18,15,2,1,533,0,17,24,458,482,0,0,1,1,0,0,0,0,0,0,8,1,0,0,0,7,0,0,0,0,10,1,1,0,0,20,0,1,2,11,13
Lake Delton Police Department,2018,Wisconsin,3005,WI05705,0,0,0,0,0,5,5,0,2,0,2,0,0,68,0,0,2,8,58,8,2,6,0,408,5,5,0,0,496,0,10,17,421,438,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,2,0,0,0,0,9,0,0,0,0,13,0,2,2,9,11
Lake Delton Police Department,2017,Wisconsin,2982,WI05705,0,0,1,0,1,6,6,0,2,1,0,0,1,85,1,3,1,9,71,30,15,13,2,448,8,5,1,2,580,0,14,22,486,508,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,16,0,0,0,0,22,0,0,0,16,16
Lake Delton Police Department,2016,Wisconsin,2975,WI05705,0,0,1,0,0,4,4,0,1,0,1,0,0,84,1,1,2,5,75,25,11,12,2,449,10,8,0,2,573,0,9,14,484,498,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,8,1,0,1,0,11,1,0,1,0,22,0,1,1,13,14
Lake Delton Police Department,2015,Wisconsin,2962,WI05705,0,0,1,0,0,3,3,0,3,0,0,1,2,109,0,2,2,7,98,26,14,12,0,513,4,4,0,0,658,0,11,17,543,560,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,12,1,0,1,0,12,0,0,0,0,26,0,1,1,13,14
Lake Delton Police Department,2014,Wisconsin,2939,WI05705,0,0,1,0,0,1,1,0,2,0,0,0,2,84,0,3,3,14,64,26,11,13,2,460,5,5,0,0,578,0,20,23,491,514,0,0,2,2,0,0,0,0,0,0,7,0,0,0,1,6,1,0,1,0,17,2,2,0,0,29,0,1,3,20,23
