agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Kearney Police Department,2023,Missouri,11147,MO02405,0,0,0,0,0,8,8,0,3,1,0,0,2,101,6,1,5,3,86,1,1,0,0,83,7,7,0,0,203,0,15,26,91,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kearney Police Department,2022,Missouri,11041,MO02405,0,0,0,0,0,7,7,0,0,0,0,0,0,110,5,1,2,4,98,6,2,4,0,126,15,11,1,3,264,0,12,19,147,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kearney Police Department,2021,Missouri,11467,MO02405,0,0,0,0,0,7,7,0,3,1,0,0,2,120,2,1,6,4,107,7,1,6,0,95,15,9,4,2,247,0,13,23,117,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kearney Police Department,2020,Missouri,11164,MO02405,0,0,1,0,0,4,4,0,0,0,0,0,0,21,1,0,0,0,20,7,4,3,0,129,12,4,6,2,173,0,1,5,148,153,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,2,0,0,0,0,8,0,0,0,2,2
Kearney Police Department,2019,Missouri,10736,MO02405,0,0,4,0,0,5,4,1,0,0,0,0,0,27,1,0,0,1,25,3,2,1,0,96,10,7,1,2,141,0,2,7,109,116,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,2,0,0,0,0,0,0,4,0,0,0,2,2
Kearney Police Department,2018,Missouri,10300,MO02405,0,0,2,0,0,3,3,0,0,0,0,0,0,17,1,0,0,2,14,16,7,9,0,120,13,7,4,2,169,0,3,6,149,155,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,7,0,0,1,6,7
Kearney Police Department,2017,Missouri,10032,MO02405,0,0,0,0,0,4,2,2,0,0,0,0,0,24,0,0,1,6,17,19,9,10,0,122,12,7,4,1,181,0,7,11,153,164,0,0,1,1,0,0,0,0,0,0,10,0,0,0,2,8,1,0,1,0,10,0,0,0,0,22,0,2,3,11,14
Kearney Police Department,2016,Missouri,9629,MO02405,0,0,0,0,0,0,0,0,1,1,0,0,0,27,0,2,1,6,18,11,6,2,3,86,10,7,0,3,135,0,9,10,107,117,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,1,0,1,0,4,3,3,0,0,15,0,0,0,8,8
Kearney Police Department,2015,Missouri,9475,MO02405,0,0,0,0,0,2,2,0,1,0,0,0,1,32,1,4,2,0,25,20,8,9,3,62,4,3,1,0,121,0,7,10,86,96,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,4,0,0,0,0,11,0,0,0,4,4
Kearney Police Department,2014,Missouri,9191,MO02405,0,0,0,0,0,6,6,0,0,0,0,0,0,40,1,0,0,4,35,16,5,11,0,86,10,8,1,1,158,0,5,11,112,123,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1
