agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Pitt County Sheriff's Office,2023,North Carolina,62454,NC07400,0,0,0,3,0,16,16,0,11,10,0,1,0,1084,60,13,43,37,931,165,98,50,17,398,58,34,17,7,1735,0,153,183,621,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pitt County Sheriff's Office,2022,North Carolina,61239,NC07400,0,0,0,5,0,7,7,0,16,9,0,2,5,913,65,18,28,33,769,194,103,74,17,398,44,26,10,8,1577,0,144,172,636,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pitt County Sheriff's Office,2021,North Carolina,61460,NC07400,0,0,0,4,1,9,9,0,21,14,2,0,5,929,51,5,30,34,809,224,125,78,21,433,42,22,4,16,1663,0,120,154,699,853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pitt County Sheriff's Office,2020,North Carolina,63698,NC07400,0,0,0,5,0,4,4,0,30,18,2,3,7,882,50,14,39,38,741,205,118,68,19,518,44,30,10,4,1688,0,141,180,767,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pitt County Sheriff's Office,2019,North Carolina,63230,NC07400,0,0,0,3,0,8,8,0,22,10,3,1,8,888,29,18,17,41,783,315,200,87,28,541,59,36,15,8,1836,0,105,138,915,1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pitt County Sheriff's Office,2018,North Carolina,63656,NC07400,0,0,17,2,0,10,9,1,24,10,3,0,11,855,33,32,35,69,686,276,233,19,24,562,52,37,11,4,1781,0,169,205,890,1095,0,0,0,0,0,0,0,0,0,0,54,1,0,1,1,51,3,2,1,0,25,3,3,0,0,85,0,3,3,31,34
Pitt County Sheriff's Office,2017,North Carolina,62839,NC07400,0,0,9,1,0,8,7,1,25,11,1,4,9,953,42,19,33,44,815,347,318,9,20,655,63,43,12,8,2052,0,138,172,1065,1237,0,0,1,1,0,4,2,0,1,1,42,0,0,2,2,38,11,9,0,2,33,3,1,0,2,94,0,4,9,47,56
Pitt County Sheriff's Office,2016,North Carolina,61614,NC07400,0,0,11,5,0,6,5,1,28,20,2,1,5,836,29,21,29,39,718,423,366,13,44,573,70,62,7,1,1941,0,118,157,1066,1223,0,0,2,2,0,0,0,0,0,0,31,1,0,0,0,30,16,9,2,5,23,6,5,0,1,78,0,1,3,45,48
Pitt County Sheriff's Office,2015,North Carolina,61832,NC07400,0,0,10,4,0,10,9,1,16,8,1,3,4,863,33,17,46,34,733,353,319,17,17,577,31,21,7,3,1854,0,130,160,961,1121,0,0,1,1,0,0,0,0,0,0,42,2,0,2,2,36,23,20,0,3,41,10,8,2,0,117,0,6,7,74,81
Pitt County Sheriff's Office,2014,North Carolina,61810,NC07400,0,0,12,2,0,9,9,0,26,22,3,1,0,820,47,24,37,32,680,383,350,11,22,569,41,24,6,11,1850,0,140,177,993,1170,0,0,1,1,0,1,0,1,0,0,56,0,1,1,0,54,48,41,1,6,84,10,8,1,1,200,0,2,4,142,146
