agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Red Bank Police Department,2023,Tennessee,11978,TN03308,0,0,0,0,0,2,2,0,2,1,0,0,1,174,14,7,20,7,126,20,13,4,3,102,32,24,5,3,332,0,48,52,154,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Bank Police Department,2022,Tennessee,11862,TN03308,0,0,0,0,0,1,1,0,5,1,1,1,2,161,11,8,20,3,119,28,8,18,2,80,17,16,0,1,292,0,42,48,125,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Bank Police Department,2021,Tennessee,11904,TN03308,0,0,0,0,0,7,6,1,1,1,0,0,0,103,8,2,18,3,72,26,9,14,3,126,23,20,3,0,286,0,31,39,175,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Bank Police Department,2020,Tennessee,11861,TN03308,0,0,0,0,0,5,3,2,3,1,0,1,1,171,4,6,19,6,136,61,4,53,4,192,53,50,1,2,485,0,35,43,306,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Bank Police Department,2019,Tennessee,11779,TN03308,0,0,0,0,0,10,9,1,3,1,0,0,2,163,5,5,19,7,127,52,6,44,2,180,30,30,0,0,438,0,36,49,262,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Bank Police Department,2018,Tennessee,11768,TN03308,0,0,0,0,0,3,3,0,9,4,0,1,4,157,9,6,23,2,117,72,7,64,1,198,29,27,2,0,468,0,40,52,299,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Bank Police Department,2017,Tennessee,11838,TN03308,0,0,0,0,0,4,4,0,8,6,0,1,1,222,11,11,32,7,161,78,10,67,1,269,36,34,1,1,617,0,61,73,383,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Bank Police Department,2016,Tennessee,11789,TN03308,0,0,0,0,0,13,13,0,11,5,1,1,4,226,11,9,30,16,160,66,12,52,2,226,31,29,0,2,573,0,66,90,323,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Bank Police Department,2015,Tennessee,11814,TN03308,0,0,0,0,0,13,12,1,12,5,3,1,3,204,6,14,15,21,148,60,12,47,1,276,21,19,1,1,586,0,56,81,357,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Bank Police Department,2014,Tennessee,11872,TN03308,0,0,0,1,0,6,6,0,8,2,1,3,2,189,7,5,24,17,136,96,19,73,4,388,27,21,1,5,715,0,53,68,511,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
