agency,year,state,population,ORI,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_strong_arm,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_assault_aggravated,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_strong_arm,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_assault_aggravated,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_strong_arm,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_assault_aggravated,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_strong_arm,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_assault_aggravated
Parachute Police Dept,2017,Colorado,1119,CO02302,0,0,5,5,0,0,0,0,0,0,63,4,3,5,3,48,35,30,5,0,36,7,6,1,0,146,15,0,0,1,1,0,0,0,0,0,0,61,4,3,5,2,47,4,1,3,0,14,5,4,1,0,85,14,0,0,1,1,0,0,0,0,0,0,4,0,0,0,1,3,0,0,0,0,6,4,4,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parachute Police Dept,2016,Colorado,1110,CO02302,0,0,1,1,0,1,1,0,0,0,35,2,3,1,2,27,7,3,3,1,12,2,2,0,0,58,8,0,0,1,1,0,1,1,0,0,0,34,2,3,1,2,26,4,2,2,0,5,1,1,0,0,46,8,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,5,0,0,0,0,1,1,1,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parachute Police Dept,2015,Colorado,1103,CO02302,1,0,0,0,0,1,0,0,1,0,27,0,0,3,0,24,6,3,3,0,13,2,2,0,0,50,3,1,0,0,0,0,1,0,0,1,0,26,0,0,3,0,23,2,1,1,0,3,0,0,0,0,33,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,1,0,1,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parachute Police Dept,2014,Colorado,1100,CO02302,0,0,1,1,0,1,0,0,0,1,22,0,2,0,0,20,4,1,3,0,16,0,0,0,0,44,2,0,0,0,0,0,0,0,0,0,0,20,0,2,0,0,18,1,1,0,0,7,0,0,0,0,28,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parachute Police Dept,2013,Colorado,1100,CO02302,0,0,1,1,0,1,0,0,0,1,17,0,2,1,1,13,11,4,7,0,10,1,0,1,0,41,4,0,0,0,0,0,0,0,0,0,0,17,0,2,1,1,13,0,0,0,0,3,1,0,1,0,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parachute Police Dept,2012,Colorado,1098,CO02302,0,0,0,0,0,0,0,0,0,0,18,1,0,1,3,13,25,23,2,0,18,2,2,0,0,63,5,0,0,0,0,0,0,0,0,0,0,17,1,0,0,3,13,2,2,0,0,4,1,1,0,0,24,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parachute Police Dept,2011,Colorado,1104,CO02302,0,0,1,1,0,1,1,0,0,0,18,0,3,0,1,14,3,1,2,0,19,2,1,1,0,44,4,0,0,0,0,0,1,1,0,0,0,18,0,3,0,1,14,0,0,0,0,9,0,0,0,0,28,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parachute Police Dept,2010,Colorado,1085,CO02302,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,4,6,1,3,2,6,2,1,0,1,19,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,1,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parachute Police Dept,2009,Colorado,1326,CO02302,0,0,1,1,0,0,0,0,0,0,22,0,0,2,0,20,9,4,4,1,16,2,0,0,2,50,2,0,0,0,0,0,0,0,0,0,0,22,0,0,2,0,20,2,1,1,0,4,0,0,0,0,28,2,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parachute Police Dept,2008,Colorado,1295,CO02302,0,0,2,2,0,1,0,0,0,1,27,0,1,1,0,25,9,5,4,0,26,13,13,0,0,78,2,0,0,1,1,0,1,0,0,0,1,25,0,1,0,0,24,2,2,0,0,7,2,2,0,0,38,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,1,1,0,0,3,1,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
