agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Coopertown Police Department,2023,Tennessee,4769,TN07406,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,2,0,2,0,10,4,2,1,1,36,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coopertown Police Department,2022,Tennessee,4702,TN07406,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,3,0,15,9,3,5,1,26,2,0,1,1,55,0,3,3,37,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coopertown Police Department,2021,Tennessee,4647,TN07406,0,0,0,0,0,2,2,0,0,0,0,0,0,12,2,0,1,1,8,8,3,5,0,20,2,1,1,0,44,0,4,6,30,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coopertown Police Department,2020,Tennessee,4621,TN07406,0,0,0,0,0,0,0,0,2,0,1,0,1,24,3,0,2,0,19,13,6,6,1,17,5,3,2,0,61,0,5,7,35,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coopertown Police Department,2019,Tennessee,4590,TN07406,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,2,0,11,12,3,9,0,28,4,1,3,0,59,0,4,4,44,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coopertown Police Department,2018,Tennessee,4552,TN07406,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,4,6,2,3,1,15,4,1,3,0,30,0,1,1,25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coopertown Police Department,2017,Tennessee,4455,TN07406,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,3,0,8,9,6,2,1,8,2,0,1,1,31,0,4,4,19,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coopertown Police Department,2016,Tennessee,4426,TN07406,0,0,0,0,0,0,0,0,1,0,0,0,1,13,1,0,6,0,6,9,5,4,0,13,2,0,1,1,38,0,7,8,24,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coopertown Police Department,2015,Tennessee,4411,TN07406,0,0,0,0,0,0,0,0,1,0,0,0,1,11,0,0,2,1,8,5,3,2,0,14,1,0,0,1,32,0,3,4,20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coopertown Police Department,2014,Tennessee,4352,TN07406,0,0,0,0,0,1,1,0,0,0,0,0,0,12,0,0,3,2,7,14,11,3,0,20,10,2,5,3,57,0,5,6,44,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coopertown Police Department,2013,Tennessee,4310,TN07406,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,15,16,8,8,0,27,4,3,0,1,64,0,2,2,47,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coopertown Police Department,2012,Tennessee,4368,TN07406,0,0,0,0,0,0,0,0,1,0,1,0,0,17,1,1,1,0,14,8,6,2,0,8,4,3,0,1,38,0,3,4,20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coopertown Police Department,2011,Tennessee,4317,TN07406,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,2,11,13,7,6,0,20,3,1,0,2,50,0,3,3,36,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coopertown Police Department,2010,Tennessee,4278,TN07406,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,1,3,10,10,9,1,0,15,2,0,0,2,42,0,5,5,27,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coopertown Police Department,2009,Tennessee,3428,TN07406,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,3,0,21,13,6,7,0,15,4,1,1,2,56,0,3,3,32,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coopertown Police Department,2008,Tennessee,3356,TN07406,0,0,0,0,0,0,0,0,1,0,1,0,0,53,1,2,3,0,47,19,14,2,3,25,4,3,1,0,102,0,6,7,48,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coopertown Police Department,2007,Tennessee,3324,TN07406,0,0,0,0,0,1,1,0,0,0,0,0,0,34,2,0,2,1,29,19,18,1,0,23,9,9,0,0,86,0,5,6,51,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
