agency,year,state,population,ORI,female_employees_civilians,female_employees_officers,female_employees_total,male_employees_civilians,male_employees_officers,male_employees_total,total_employees_civilians,total_employees_officers,total_employees_total,officers_killed_by_accident,officers_killed_by_felony,assaults_with_injury_gun,assaults_with_injury_knife,assaults_with_injury_oth_weap,assaults_with_injury_total,assaults_with_injury_unarmed,assaults_no_injury_gun,assaults_no_injury_knife,assaults_no_injury_oth_weap,assaults_no_injury_total,assaults_no_injury_unarmed,ambush_assault_gun,ambush_assault_knife,ambush_assault_oth_weap,ambush_assault_unarmed,ambush_total_assaults,burglary_assault_gun,burglary_assault_knife,burglary_assault_oth_weap,burglary_assault_unarmed,burglary_total_assaults,deranged_assault_gun,deranged_assault_knife,deranged_assault_oth_weap,deranged_assault_unarmed,deranged_total_assaults,disturbance_assault_gun,disturbance_assault_knife,disturbance_assault_oth_weap,disturbance_assault_unarmed,disturbance_total_assaults,oth_arrest_assault_gun,oth_arrest_assault_knife,oth_arrest_assault_oth_weap,oth_arrest_assault_unarmed,oth_arrest_total_assaults,prisoner_assault_gun,prisoner_assault_knife,prisoner_assault_oth_weap,prisoner_assault_unarmed,prisoner_total_assaults,riot_assault_gun,riot_assault_knife,riot_assault_oth_weap,riot_assault_unarmed,riot_total_assaults,robbery_assault_gun,robbery_assault_knife,robbery_assault_oth_weap,robbery_assault_unarmed,robbery_total_assaults,susp_pers_assault_gun,susp_pers_assault_knife,susp_pers_assault_oth_weap,susp_pers_assault_unarmed,susp_pers_total_assaults,traffic_assault_gun,traffic_assault_knife,traffic_assault_oth_weap,traffic_assault_unarmed,traffic_total_assaults,all_other_assault_gun,all_other_assault_knife,all_other_assault_oth_weap,all_other_assault_unarmed,total_assault_gun,total_assault_knife,total_assault_oth_weap,total_assault_unarmed,total_assaults_total
St. Louis County Police Dept,2017,Missouri,409283,MO09500,173,127,300,126,775,901,299,902,1201,0,0,1,0,4,21,16,18,6,82,244,138,2,0,1,0,3,0,0,0,1,1,0,2,8,23,33,5,1,12,27,45,3,1,6,13,23,1,0,8,49,58,0,0,39,4,43,5,0,0,1,6,0,0,7,23,30,1,0,2,5,8,2,2,3,8,19,6,86,154,265
St. Louis County Police Dept,2016,Missouri,412201,MO09500,159,125,284,121,755,876,280,880,1160,0,1,0,0,6,26,20,12,5,26,199,156,0,0,0,0,0,0,0,0,0,0,0,5,1,16,22,3,0,8,37,48,3,0,1,2,6,1,0,5,98,104,0,0,1,0,1,1,0,1,1,3,4,0,3,14,21,0,0,11,4,15,0,0,1,4,12,5,32,176,225
St. Louis County Police Dept,2015,Missouri,398881,MO09500,155,112,267,118,700,818,273,812,1085,0,0,1,0,24,46,21,8,1,66,219,144,0,0,0,0,0,0,0,0,0,0,0,0,3,20,23,4,1,3,37,45,1,0,2,4,7,0,0,10,90,100,1,0,66,5,72,0,0,1,0,1,0,0,3,4,7,3,0,2,3,8,0,0,0,2,9,1,90,165,265
St. Louis County Police Dept,2014,Missouri,399387,MO09500,149,106,255,118,709,827,267,815,1082,0,0,2,0,17,26,7,14,1,53,195,127,0,0,0,0,0,0,0,2,0,2,3,1,1,14,19,4,0,3,26,33,2,0,2,0,4,1,0,4,76,81,3,0,51,8,62,2,0,0,0,2,0,0,0,7,7,1,0,6,3,10,0,0,1,0,16,1,70,134,221
St. Louis County Police Dept,2013,Missouri,400477,MO09500,138,107,245,109,712,821,247,819,1066,0,0,0,0,2,29,27,15,5,23,233,190,0,0,0,0,0,0,0,1,3,4,0,1,0,19,20,5,1,3,39,48,6,0,4,3,13,0,0,10,119,129,0,0,0,0,0,1,0,0,1,2,0,3,1,15,19,3,0,6,10,19,0,0,0,8,15,5,25,217,262
St. Louis County Police Dept,2012,Missouri,391743,MO09500,142,106,248,117,715,832,259,821,1080,0,0,0,1,1,29,27,2,3,20,226,201,0,0,0,0,0,0,0,1,2,3,0,0,2,9,11,0,1,4,47,52,0,1,5,8,14,0,1,4,138,143,0,0,0,0,0,0,0,0,0,0,2,0,2,19,23,0,1,3,4,8,0,0,0,1,2,4,21,228,255
St. Louis County Police Dept,2011,Missouri,392534,MO09500,143,99,242,105,689,794,248,788,1036,0,0,0,2,5,29,22,9,6,18,228,195,0,0,2,0,2,0,0,1,1,2,0,3,3,12,18,1,1,5,50,57,1,1,0,0,2,0,1,8,124,133,0,0,0,0,0,2,0,0,1,3,2,2,2,17,23,3,0,2,12,17,0,0,0,0,9,8,23,217,257
St. Louis County Police Dept,2010,Missouri,391111,MO09500,142,96,238,100,690,790,242,786,1028,0,0,2,0,7,55,46,24,3,30,224,167,1,0,0,0,1,0,0,0,3,3,0,0,0,7,7,7,3,11,25,46,9,0,3,3,15,1,0,11,144,156,0,0,0,0,0,0,0,1,0,1,4,0,7,21,32,4,0,4,10,18,0,0,0,0,26,3,37,213,279
St. Louis County Police Dept,2009,Missouri,389772,MO09500,136,82,218,92,702,794,228,784,1012,0,0,0,0,10,27,17,3,4,32,141,102,0,0,0,0,0,0,0,0,2,2,0,2,2,10,14,1,0,6,15,22,0,0,10,43,53,0,0,7,18,25,0,0,0,0,0,2,2,0,1,5,0,0,5,15,20,0,0,10,8,18,0,0,2,7,3,4,42,119,168
St. Louis County Police Dept,2008,Missouri,387404,MO09500,141,84,225,101,697,798,242,781,1023,0,0,0,0,6,28,22,7,2,12,131,110,0,0,0,0,0,0,0,0,5,5,0,2,0,15,17,0,0,6,25,31,6,0,5,37,48,0,0,2,20,22,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,0,0,3,12,15,0,0,2,14,7,2,18,132,159
