agency,ORI,ORI9,year,state,population,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,total_officers,male_employees_officers,female_employees_officers,total_civilians,male_employees_civilians,female_employees_civilians,officers_killed_felony,officers_killed_accident,total_assault_total,total_assault_gun,total_assault_knife,total_assault_other,total_assault_hand_feet,total_assault_2man_veh,total_assault_1man_alone,total_assault_1man_assist,total_assault_det_alone,total_assault_det_assist,total_assault_oth_alone,total_assault_oth_assist,total_assault_clear,disturbance_total_assault,burglary_total_assault,robbery_total_assault,att_oth_arrest_total_assault,civil_disorder_total_assault,cust_prisoners_total_assault,susp_pers_total_assault,ambush_total_assault,deranged_total_assault,traffic_total_assault,all_oth_total_assault
Chalmette Nhp,LADI001,NA,1975,Louisiana,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police,LALSP00,LALSP0000,1975,Louisiana,0,22,033,22033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Orleans,LANPD00,LANPD0000,1975,Louisiana,571934,22,071,22071,1647,1579,68,289,130,159,1,0,482,114,17,65,286,334,3,25,7,7,34,72,469,132,17,17,61,1,55,67,4,2,46,80
Acadia,LA00100,LA0010000,1975,Louisiana,26769,22,001,22001,45,40,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crowley,LA00101,LA0010100,1975,Louisiana,16104,22,001,22001,27,27,0,6,0,6,0,0,5,0,0,0,5,3,0,2,0,0,0,0,5,3,0,0,2,0,0,0,0,0,0,0
Rayne,LA00102,LA0010200,1975,Louisiana,9881,22,001,22001,18,18,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Church Point,LA00103,LA0010300,1975,Louisiana,3913,22,001,22001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louisiana St Univ Eunice,LA00108,LA0010800,1975,Louisiana,0,22,001,22001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allen,LA00200,LA0020000,1975,Louisiana,20416,22,003,22003,25,24,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oakdale,LA00202,LA0020200,1975,Louisiana,7301,22,003,22003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ascension,LA00300,LA0030000,1975,Louisiana,32237,22,005,22005,58,49,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donaldsonville,LA00301,LA0030100,1975,Louisiana,7991,22,005,22005,18,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gonzales,LA00302,LA0030200,1975,Louisiana,4894,22,005,22005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
