agency,ORI,ORI9,year,state,population,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,total_officers,male_employees_officers,female_employees_officers,total_civilians,male_employees_civilians,female_employees_civilians,officers_killed_felony,officers_killed_accident,total_assault_total,total_assault_gun,total_assault_knife,total_assault_other,total_assault_hand_feet,total_assault_2man_veh,total_assault_1man_alone,total_assault_1man_assist,total_assault_det_alone,total_assault_det_assist,total_assault_oth_alone,total_assault_oth_assist,total_assault_clear,disturbance_total_assault,burglary_total_assault,robbery_total_assault,att_oth_arrest_total_assault,civil_disorder_total_assault,cust_prisoners_total_assault,susp_pers_total_assault,ambush_total_assault,deranged_total_assault,traffic_total_assault,all_oth_total_assault
Great Smoky Mtns Np,TNDI001,NA,1975,Tennessee,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shiloh Nmp-nc,TNDI002,NA,1975,Tennessee,0,NA,NA,NA,5,5,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Appalachian Nst,TNDI003,NA,1975,Tennessee,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chick Chatt Nmp,TNDI004,NA,1975,Tennessee,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cumberland Gap Nhp,TNDI005,NA,1975,Tennessee,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Donelson Nmp,TNDI006,NA,1975,Tennessee,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Johnson Nhs,TNDI007,NA,1975,Tennessee,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Natchez Trace Parkway,TNDI008,NA,1975,Tennessee,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stones River Nb-nc,TNDI009,NA,1975,Tennessee,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Memphis,TNMPD00,TNMPD0000,1975,Tennessee,646483,47,157,47157,1316,1265,51,319,141,178,0,0,191,1,3,9,178,140,8,1,6,15,11,10,74,13,2,4,102,2,40,0,0,20,8,0
Tenn State Hghway Patrol,TNTHP00,TNTHP0000,1975,Tennessee,0,47,037,47037,0,0,0,0,0,0,0,0,29,3,0,5,21,4,18,6,1,0,0,0,8,0,0,0,7,0,2,1,0,0,17,2
Anderson,TN00100,TN0010000,1975,Tennessee,28552,47,001,47001,15,15,0,2,1,1,0,0,3,0,1,0,2,3,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0
Clinton,TN00101,TN0010100,1975,Tennessee,5010,47,001,47001,10,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oak Ridge,TN00103,TN0010300,1975,Tennessee,29572,47,001,47001,48,47,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norris,TN00104,TN0010400,1975,Tennessee,1420,47,001,47001,3,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Bedford,TN00200,TN0020000,1975,Tennessee,13222,47,003,47003,7,7,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shelbyville,TN00201,TN0020100,1975,Tennessee,12901,47,003,47003,22,22,0,5,2,3,0,0,4,1,0,1,2,4,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,2
Benton,TN00300,TN0030000,1975,Tennessee,9204,47,005,47005,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camden,TN00301,TN0030100,1975,Tennessee,3095,47,005,47005,7,7,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bledsoe,TN00400,TN0040000,1975,Tennessee,8437,47,007,47007,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blount,TN00500,TN0050000,1975,Tennessee,46229,47,009,47009,32,31,1,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alcoa,TN00501,TN0050100,1975,Tennessee,8477,47,009,47009,21,21,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maryville,TN00502,TN0050200,1975,Tennessee,15125,47,009,47009,23,23,0,2,0,2,0,0,2,0,0,1,1,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0
Bradley,TN00600,TN0060000,1975,Tennessee,36065,47,011,47011,14,14,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cleveland,TN00601,TN0060100,1975,Tennessee,23500,47,011,47011,44,44,0,4,1,3,0,0,6,1,0,0,5,1,3,2,0,0,0,0,6,4,0,0,1,0,0,1,0,0,0,0
Campbell,TN00700,TN0070000,1975,Tennessee,21741,47,013,47013,24,23,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Follette,TN00702,TN0070200,1975,Tennessee,7838,47,013,47013,20,20,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Cannon,TN00800,TN0080000,1975,Tennessee,9351,47,015,47015,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carroll,TN00900,TN0090000,1975,Tennessee,17644,47,017,47017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huntingdon Pd,TN00901,TN0090100,1975,Tennessee,3698,47,017,47017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mckenzie,TN00903,TN0090300,1975,Tennessee,4930,47,017,47017,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carter,TN01000,TN0100000,1975,Tennessee,32543,47,019,47019,14,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elizabethton,TN01001,TN0100100,1975,Tennessee,13700,47,019,47019,28,27,1,1,0,1,0,0,4,0,2,2,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2
Cheatham,TN01100,TN0110000,1975,Tennessee,16365,47,021,47021,8,8,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Chester,TN01200,TN0120000,1975,Tennessee,7018,47,023,47023,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henderson,TN01201,TN0120100,1975,Tennessee,3960,47,023,47023,8,8,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claiborne,TN01300,TN0130000,1975,Tennessee,2e4,47,025,47025,13,13,0,3,1,2,0,0,3,1,0,0,2,1,2,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0
Clay,TN01400,TN0140000,1975,Tennessee,6404,47,027,47027,3,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cocke,TN01500,TN0150000,1975,Tennessee,19562,47,029,47029,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newport,TN01501,TN0150100,1975,Tennessee,7984,47,029,47029,17,17,0,4,3,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Coffee,TN01600,TN0160000,1975,Tennessee,27284,47,031,47031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchester,TN01601,TN0160100,1975,Tennessee,6869,47,031,47031,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tullahoma,TN01602,TN0160200,1975,Tennessee,16057,47,031,47031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crockett,TN01700,TN0170000,1975,Tennessee,10894,47,033,47033,6,6,0,3,1,2,0,0,4,1,0,2,1,2,2,0,0,0,0,0,3,1,0,0,3,0,0,0,0,0,0,0
Alamo Pd,TN01701,TN0170100,1975,Tennessee,2610,47,033,47033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bells Pd,TN01702,TN0170200,1975,Tennessee,1540,47,033,47033,0,0,0,0,0,0,0,0,2,0,0,0,2,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
Cumberland,TN01800,TN0180000,1975,Tennessee,18168,47,035,47035,8,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crossville,TN01801,TN0180100,1975,Tennessee,6024,47,035,47035,13,13,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nashville,TN01901,TN0190100,1975,Tennessee,449600,47,037,47037,874,852,22,198,71,127,0,0,20,9,1,5,5,5,12,2,1,0,0,0,17,2,2,0,6,0,3,2,0,0,4,1
Belle Meade,TN01903,TN0190300,1975,Tennessee,3144,47,037,47037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goodlettsville Pd,TN01904,TN0190400,1975,Tennessee,7409,47,037,47037,10,10,0,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Oak Hill,TN01905,TN0190500,1975,Tennessee,4765,47,037,47037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Decatur,TN02000,TN0200000,1975,Tennessee,7522,47,039,47039,4,4,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parsons Pd,TN02001,TN0200100,1975,Tennessee,2236,47,039,47039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Kalb,TN02100,TN0210000,1975,Tennessee,12401,47,041,47041,4,4,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dickson,TN02200,TN0220000,1975,Tennessee,19949,47,043,47043,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dickson,TN02201,TN0220100,1975,Tennessee,6377,47,043,47043,15,15,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dyer,TN02300,TN0230000,1975,Tennessee,15025,47,045,47045,10,10,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dyersburg,TN02301,TN0230100,1975,Tennessee,15834,47,045,47045,31,31,0,3,0,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Newbern Pd,TN02302,TN0230200,1975,Tennessee,2316,47,045,47045,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Fayette,TN02400,TN0240000,1975,Tennessee,24278,47,047,47047,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gallaway Pd,TN02402,TN0240200,1975,Tennessee,722,47,047,47047,3,3,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Fentress,TN02500,TN0250000,1975,Tennessee,13722,47,049,47049,8,7,1,2,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Franklin,TN02600,TN0260000,1975,Tennessee,20303,47,051,47051,9,9,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sewanee,TN02601,TN0260100,1975,Tennessee,1991,47,051,47051,7,7,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winchester,TN02602,TN0260200,1975,Tennessee,5502,47,051,47051,12,12,0,3,2,1,0,0,2,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
Estill Springs,TN02605,TN0260500,1975,Tennessee,970,47,051,47051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibson,TN02700,TN0270000,1975,Tennessee,21562,47,053,47053,13,13,0,5,2,3,0,0,5,4,1,0,0,4,0,0,1,0,0,0,3,0,0,0,1,0,0,0,4,0,0,0
Humboldt,TN02701,TN0270100,1975,Tennessee,11300,47,053,47053,24,24,0,1,0,1,0,0,2,1,0,0,1,1,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0
Milan,TN02702,TN0270200,1975,Tennessee,7407,47,053,47053,16,16,0,2,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
