agency,ORI,ORI9,year,state,population,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,total_officers,male_employees_officers,female_employees_officers,total_civilians,male_employees_civilians,female_employees_civilians,officers_killed_felony,officers_killed_accident,total_assault_total,total_assault_gun,total_assault_knife,total_assault_other,total_assault_hand_feet,total_assault_2man_veh,total_assault_1man_alone,total_assault_1man_assist,total_assault_det_alone,total_assault_det_assist,total_assault_oth_alone,total_assault_oth_assist,total_assault_clear,disturbance_total_assault,burglary_total_assault,robbery_total_assault,att_oth_arrest_total_assault,civil_disorder_total_assault,cust_prisoners_total_assault,susp_pers_total_assault,ambush_total_assault,deranged_total_assault,traffic_total_assault,all_oth_total_assault
Elko,NV00400,NV0040000,1975,Nevada,4741,32,007,32007,13,11,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elko,NV00401,NV0040100,1975,Nevada,8536,32,007,32007,19,19,0,6,0,6,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Carlin,NV00402,NV0040200,1975,Nevada,1313,32,007,32007,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wells,NV00403,NV0040300,1975,Nevada,1100,32,007,32007,5,4,1,4,1,3,0,0,5,0,0,0,5,0,2,2,0,0,0,1,5,0,0,0,5,0,0,0,0,0,0,0
Esmeralda,NV00500,NV0050000,1975,Nevada,562,32,009,32009,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eureka,NV00600,NV0060000,1975,Nevada,1076,32,011,32011,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Humboldt,NV00700,NV0070000,1975,Nevada,3270,32,013,32013,7,7,0,6,6,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Winnemucca,NV00701,NV0070100,1975,Nevada,4e3,32,013,32013,9,9,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lander,NV00800,NV0080000,1975,Nevada,3500,32,015,32015,12,12,0,8,0,8,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Lincoln,NV00900,NV0090000,1975,Nevada,1345,32,017,32017,6,6,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Caliente,NV00901,NV0090100,1975,Nevada,960,32,017,32017,5,5,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Lyon,NV01000,NV0100000,1975,Nevada,7140,32,019,32019,26,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yerington,NV01001,NV0100100,1975,Nevada,2600,32,019,32019,9,8,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mineral,NV01100,NV0110000,1975,Nevada,8e3,32,021,32021,17,13,4,0,0,0,0,0,6,1,0,0,5,0,4,1,0,0,0,1,6,2,0,0,0,0,0,0,0,0,2,2
Nye,NV01200,NV0120000,1975,Nevada,4818,32,023,32023,28,24,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carson City County,NV01300,NV0130000,1975,Nevada,26432,32,510,32510,43,35,8,0,0,0,0,0,8,0,0,1,7,1,3,1,0,0,1,2,8,2,0,1,0,0,0,1,0,0,1,3
Nevada Highway Patrol,NV01399,NV0139900,1975,Nevada,0,32,510,32510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pershing,NV01400,NV0140000,1975,Nevada,1158,32,027,32027,9,5,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lovelock,NV01401,NV0140100,1975,Nevada,1512,32,027,32027,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Storey,NV01500,NV0150000,1975,Nevada,997,32,029,32029,12,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washoe,NV01600,NV0160000,1975,Nevada,35354,32,031,32031,121,112,9,39,3,36,0,0,11,1,0,1,9,0,6,4,0,0,1,0,11,1,0,0,6,0,1,2,0,0,1,0
Reno,NV01601,NV0160100,1975,Nevada,85e3,32,031,32031,233,225,8,70,18,52,0,0,6,2,0,1,3,0,0,1,0,2,1,2,6,5,0,0,0,0,1,0,0,0,0,0
Sparks,NV01602,NV0160200,1975,Nevada,33800,32,031,32031,63,59,4,18,4,14,0,0,20,0,0,4,16,0,2,13,0,0,1,4,20,3,0,0,6,0,4,3,0,0,4,0
University Of Nevada,NV01603,NV0160300,1975,Nevada,0,32,031,32031,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White Pine,NV01700,NV0170000,1975,Nevada,7356,32,033,32033,16,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ely,NV01701,NV0170100,1975,Nevada,4572,32,033,32033,12,12,0,1,0,1,0,0,2,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1
Lake Mead Nra,NVDI001,NA,1976,Nevada,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lehman Caves Nm,NVDI002,NA,1976,Nevada,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Churchill County,NV00100,NV0010000,1976,Nevada,12408,32,001,32001,11,11,0,3,1,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Fallon,NV00101,NV0010100,1976,Nevada,4892,32,001,32001,10,10,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clark County,NV00200,NV0020000,1976,Nevada,0,32,003,32003,298,281,17,119,19,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Las Vegas,NV00201,NV0020100,1976,Nevada,265347,32,003,32003,722,699,23,256,36,220,0,0,83,9,1,14,59,43,11,1,3,2,4,19,83,19,0,0,12,2,25,4,0,0,10,11
North Las Vegas,NV00202,NV0020200,1976,Nevada,43659,32,003,32003,99,94,5,43,6,37,2,0,37,1,2,10,24,7,9,15,0,1,2,3,35,8,0,0,3,0,13,7,0,1,4,1
Henderson,NV00203,NV0020300,1976,Nevada,20658,32,003,32003,40,38,2,11,1,10,0,0,24,0,0,0,24,0,3,9,0,1,1,10,24,6,2,0,3,0,11,1,0,0,1,0
Boulder City,NV00204,NV0020400,1976,Nevada,8289,32,003,32003,11,11,0,4,0,4,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Douglas,NV00300,NV0030000,1976,Nevada,11689,32,005,32005,56,41,15,0,0,0,0,0,20,0,0,0,20,0,0,2,0,0,1,17,20,1,0,0,2,0,14,1,0,0,2,0
Elko,NV00400,NV0040000,1976,Nevada,4700,32,007,32007,13,11,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elko,NV00401,NV0040100,1976,Nevada,8460,32,007,32007,19,19,0,6,0,6,0,0,4,0,0,0,4,0,0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0
Carlin,NV00402,NV0040200,1976,Nevada,1301,32,007,32007,5,4,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0
Wells,NV00403,NV0040300,1976,Nevada,1090,32,007,32007,6,5,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Esmeralda,NV00500,NV0050000,1976,Nevada,711,32,009,32009,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eureka,NV00600,NV0060000,1976,Nevada,1118,32,011,32011,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Humboldt,NV00700,NV0070000,1976,Nevada,3337,32,013,32013,7,7,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winnemucca,NV00701,NV0070100,1976,Nevada,4083,32,013,32013,9,9,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lander,NV00800,NV0080000,1976,Nevada,3049,32,015,32015,20,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lincoln,NV00900,NV0090000,1976,Nevada,1483,32,017,32017,6,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caliente,NV00901,NV0090100,1976,Nevada,1058,32,017,32017,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lyon,NV01000,NV0100000,1976,Nevada,9713,32,019,32019,25,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yerington,NV01001,NV0100100,1976,Nevada,3537,32,019,32019,9,8,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Mineral,NV01100,NV0110000,1976,Nevada,6505,32,021,32021,17,12,5,0,0,0,0,0,3,0,0,1,2,0,2,0,0,0,1,0,3,2,0,0,0,0,1,0,0,0,0,0
Nye,NV01200,NV0120000,1976,Nevada,5489,32,023,32023,28,24,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carson City County,NV01300,NV0130000,1976,Nevada,25715,32,510,32510,54,43,11,0,0,0,0,0,26,2,1,0,23,6,5,12,0,2,0,1,26,7,2,1,3,0,5,3,0,2,3,0
Nevada Highway Patrol,NV01399,NV0139900,1976,Nevada,0,32,510,32510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pershing,NV01400,NV0140000,1976,Nevada,1279,32,027,32027,9,5,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lovelock,NV01401,NV0140100,1976,Nevada,1669,32,027,32027,6,6,0,1,0,1,0,0,10,0,0,0,10,0,6,2,0,0,0,2,10,1,0,0,3,0,2,0,0,0,4,0
Storey,NV01500,NV0150000,1976,Nevada,1016,32,029,32029,11,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washoe,NV01600,NV0160000,1976,Nevada,33846,32,031,32031,121,112,9,39,3,36,0,0,4,0,0,0,4,0,1,3,0,0,0,0,4,0,0,0,0,0,0,0,0,1,2,1
Reno,NV01601,NV0160100,1976,Nevada,81376,32,031,32031,224,218,6,74,26,48,0,0,2,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0
Sparks,NV01602,NV0160200,1976,Nevada,32359,32,031,32031,63,59,4,18,4,14,0,0,25,1,2,2,20,2,0,18,0,1,0,4,23,12,0,0,1,0,4,1,0,2,5,0
University Of Nevada,NV01603,NV0160300,1976,Nevada,0,32,031,32031,7,7,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
White Pine,NV01700,NV0170000,1976,Nevada,6268,32,033,32033,16,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ely,NV01701,NV0170100,1976,Nevada,3896,32,033,32033,12,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lake Mead Nra,NVDI001,NA,1977,Nevada,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lehman Caves Nm,NVDI002,NA,1977,Nevada,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Churchill County,NV00100,NV0010000,1977,Nevada,8857,32,001,32001,11,11,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fallon,NV00101,NV0010100,1977,Nevada,3492,32,001,32001,12,12,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clark County,NV00200,NV0020000,1977,Nevada,0,32,003,32003,298,281,17,119,19,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Las Vegas Metro Pd Juris,NV00201,NV0020100,1977,Nevada,279791,32,003,32003,738,714,24,272,23,249,0,0,98,13,10,12,63,30,33,5,5,4,3,18,98,36,0,0,14,1,28,12,0,0,5,2
North Las Vegas,NV00202,NV0020200,1977,Nevada,46035,32,003,32003,90,89,1,53,8,45,0,0,31,2,0,3,26,3,7,16,1,2,0,2,31,6,0,0,1,0,18,2,0,1,1,2
Henderson,NV00203,NV0020300,1977,Nevada,21782,32,003,32003,40,39,1,17,8,9,0,0,15,0,0,0,15,0,0,12,0,0,2,1,14,3,1,0,0,0,10,1,0,0,0,0
Boulder City,NV00204,NV0020400,1977,Nevada,8740,32,003,32003,11,11,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Douglas,NV00300,NV0030000,1977,Nevada,12452,32,005,32005,61,49,12,7,1,6,0,0,14,0,0,3,11,1,4,2,0,0,1,6,13,1,0,0,0,1,6,0,0,0,1,5
Elko,NV00400,NV0040000,1977,Nevada,4861,32,007,32007,15,13,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elko,NV00401,NV0040100,1977,Nevada,8750,32,007,32007,22,22,0,6,6,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Carlin,NV00402,NV0040200,1977,Nevada,1346,32,007,32007,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wells,NV00403,NV0040300,1977,Nevada,1127,32,007,32007,7,7,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Esmeralda,NV00500,NV0050000,1977,Nevada,830,32,009,32009,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eureka,NV00600,NV0060000,1977,Nevada,1245,32,011,32011,8,5,3,0,0,0,0,0,4,2,0,1,1,0,1,1,0,0,0,2,2,2,0,0,0,0,0,0,2,0,0,0
Humboldt,NV00700,NV0070000,1977,Nevada,3314,32,013,32013,7,7,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winnemucca,NV00701,NV0070100,1977,Nevada,4054,32,013,32013,12,12,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lander,NV00800,NV0080000,1977,Nevada,3217,32,015,32015,19,12,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lincoln,NV00900,NV0090000,1977,Nevada,1696,32,017,32017,10,10,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caliente,NV00901,NV0090100,1977,Nevada,1210,32,017,32017,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lyon,NV01000,NV0100000,1977,Nevada,7987,32,019,32019,25,18,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
Yerington,NV01001,NV0100100,1977,Nevada,2909,32,019,32019,8,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mineral,NV01100,NV0110000,1977,Nevada,6538,32,021,32021,18,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nye,NV01200,NV0120000,1977,Nevada,6122,32,023,32023,37,29,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carson City County,NV01300,NV0130000,1977,Nevada,27603,32,510,32510,63,47,16,4,0,4,0,0,50,2,2,0,46,7,6,37,0,0,0,0,50,28,2,2,0,3,0,6,0,0,9,0
Nevada Highway Patrol,NV01399,NV0139900,1977,Nevada,0,32,510,32510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pershing,NV01400,NV0140000,1977,Nevada,1261,32,027,32027,8,2,6,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Lovelock,NV01401,NV0140100,1977,Nevada,1645,32,027,32027,8,7,1,0,0,0,0,0,7,0,0,1,6,1,5,1,0,0,0,0,5,2,0,0,4,0,1,0,0,0,0,0
Storey,NV01500,NV0150000,1977,Nevada,1141,32,029,32029,11,10,1,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0
Washoe,NV01600,NV0160000,1977,Nevada,35460,32,031,32031,119,109,10,45,8,37,0,0,30,1,1,0,28,5,14,11,0,0,0,0,30,10,0,0,7,2,2,7,0,0,2,0
Reno,NV01601,NV0160100,1977,Nevada,85256,32,031,32031,227,219,8,64,20,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sparks,NV01602,NV0160200,1977,Nevada,33902,32,031,32031,63,58,5,22,1,21,0,0,2,0,0,0,2,0,1,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0
University Of Nevada,NV01603,NV0160300,1977,Nevada,0,32,031,32031,11,10,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White Pine,NV01700,NV0170000,1977,Nevada,6399,32,033,32033,16,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ely,NV01701,NV0170100,1977,Nevada,3978,32,033,32033,12,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lake Mead Nra,NVDI001,NA,1978,Nevada,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lehman Caves Nm,NVDI002,NA,1978,Nevada,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Churchill County,NV00100,NV0010000,1978,Nevada,8490,32,001,32001,11,11,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fallon,NV00101,NV0010100,1978,Nevada,4211,32,001,32001,13,13,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clark County,NV00200,NV0020000,1978,Nevada,0,32,003,32003,298,281,17,119,19,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Las Vegas Metro Pd Juris,NV00201,NV0020100,1978,Nevada,288865,32,003,32003,577,553,24,445,205,240,1,0,127,5,12,12,98,46,37,13,1,1,4,25,113,26,1,0,36,2,45,7,0,0,6,4
North Las Vegas,NV00202,NV0020200,1978,Nevada,51403,32,003,32003,106,98,8,38,3,35,0,0,56,1,4,8,43,2,9,36,1,4,1,3,54,9,2,0,2,3,26,8,0,0,3,3
Henderson,NV00203,NV0020300,1978,Nevada,20832,32,003,32003,41,40,1,22,12,10,0,0,5,0,0,0,5,0,0,5,0,0,0,0,5,2,0,0,0,2,0,0,0,0,1,0
Boulder City,NV00204,NV0020400,1978,Nevada,6805,32,003,32003,13,13,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Douglas,NV00300,NV0030000,1978,Nevada,12239,32,005,32005,51,51,0,19,3,16,0,0,24,0,1,1,22,0,4,1,0,0,3,16,24,1,0,0,1,7,10,4,0,0,0,1
Elko,NV00400,NV0040000,1978,Nevada,4197,32,007,32007,16,13,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elko,NV00401,NV0040100,1978,Nevada,9379,32,007,32007,22,22,0,8,0,8,0,0,3,1,0,0,2,0,2,1,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,0
Carlin,NV00402,NV0040200,1978,Nevada,1292,32,007,32007,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wells,NV00403,NV0040300,1978,Nevada,1132,32,007,32007,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Esmeralda,NV00500,NV0050000,1978,Nevada,985,32,009,32009,6,5,1,3,2,1,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Eureka,NV00600,NV0060000,1978,Nevada,1083,32,011,32011,7,5,2,23,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Humboldt,NV00700,NV0070000,1978,Nevada,3198,32,013,32013,12,12,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winnemucca,NV00701,NV0070100,1978,Nevada,4702,32,013,32013,12,12,0,4,1,3,0,0,2,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Lander,NV00800,NV0080000,1978,Nevada,3500,32,015,32015,20,13,7,0,0,0,0,0,4,2,0,0,2,3,1,0,0,0,0,0,4,3,0,0,0,0,0,1,0,0,0,0
Lincoln,NV00900,NV0090000,1978,Nevada,2350,32,017,32017,10,9,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caliente,NV00901,NV0090100,1978,Nevada,1150,32,017,32017,4,4,0,1,1,0,0,0,2,0,0,0,2,0,1,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
Lyon,NV01000,NV0100000,1978,Nevada,9388,32,019,32019,29,22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yerington,NV01001,NV0100100,1978,Nevada,2912,32,019,32019,7,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mineral,NV01100,NV0110000,1978,Nevada,6229,32,021,32021,17,12,5,0,0,0,0,0,4,0,0,0,4,2,0,2,0,0,0,0,4,1,0,0,0,0,1,0,0,0,2,0
Nye,NV01200,NV0120000,1978,Nevada,7526,32,023,32023,41,32,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carson City County,NV01300,NV0130000,1978,Nevada,28800,32,510,32510,60,50,10,4,0,4,0,0,49,11,4,3,31,11,10,23,0,5,0,0,49,23,4,3,0,1,3,5,0,0,10,0
