agency,year,state,population,ORI,total_officers,female_employees_officers,male_employees_officers,total_civilians,female_employees_civilians,male_employees_civilians,officers_killed_accident,officers_killed_felony,assault_injury_total,assault_injury_gun,assault_injury_knife,assault_injury_hand_feet,assault_injury_other,assault_no_injury_total,assault_no_injury_gun,assault_no_injury_knife,assault_no_injury_hand_feet,assault_no_injury_other,total_assault_total,total_assault_gun,total_assault_knife,total_assault_hand_feet,total_assault_other,all_oth_total_assault,ambush_total_assault,att_oth_arrest_total_assault,burglary_total_assault,civil_disorder_total_assault,cust_prisoners_total_assault,deranged_total_assault,disturbance_total_assault,robbery_total_assault,susp_pers_total_assault,traffic_total_assault
State Police Charles Town,2016,West Virginia,0,WVWSP05,14,0,14,7,2,5,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
State Police Charles Town,2015,West Virginia,0,WVWSP05,16,0,16,1,1,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,1,0,0,0,0,0,0,2,0,0,0
State Police Charles Town,2013,West Virginia,0,WVWSP05,15,0,15,1,1,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0
State Police Charles Town,2012,West Virginia,0,WVWSP05,13,0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Charles Town,2011,West Virginia,0,WVWSP05,12,0,12,1,1,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1
State Police Charles Town,2010,West Virginia,0,WVWSP05,10,0,10,1,1,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
State Police Charles Town,2009,West Virginia,0,WVWSP05,11,0,11,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
State Police Charles Town,2007,West Virginia,0,WVWSP05,12,0,12,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State Police Charles Town,2006,West Virginia,0,WVWSP05,14,0,14,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State Police Charles Town,2005,West Virginia,0,WVWSP05,10,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Charles Town,2004,West Virginia,0,WVWSP05,14,1,13,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Charles Town,2003,West Virginia,0,WVWSP05,12,0,12,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Charles Town,2002,West Virginia,0,WVWSP05,13,0,13,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Charles Town,2001,West Virginia,0,WVWSP05,15,0,15,11,5,6,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
State Police Charles Town,2000,West Virginia,0,WVWSP05,14,0,14,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
