agency,year,state,population,ORI,total_officers,female_employees_officers,male_employees_officers,total_civilians,female_employees_civilians,male_employees_civilians,officers_killed_accident,officers_killed_felony,assault_injury_total,assault_injury_gun,assault_injury_knife,assault_injury_hand_feet,assault_injury_other,assault_no_injury_total,assault_no_injury_gun,assault_no_injury_knife,assault_no_injury_hand_feet,assault_no_injury_other,total_assault_total,total_assault_gun,total_assault_knife,total_assault_hand_feet,total_assault_other,all_oth_total_assault,ambush_total_assault,att_oth_arrest_total_assault,burglary_total_assault,civil_disorder_total_assault,cust_prisoners_total_assault,deranged_total_assault,disturbance_total_assault,robbery_total_assault,susp_pers_total_assault,traffic_total_assault
Tea Police Department,2016,South Dakota,5064,SD04105,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tea Police Department,2015,South Dakota,4718,SD04105,6,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Tea Police Department,2014,South Dakota,4583,SD04105,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tea Police Department,2013,South Dakota,4459,SD04105,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tea Police Department,2012,South Dakota,4021,SD04105,6,1,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Tea Police Department,2011,South Dakota,3852,SD04105,6,1,5,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0
Tea Police Department,2010,South Dakota,3806,SD04105,5,1,4,0,0,0,0,0,3,0,0,3,0,2,0,0,1,1,5,0,0,4,1,0,0,1,0,0,0,0,1,0,0,3
Tea Police Department,2009,South Dakota,4073,SD04105,5,1,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,2,0,0,0,0,0,0,0,1
Tea Police Department,2008,South Dakota,4373,SD04105,5,2,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tea Police Department,2007,South Dakota,2922,SD04105,3,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tea Police Department,2006,South Dakota,2474,SD04105,4,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tea Police Department,2005,South Dakota,2262,SD04105,4,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tea Police Department,2004,South Dakota,2004,SD04105,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tea Police Department,2003,South Dakota,1954,SD04105,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tea Police Department,2002,South Dakota,1756,SD04105,3,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tea Police Department,2001,South Dakota,1746,SD04105,3,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tea Police Department,2000,South Dakota,1742,SD04105,3,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
