agency,ORI,ORI9,year,state,population,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,total_officers,male_employees_officers,female_employees_officers,total_civilians,male_employees_civilians,female_employees_civilians,officers_killed_felony,officers_killed_accident,total_assault_total,total_assault_gun,total_assault_knife,total_assault_other,total_assault_hand_feet,total_assault_2man_veh,total_assault_1man_alone,total_assault_1man_assist,total_assault_det_alone,total_assault_det_assist,total_assault_oth_alone,total_assault_oth_assist,total_assault_clear,disturbance_total_assault,burglary_total_assault,robbery_total_assault,att_oth_arrest_total_assault,civil_disorder_total_assault,cust_prisoners_total_assault,susp_pers_total_assault,ambush_total_assault,deranged_total_assault,traffic_total_assault,all_oth_total_assault
Mullica Twp,NJ00117,NJ0011700,1975,New Jersey,3499,34,001,34001,9,9,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northfield,NJ00118,NJ0011800,1975,New Jersey,8911,34,001,34001,22,22,0,2,2,0,0,0,2,0,0,0,2,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1
Pleasantville,NJ00119,NJ0011900,1975,New Jersey,13975,34,001,34001,40,40,0,3,0,3,0,0,25,0,0,3,22,17,0,1,0,0,3,4,23,2,1,0,4,6,2,2,0,0,3,5
Somers Point,NJ00121,NJ0012100,1975,New Jersey,8715,34,001,34001,26,26,0,1,0,1,0,0,10,0,0,0,10,6,3,1,0,0,0,0,11,0,0,0,9,0,1,0,0,0,0,0
Ventnor City,NJ00122,NJ0012200,1975,New Jersey,10269,34,001,34001,27,27,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spt Bergen Co,NJ002PT,NJ002PT00,1975,New Jersey,0,34,003,34003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bergen Sp,NJ002SP,NJ002SP00,1975,New Jersey,0,34,003,34003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bergen,NJ00200,NJ0020000,1975,New Jersey,0,34,003,34003,216,196,20,32,18,14,0,0,13,0,0,0,13,12,0,0,0,0,0,1,13,2,0,0,1,0,4,2,0,0,1,3
Allendale,NJ00201,NJ0020100,1975,New Jersey,6289,34,003,34003,13,13,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alpine,NJ00202,NJ0020200,1975,New Jersey,1368,34,003,34003,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bergenfield,NJ00203,NJ0020300,1975,New Jersey,28737,34,003,34003,51,51,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bogota,NJ00204,NJ0020400,1975,New Jersey,8931,34,003,34003,19,19,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0
Carlstadt,NJ00205,NJ0020500,1975,New Jersey,6761,34,003,34003,24,24,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliffside Park,NJ00206,NJ0020600,1975,New Jersey,19186,34,003,34003,41,41,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Closter,NJ00207,NJ0020700,1975,New Jersey,8557,34,003,34003,18,18,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Cresskill,NJ00208,NJ0020800,1975,New Jersey,8158,34,003,34003,18,18,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Demarest,NJ00209,NJ0020900,1975,New Jersey,5113,34,003,34003,10,10,0,0,0,0,0,0,2,0,0,0,2,1,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0
Dumont,NJ00210,NJ0021000,1975,New Jersey,20096,34,003,34003,35,35,0,1,0,1,0,0,3,0,0,0,3,0,2,1,0,0,0,0,3,0,0,0,1,0,1,1,0,0,0,0
Elmwood Park,NJ00211,NJ0021100,1975,New Jersey,20568,34,003,34003,36,36,0,7,5,2,0,0,2,0,0,0,2,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1
East Rutherford,NJ00212,NJ0021200,1975,New Jersey,8577,34,003,34003,26,26,0,6,2,4,0,0,2,0,0,0,2,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
Edgewater,NJ00213,NJ0021300,1975,New Jersey,5044,34,003,34003,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emerson,NJ00214,NJ0021400,1975,New Jersey,8414,34,003,34003,16,16,0,0,0,0,0,0,7,0,0,0,7,2,4,1,0,0,0,0,7,1,0,0,1,0,0,3,0,0,2,0
Englewood,NJ00215,NJ0021500,1975,New Jersey,24175,34,003,34003,79,79,0,20,8,12,0,1,8,0,0,0,8,2,3,3,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0
Englewood Cliffs,NJ00216,NJ0021600,1975,New Jersey,5856,34,003,34003,26,26,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fair Lawn,NJ00217,NJ0021700,1975,New Jersey,37250,34,003,34003,50,50,0,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairview,NJ00218,NJ0021800,1975,New Jersey,10663,34,003,34003,25,25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Lee,NJ00219,NJ0021900,1975,New Jersey,31419,34,003,34003,79,79,0,3,0,3,0,0,7,2,0,0,5,7,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,4
Franklin Lakes,NJ00220,NJ0022000,1975,New Jersey,7785,34,003,34003,16,16,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garfield,NJ00221,NJ0022100,1975,New Jersey,30971,34,003,34003,52,52,0,19,12,7,0,0,6,0,0,1,5,6,0,0,0,0,0,0,6,2,0,0,0,0,4,0,0,0,0,0
Glen Rock,NJ00222,NJ0022200,1975,New Jersey,12848,34,003,34003,25,25,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hackensack,NJ00223,NJ0022300,1975,New Jersey,36477,34,003,34003,106,106,0,18,6,12,0,0,33,0,4,0,29,2,15,8,1,0,3,4,33,6,0,0,9,0,2,6,0,0,8,2
Harrington Park,NJ00224,NJ0022400,1975,New Jersey,4891,34,003,34003,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hasbrouck Heights,NJ00225,NJ0022500,1975,New Jersey,13399,34,003,34003,29,29,0,2,0,2,0,0,2,0,0,1,1,0,0,1,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0
Haworth,NJ00226,NJ0022600,1975,New Jersey,3720,34,003,34003,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hillsdale,NJ00227,NJ0022700,1975,New Jersey,11800,34,003,34003,23,23,0,1,0,1,0,0,3,1,0,0,2,0,3,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0
Hohokus,NJ00228,NJ0022800,1975,New Jersey,4301,34,003,34003,13,13,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Leonia,NJ00229,NJ0022900,1975,New Jersey,8774,34,003,34003,19,19,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Ferry,NJ00230,NJ0023000,1975,New Jersey,9497,34,003,34003,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lodi,NJ00231,NJ0023100,1975,New Jersey,25765,34,003,34003,45,45,0,6,1,5,0,0,2,0,1,0,1,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0
Lyndhurst Twp,NJ00232,NJ0023200,1975,New Jersey,22684,34,003,34003,46,46,0,3,0,3,0,0,9,0,0,0,9,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9
Mahwah Township,NJ00233,NJ0023300,1975,New Jersey,11165,34,003,34003,36,36,0,2,0,2,0,0,3,0,0,1,2,0,0,3,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0
Maywood,NJ00234,NJ0023400,1975,New Jersey,10919,34,003,34003,23,23,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Midland Park,NJ00235,NJ0023500,1975,New Jersey,8158,34,003,34003,10,10,0,2,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Montvale,NJ00236,NJ0023600,1975,New Jersey,7489,34,003,34003,20,20,0,1,0,1,0,0,4,0,0,0,4,0,2,2,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0
Moonachie,NJ00237,NJ0023700,1975,New Jersey,2987,34,003,34003,10,10,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Milford,NJ00238,NJ0023800,1975,New Jersey,18969,34,003,34003,31,31,0,3,0,3,0,0,7,0,0,0,7,0,1,6,0,0,0,0,7,1,0,0,0,0,0,0,0,0,3,3
North Arlington,NJ00239,NJ0023900,1975,New Jersey,17877,34,003,34003,43,43,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northvale,NJ00240,NJ0024000,1975,New Jersey,5300,34,003,34003,10,10,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Norwood,NJ00241,NJ0024100,1975,New Jersey,4458,34,003,34003,10,10,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Oakland,NJ00242,NJ0024200,1975,New Jersey,14856,34,003,34003,29,29,0,1,0,1,0,0,9,0,0,2,7,4,2,0,0,0,0,3,9,3,0,0,0,0,0,5,0,1,0,0
Old Tappan,NJ00243,NJ0024300,1975,New Jersey,4015,34,003,34003,9,9,0,1,0,1,0,0,2,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,1,0,0,0,0
Oradell,NJ00244,NJ0024400,1975,New Jersey,8759,34,003,34003,20,20,0,1,0,1,0,0,3,0,0,0,3,0,1,2,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0
Palisades Park,NJ00245,NJ0024500,1975,New Jersey,13345,34,003,34003,29,29,0,1,0,1,0,0,14,2,0,0,12,2,2,6,0,0,0,4,14,2,0,0,4,0,0,2,0,0,2,4
Paramus,NJ00246,NJ0024600,1975,New Jersey,28446,34,003,34003,87,87,0,26,17,9,0,0,3,0,0,0,3,0,1,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0
Park Ridge,NJ00247,NJ0024700,1975,New Jersey,8990,34,003,34003,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramsey,NJ00248,NJ0024800,1975,New Jersey,12804,34,003,34003,28,28,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Ridgefield,NJ00249,NJ0024900,1975,New Jersey,11086,34,003,34003,28,28,0,4,1,3,0,0,9,0,1,0,8,0,6,1,1,0,0,1,9,4,0,0,0,0,1,1,0,0,3,0
Ridgefield Park,NJ00250,NJ0025000,1975,New Jersey,13852,34,003,34003,26,26,0,1,1,0,0,0,11,0,0,0,11,6,1,0,1,1,1,1,11,5,0,0,1,0,3,0,0,0,1,1
Ridgewood,NJ00251,NJ0025100,1975,New Jersey,27098,34,003,34003,46,46,0,5,0,5,0,0,3,1,0,0,2,0,2,0,0,0,0,1,3,2,0,0,0,0,0,1,0,0,0,0
River Edge,NJ00252,NJ0025200,1975,New Jersey,12538,34,003,34003,22,22,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
River Vale,NJ00253,NJ0025300,1975,New Jersey,8970,34,003,34003,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rochelle Park Twp,NJ00254,NJ0025400,1975,New Jersey,6264,34,003,34003,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rockleigh,NJ00255,NJ0025500,1975,New Jersey,300,34,003,34003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rutherford,NJ00256,NJ0025600,1975,New Jersey,20410,34,003,34003,46,46,0,7,2,5,0,0,3,0,0,0,3,0,1,2,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
Saddle Brook Twp,NJ00257,NJ0025700,1975,New Jersey,16105,34,003,34003,29,29,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Saddle River,NJ00258,NJ0025800,1975,New Jersey,2430,34,003,34003,9,9,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
South Hackensack,NJ00259,NJ0025900,1975,New Jersey,2440,34,003,34003,17,17,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Teaneck Twp,NJ00260,NJ0026000,1975,New Jersey,41585,34,003,34003,89,89,0,9,0,9,0,0,12,0,0,0,12,0,3,5,0,0,2,2,12,1,0,0,1,0,2,1,0,0,0,7
Tenafly,NJ00261,NJ0026100,1975,New Jersey,14300,34,003,34003,30,30,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teterboro,NJ00262,NJ0026200,1975,New Jersey,20,34,003,34003,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper Saddle River,NJ00263,NJ0026300,1975,New Jersey,8026,34,003,34003,15,15,0,4,1,3,0,0,3,0,0,0,3,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0
Waldwick,NJ00264,NJ0026400,1975,New Jersey,12523,34,003,34003,18,18,0,0,0,0,0,0,4,0,0,0,4,0,1,3,0,0,0,0,4,1,0,0,1,0,0,0,0,0,1,1
Wallington,NJ00265,NJ0026500,1975,New Jersey,10707,34,003,34003,20,20,0,7,6,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Washington Township,NJ00266,NJ0026600,1975,New Jersey,10698,34,003,34003,20,20,0,0,0,0,0,0,2,0,0,0,2,1,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0
Westwood,NJ00267,NJ0026700,1975,New Jersey,11249,34,003,34003,27,26,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Woodcliff Lake,NJ00268,NJ0026800,1975,New Jersey,5530,34,003,34003,14,14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wood Ridge,NJ00269,NJ0026900,1975,New Jersey,8375,34,003,34003,21,21,0,1,0,1,0,0,6,0,0,1,5,6,0,0,0,0,0,0,6,3,0,0,0,0,2,1,0,0,0,0
Wyckoff,NJ00270,NJ0027000,1975,New Jersey,16214,34,003,34003,23,23,0,0,0,0,0,0,2,0,0,0,2,0,1,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
Bergen County Pd,NJ00271,NJ0027100,1975,New Jersey,0,34,003,34003,90,90,0,20,15,5,0,0,5,0,0,0,5,0,4,1,0,0,0,0,5,1,0,0,3,0,0,0,0,0,1,0
Spt Burlington Co,NJ003PT,NJ003PT00,1975,New Jersey,0,34,005,34005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burlington County Sp,NJ003SP,NJ003SP00,1975,New Jersey,0,34,005,34005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burlington County,NJ00300,NJ0030000,1975,New Jersey,36464,34,005,34005,109,88,21,14,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beverly,NJ00302,NJ0030200,1975,New Jersey,3203,34,005,34005,4,4,0,2,0,2,0,0,6,0,0,2,4,3,1,1,0,0,0,1,6,0,0,0,5,0,0,0,0,0,0,1
Bordentown,NJ00303,NJ0030300,1975,New Jersey,4527,34,005,34005,7,7,0,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bordentown Township,NJ00304,NJ0030400,1975,New Jersey,7681,34,005,34005,9,9,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burlington,NJ00305,NJ0030500,1975,New Jersey,11544,34,005,34005,31,31,0,4,4,0,0,0,7,0,0,1,6,0,0,1,0,0,5,1,7,1,0,0,4,0,1,0,0,0,0,1
Burlington Township,NJ00306,NJ0030600,1975,New Jersey,12095,34,005,34005,23,23,0,6,3,3,0,0,4,0,0,0,4,1,1,2,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0
Cinnaminson Township,NJ00308,NJ0030800,1975,New Jersey,17242,34,005,34005,25,25,0,3,1,2,0,0,6,0,0,1,5,2,2,2,0,0,0,0,6,2,0,0,1,0,3,0,0,0,0,0
Delanco Township,NJ00309,NJ0030900,1975,New Jersey,4153,34,005,34005,8,8,0,0,0,0,0,0,3,0,0,0,3,0,2,0,0,0,1,0,3,1,0,0,2,0,0,0,0,0,0,0
Delran Township,NJ00310,NJ0031000,1975,New Jersey,11386,34,005,34005,18,18,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastampton Twp,NJ00311,NJ0031100,1975,New Jersey,2879,34,005,34005,5,5,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Edgewater Park Twp,NJ00312,NJ0031200,1975,New Jersey,8409,34,005,34005,11,11,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evesham Township,NJ00313,NJ0031300,1975,New Jersey,15845,34,005,34005,24,24,0,5,1,4,0,0,3,0,0,0,3,1,2,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,1
Florence Township,NJ00315,NJ0031500,1975,New Jersey,8759,34,005,34005,13,13,0,5,4,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Willingboro Township,NJ00317,NJ0031700,1975,New Jersey,44926,34,005,34005,52,52,0,14,6,8,0,0,18,0,0,1,17,0,4,12,0,0,0,2,18,1,0,0,11,0,3,1,0,0,0,2
Lumberton Township,NJ00318,NJ0031800,1975,New Jersey,4537,34,005,34005,11,11,0,0,0,0,0,0,3,0,2,0,1,0,0,1,0,0,0,2,3,1,0,0,0,0,2,0,0,0,0,0
Maple Shade Twp,NJ00320,NJ0032000,1975,New Jersey,18005,34,005,34005,28,28,0,5,2,3,0,0,9,0,0,3,6,2,5,0,1,1,0,0,9,0,0,0,3,0,2,2,0,0,2,0
Medford Township,NJ00321,NJ0032100,1975,New Jersey,9748,34,005,34005,17,17,0,5,4,1,0,0,2,0,1,0,1,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1
Medford Lakes,NJ00322,NJ0032200,1975,New Jersey,4911,34,005,34005,8,8,0,1,0,1,0,0,5,0,0,0,5,1,4,0,0,0,0,0,5,1,0,0,0,0,0,2,0,0,1,1
Moorestown Township,NJ00323,NJ0032300,1975,New Jersey,15692,34,005,34005,28,28,0,9,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Holly,NJ00324,NJ0032400,1975,New Jersey,12946,34,005,34005,20,20,0,6,5,1,2,0,16,1,0,0,15,2,9,1,0,0,1,3,16,3,0,0,5,0,5,0,0,1,0,2
Mount Laurel Township,NJ00325,NJ0032500,1975,New Jersey,12257,34,005,34005,26,26,0,8,2,6,0,0,11,0,0,0,11,2,5,4,0,0,0,0,11,2,0,0,3,0,2,2,0,0,2,0
New Hanover Twp,NJ00326,NJ0032600,1975,New Jersey,10816,34,005,34005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Hanover Township,NJ00327,NJ0032700,1975,New Jersey,8592,34,005,34005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palmyra,NJ00328,NJ0032800,1975,New Jersey,7066,34,005,34005,13,13,0,5,4,1,0,0,3,0,0,0,3,0,0,2,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,1
Pemberton,NJ00329,NJ0032900,1975,New Jersey,1417,34,005,34005,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Pemberton Township,NJ00330,NJ0033000,1975,New Jersey,20947,34,005,34005,26,26,0,6,3,3,0,0,14,0,0,0,14,0,4,10,0,0,0,0,14,5,0,0,3,0,1,1,0,0,4,0
Riverside,NJ00331,NJ0033100,1975,New Jersey,8601,34,005,34005,10,10,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
