agency,ORI,ORI9,year,state,population,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,total_officers,male_employees_officers,female_employees_officers,total_civilians,male_employees_civilians,female_employees_civilians,officers_killed_felony,officers_killed_accident,total_assault_total,total_assault_gun,total_assault_knife,total_assault_other,total_assault_hand_feet,total_assault_2man_veh,total_assault_1man_alone,total_assault_1man_assist,total_assault_det_alone,total_assault_det_assist,total_assault_oth_alone,total_assault_oth_assist,total_assault_clear,disturbance_total_assault,burglary_total_assault,robbery_total_assault,att_oth_arrest_total_assault,civil_disorder_total_assault,cust_prisoners_total_assault,susp_pers_total_assault,ambush_total_assault,deranged_total_assault,traffic_total_assault,all_oth_total_assault
Anderson,SC00401,SC0040100,1975,South Carolina,31e3,45,007,45007,62,62,0,11,3,8,0,1,12,0,0,2,10,6,1,0,0,0,0,5,6,2,5,0,5,0,0,0,0,0,0,0
Belton,SC00402,SC0040200,1975,South Carolina,6495,45,007,45007,15,14,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honea Path,SC00403,SC0040300,1975,South Carolina,4012,45,007,45007,14,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pendleton,SC00404,SC0040400,1975,South Carolina,2412,45,007,45007,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Williamston,SC00405,SC0040500,1975,South Carolina,3681,45,007,45007,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iva,SC00406,SC0040600,1975,South Carolina,1027,45,007,45007,7,7,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pelzer,SC00407,SC0040700,1975,South Carolina,120,45,007,45007,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piedmont,SC00408,SC0040800,1975,South Carolina,2306,45,007,45007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starr,SC00409,SC0040900,1975,South Carolina,175,45,007,45007,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Pelzer,SC00410,SC0041000,1975,South Carolina,794,45,007,45007,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bamberg County Sp,SC005SP,SC005SP00,1975,South Carolina,0,45,009,45009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bamberg,SC00500,SC0050000,1975,South Carolina,8400,45,009,45009,6,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bamberg,SC00501,SC0050100,1975,South Carolina,3680,45,009,45009,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,SC00502,SC0050200,1975,South Carolina,3657,45,009,45009,9,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ehrhardt,SC00503,SC0050300,1975,South Carolina,516,45,009,45009,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olar,SC00504,SC0050400,1975,South Carolina,457,45,009,45009,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barnwell County Sp,SC006SP,SC006SP00,1975,South Carolina,0,45,011,45011,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0
Barnwell,SC00600,SC0060000,1975,South Carolina,5793,45,011,45011,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barnwell,SC00601,SC0060100,1975,South Carolina,7504,45,011,45011,10,10,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Williston,SC00602,SC0060200,1975,South Carolina,2873,45,011,45011,8,8,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Blackville,SC00603,SC0060300,1975,South Carolina,2856,45,011,45011,6,6,0,2,2,0,0,0,4,1,0,0,3,1,2,1,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0
Beaufort County Sp,SC007SP,SC007SP00,1975,South Carolina,0,45,013,45013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beaufort,SC00700,SC0070000,1975,South Carolina,44940,45,013,45013,34,32,2,5,3,2,0,0,2,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
Beaufort,SC00701,SC0070100,1975,South Carolina,11069,45,013,45013,23,21,2,11,3,8,0,0,4,0,0,0,4,3,1,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0
Bluffton,SC00702,SC0070200,1975,South Carolina,621,45,013,45013,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Port Royal,SC00703,SC0070300,1975,South Carolina,3362,45,013,45013,6,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemassee,SC00704,SC0070400,1975,South Carolina,794,45,049,45049,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berkeley County Sp,SC008SP,SC008SP00,1975,South Carolina,0,45,015,45015,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Berkeley,SC00800,SC0080000,1975,South Carolina,40393,45,015,45015,15,15,0,11,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moncks Corner,SC00801,SC0080100,1975,South Carolina,2504,45,015,45015,7,7,0,1,1,0,0,0,2,1,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0
Bonneau,SC00802,SC0080200,1975,South Carolina,390,45,015,45015,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goose Creek,SC00803,SC0080300,1975,South Carolina,3956,45,015,45015,8,8,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamestown,SC00804,SC0080400,1975,South Carolina,210,45,015,45015,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St Stephens,SC00805,SC0080500,1975,South Carolina,1750,45,015,45015,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hanahan,SC00806,SC0080600,1975,South Carolina,11600,45,015,45015,8,8,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Calhoun County Sp,SC009SP,SC009SP00,1975,South Carolina,0,45,017,45017,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Calhoun,SC00900,SC0090000,1975,South Carolina,7821,45,017,45017,7,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameron,SC00901,SC0090100,1975,South Carolina,471,45,017,45017,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St Matthews,SC00902,SC0090200,1975,South Carolina,2379,45,017,45017,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charleston County Sp,SC010SP,SC010SP00,1975,South Carolina,0,45,019,45019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charleston County,SC01000,SC0100000,1975,South Carolina,0,45,019,45019,135,135,0,24,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charleston City,SC01001,SC0100100,1975,South Carolina,67441,45,019,45019,174,161,13,52,18,34,0,0,90,0,1,2,87,1,39,46,0,0,1,3,90,48,1,0,7,0,11,9,0,0,8,6
Charleston County Pd,SC01002,SC0100200,1975,South Carolina,126656,45,019,45019,140,137,3,28,7,21,0,0,19,2,0,5,12,0,10,7,0,1,0,1,18,10,0,0,8,0,0,1,0,0,0,0
Mount Pleasant,SC01003,SC0100300,1975,South Carolina,6503,45,019,45019,10,10,0,3,0,3,0,0,4,0,0,0,4,3,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0
Folley Beach,SC01004,SC0100400,1975,South Carolina,1222,45,019,45019,4,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isle Of Palms,SC01005,SC0100500,1975,South Carolina,2807,45,019,45019,3,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lincolnville,SC01006,SC0100600,1975,South Carolina,532,45,019,45019,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sullivans Island,SC01007,SC0100700,1975,South Carolina,1507,45,019,45019,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Charleston,SC01008,SC0100800,1975,South Carolina,54967,45,019,45019,76,71,5,21,3,18,0,0,14,0,0,1,13,0,4,8,0,2,0,0,14,4,0,0,10,0,0,0,0,0,0,0
Cherokee County Sp,SC011SP,SC011SP00,1975,South Carolina,0,45,021,45021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cherokee,SC01100,SC0110000,1975,South Carolina,24078,45,021,45021,25,25,0,7,3,4,0,0,2,0,1,0,1,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
Blacksburg,SC01101,SC0110100,1975,South Carolina,2473,45,021,45021,3,3,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gaffney,SC01102,SC0110200,1975,South Carolina,14949,45,021,45021,21,21,0,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chester County Sp,SC012SP,SC012SP00,1975,South Carolina,0,45,023,45023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chester,SC01200,SC0120000,1975,South Carolina,20222,45,023,45023,22,21,1,0,0,0,0,0,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Chester,SC01201,SC0120100,1975,South Carolina,7304,45,023,45023,17,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Great Falls,SC01202,SC0120200,1975,South Carolina,2850,45,023,45023,7,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Lawn,SC01203,SC0120300,1975,South Carolina,529,45,023,45023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chesterfield County Sp,SC013SP,SC013SP00,1975,South Carolina,0,45,025,45025,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Chesterfield,SC01300,SC0130000,1975,South Carolina,24041,45,025,45025,17,17,0,2,1,1,0,0,7,1,0,2,4,0,2,2,0,0,3,0,6,2,0,0,1,0,3,0,0,0,1,0
Cheraw,SC01301,SC0130100,1975,South Carolina,5805,45,025,45025,21,20,1,1,1,0,0,0,4,2,0,0,2,4,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0
Chesterfield,SC01302,SC0130200,1975,South Carolina,1539,45,025,45025,5,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson,SC01303,SC0130300,1975,South Carolina,616,45,025,45025,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mcbee,SC01304,SC0130400,1975,South Carolina,611,45,025,45025,2,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pageland,SC01305,SC0130500,1975,South Carolina,2118,45,025,45025,8,8,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick,SC01306,SC0130600,1975,South Carolina,434,45,025,45025,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clarendon County Sp,SC014SP,SC014SP00,1975,South Carolina,0,45,027,45027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clarendon,SC01400,SC0140000,1975,South Carolina,20662,45,027,45027,11,11,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manning,SC01401,SC0140100,1975,South Carolina,4194,45,027,45027,12,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summerton,SC01402,SC0140200,1975,South Carolina,1360,45,027,45027,6,6,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turbeville,SC01403,SC0140300,1975,South Carolina,461,45,027,45027,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colleton County Sp,SC015SP,SC015SP00,1975,South Carolina,0,45,029,45029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colleton,SC01500,SC0150000,1975,South Carolina,22114,45,029,45029,11,11,0,7,3,4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Walterboro,SC01501,SC0150100,1975,South Carolina,6476,45,029,45029,19,19,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darlington County Sp,SC016SP,SC016SP00,1975,South Carolina,0,45,031,45031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darlington,SC01600,SC0160000,1975,South Carolina,38587,45,031,45031,22,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darlington,SC01601,SC0160100,1975,South Carolina,7272,45,031,45031,21,19,2,5,3,2,0,0,2,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
Hartsville,SC01602,SC0160200,1975,South Carolina,8341,45,031,45031,28,24,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamar,SC01603,SC0160300,1975,South Carolina,1400,45,031,45031,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Society Hill,SC01604,SC0160400,1975,South Carolina,839,45,031,45031,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dillon County Sp,SC017SP,SC017SP00,1975,South Carolina,0,45,033,45033,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Dillon,SC01700,SC0170000,1975,South Carolina,20379,45,033,45033,14,14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dillon,SC01701,SC0170100,1975,South Carolina,6149,45,033,45033,15,15,0,0,0,0,0,0,5,1,0,0,4,2,3,0,0,0,0,0,5,3,0,0,1,0,1,0,0,0,0,0
Lakeview,SC01702,SC0170200,1975,South Carolina,974,45,033,45033,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latta,SC01703,SC0170300,1975,South Carolina,2e3,45,033,45033,10,9,1,1,1,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,1,0
Sellers,SC01704,SC0170400,1975,South Carolina,598,45,067,45067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dorchester County Sp,SC018SP,SC018SP00,1975,South Carolina,0,45,035,45035,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0
Dorchester,SC01800,SC0180000,1975,South Carolina,32227,45,035,45035,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
St George,SC01801,SC0180100,1975,South Carolina,2349,45,035,45035,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summerville,SC01802,SC0180200,1975,South Carolina,5754,45,035,45035,8,8,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harleyville,SC01803,SC0180300,1975,South Carolina,916,45,035,45035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ridgeville,SC01804,SC0180400,1975,South Carolina,732,45,035,45035,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edgefield County Sp,SC019SP,SC019SP00,1975,South Carolina,0,45,037,45037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edgefield,SC01900,SC0190000,1975,South Carolina,10226,45,037,45037,6,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edgefield,SC01901,SC0190100,1975,South Carolina,2804,45,037,45037,7,7,0,0,0,0,0,0,5,0,0,1,4,1,2,1,0,0,1,0,5,0,0,0,1,0,0,0,0,0,3,1
Johnston,SC01902,SC0190200,1975,South Carolina,2602,45,037,45037,8,7,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trenton,SC01903,SC0190300,1975,South Carolina,368,45,037,45037,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairfield County Sp,SC020SP,SC020SP00,1975,South Carolina,0,45,039,45039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairfield,SC02000,SC0200000,1975,South Carolina,16096,45,039,45039,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winnsboro,SC02001,SC0200100,1975,South Carolina,3400,45,039,45039,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ridgeway,SC02002,SC0200200,1975,South Carolina,436,45,039,45039,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florence County Sp,SC021SP,SC021SP00,1975,South Carolina,0,45,041,45041,0,0,0,0,0,0,0,0,15,0,0,2,13,0,15,0,0,0,0,0,15,0,0,0,1,4,2,0,0,0,8,0
Florence,SC02100,SC0210000,1975,South Carolina,54701,45,041,45041,43,43,0,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florence,SC02101,SC0210100,1975,South Carolina,29225,45,041,45041,58,54,4,8,0,8,0,0,3,2,0,1,0,0,1,0,0,0,2,0,3,0,0,2,0,0,0,0,0,0,1,0
Lake City,SC02102,SC0210200,1975,South Carolina,6791,45,041,45041,19,17,2,1,1,0,0,0,2,0,0,1,1,1,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0
