agency,year,state,population,ORI,female_employees_civilians,female_employees_officers,female_employees_total,male_employees_civilians,male_employees_officers,male_employees_total,total_employees_civilians,total_employees_officers,total_employees_total,officers_killed_by_accident,officers_killed_by_felony,assaults_with_injury_gun,assaults_with_injury_knife,assaults_with_injury_oth_weap,assaults_with_injury_total,assaults_with_injury_unarmed,assaults_no_injury_gun,assaults_no_injury_knife,assaults_no_injury_oth_weap,assaults_no_injury_total,assaults_no_injury_unarmed,ambush_assault_gun,ambush_assault_knife,ambush_assault_oth_weap,ambush_assault_unarmed,ambush_total_assaults,burglary_assault_gun,burglary_assault_knife,burglary_assault_oth_weap,burglary_assault_unarmed,burglary_total_assaults,deranged_assault_gun,deranged_assault_knife,deranged_assault_oth_weap,deranged_assault_unarmed,deranged_total_assaults,disturbance_assault_gun,disturbance_assault_knife,disturbance_assault_oth_weap,disturbance_assault_unarmed,disturbance_total_assaults,oth_arrest_assault_gun,oth_arrest_assault_knife,oth_arrest_assault_oth_weap,oth_arrest_assault_unarmed,oth_arrest_total_assaults,prisoner_assault_gun,prisoner_assault_knife,prisoner_assault_oth_weap,prisoner_assault_unarmed,prisoner_total_assaults,riot_assault_gun,riot_assault_knife,riot_assault_oth_weap,riot_assault_unarmed,riot_total_assaults,robbery_assault_gun,robbery_assault_knife,robbery_assault_oth_weap,robbery_assault_unarmed,robbery_total_assaults,susp_pers_assault_gun,susp_pers_assault_knife,susp_pers_assault_oth_weap,susp_pers_assault_unarmed,susp_pers_total_assaults,traffic_assault_gun,traffic_assault_knife,traffic_assault_oth_weap,traffic_assault_unarmed,traffic_total_assaults,all_other_assault_gun,all_other_assault_knife,all_other_assault_oth_weap,all_other_assault_unarmed,total_assault_gun,total_assault_knife,total_assault_oth_weap,total_assault_unarmed,total_assaults_total
Tempe Police Department,2017,Arizona,186086,AZ00729,89,58,147,50,298,348,139,356,495,0,0,1,3,1,35,30,1,2,7,86,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,35,41,1,0,0,10,11,0,0,0,25,25,0,0,0,0,0,0,0,3,0,3,0,0,0,12,12,0,0,5,6,11,0,0,0,18,2,5,8,106,121
Tempe Police Department,2016,Arizona,178654,AZ00729,92,58,150,46,297,343,138,355,493,0,0,0,0,3,37,34,1,8,9,99,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,67,76,0,0,0,5,5,0,0,0,10,10,0,0,0,1,1,0,0,0,0,0,0,0,0,4,4,1,0,5,4,10,0,0,6,24,1,8,12,115,136
Tempe Police Department,2015,Arizona,175556,AZ00729,95,57,152,41,297,338,136,354,490,0,0,0,1,1,38,36,1,2,3,80,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,74,78,1,0,0,2,3,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,0,0,0,6,6,0,1,0,16,1,3,4,110,118
Tempe Police Department,2014,Arizona,169812,AZ00729,96,56,152,40,293,333,136,349,485,0,0,0,0,3,11,8,2,0,10,43,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,20,32,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,1,1,0,0,2,8,10,0,0,1,2,3,0,0,0,0,2,0,13,39,54
Tempe Police Department,2013,Arizona,168501,AZ00729,97,50,147,41,295,336,138,345,483,0,0,0,0,4,23,19,4,1,16,80,59,0,0,0,0,0,0,0,0,5,5,0,0,0,1,1,1,1,9,32,43,0,0,2,11,13,0,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,4,18,22,0,0,0,7,7,3,0,3,1,4,1,20,78,103
Tempe Police Department,2012,Arizona,166061,AZ00729,96,45,141,41,290,331,137,335,472,0,0,0,0,1,12,11,1,3,12,58,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,26,30,0,0,0,5,5,0,0,2,7,9,0,0,0,0,0,0,1,0,1,2,0,2,4,10,16,1,0,1,2,4,0,0,2,1,1,3,13,53,70
Tempe Police Department,2011,Arizona,164008,AZ00729,96,44,140,43,292,335,139,336,475,0,0,0,0,4,14,10,5,1,21,63,36,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,12,19,31,0,0,4,11,15,0,0,1,1,2,0,0,0,0,0,1,0,0,0,1,3,0,3,10,16,0,1,0,5,6,0,0,5,0,5,1,25,46,77
Tempe Police Department,2010,Arizona,161719,AZ00729,101,46,147,48,292,340,149,338,487,0,0,0,0,0,22,22,0,1,4,47,42,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,2,21,23,0,0,0,22,22,0,0,0,8,8,0,0,0,0,0,0,0,0,1,1,0,0,0,10,10,0,0,2,1,3,0,0,0,0,0,1,4,64,69
Tempe Police Department,2009,Arizona,177486,AZ00729,125,48,173,65,308,373,190,356,546,0,0,0,0,0,9,9,0,3,15,63,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,17,24,0,0,4,24,28,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,2,1,3,0,1,4,3,0,3,15,54,72
Tempe Police Department,2008,Arizona,176388,AZ00729,119,48,167,62,310,372,181,358,539,0,0,0,0,0,12,12,0,0,24,64,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,10,25,35,0,0,7,13,20,0,0,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,1,1,2,0,0,2,3,0,0,24,52,76
Tempe Police Department,2007,Arizona,171320,AZ00729,110,52,162,63,286,349,173,338,511,0,0,0,0,2,16,14,1,1,14,54,38,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,1,4,21,27,0,0,1,11,12,0,0,0,4,4,0,0,0,1,1,0,0,0,0,0,0,0,3,8,11,0,0,3,2,5,0,0,5,2,1,1,16,52,70
Tempe Police Department,2006,Arizona,167303,AZ00729,112,51,163,66,272,338,178,323,501,1,0,0,0,3,16,13,1,2,15,47,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,13,15,1,0,0,5,6,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,14,19,0,0,1,3,4,0,0,3,7,1,2,18,42,63
Tempe Police Department,2005,Arizona,166144,AZ00729,133,46,179,78,283,361,211,329,540,0,0,0,0,5,25,20,2,1,22,69,44,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10,0,0,4,20,24,0,0,1,9,10,0,0,6,9,15,0,0,0,0,0,0,0,0,3,3,0,1,6,10,17,0,0,2,7,9,2,0,0,4,2,1,27,64,94
Tempe Police Department,2004,Arizona,163521,AZ00729,112,51,163,66,290,356,178,341,519,0,0,0,0,2,18,16,2,0,7,42,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,15,17,0,0,0,9,9,0,0,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,3,11,14,0,0,3,4,7,0,0,0,3,2,0,9,49,60
Tempe Police Department,2003,Arizona,163143,AZ00729,100,49,149,67,281,348,167,330,497,0,0,0,0,3,18,15,0,3,13,49,33,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,4,11,15,0,0,3,10,13,0,0,2,6,8,0,0,0,0,0,0,0,0,0,0,0,2,5,11,18,0,0,1,5,6,0,0,0,5,0,3,16,48,67
Tempe Police Department,2002,Arizona,168699,AZ00729,116,52,168,79,287,366,195,339,534,0,0,0,0,5,13,8,0,0,9,61,52,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,13,13,0,0,2,12,14,0,0,0,2,2,0,0,1,1,2,0,0,1,0,1,0,0,10,19,29,0,0,0,6,6,0,0,0,5,0,0,14,60,74
Tempe Police Department,2001,Arizona,164088,AZ00729,106,43,149,52,284,336,158,327,485,0,0,0,0,7,18,11,0,0,13,39,26,0,0,0,0,0,0,0,1,0,1,0,0,2,0,2,0,0,0,11,11,0,0,1,3,4,0,0,8,8,16,0,0,1,0,1,0,0,2,0,2,0,0,3,7,10,0,0,1,3,4,0,0,1,5,0,0,20,37,57
Tempe Police Department,2e3,Arizona,158625,AZ00729,127,45,172,63,246,309,190,291,481,0,0,1,0,1,21,19,2,0,9,34,23,0,0,0,0,0,0,0,1,0,1,0,0,0,5,5,2,0,2,7,11,0,0,1,1,2,0,0,5,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,1,3,4,1,0,0,4,3,0,10,42,55
Tempe Police Department,1999,Arizona,171561,AZ00729,94,44,138,46,286,332,140,330,470,0,0,0,0,4,15,11,4,1,11,28,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,6,3,0,3,6,12,0,0,5,6,11,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,0,0,2,2,4,0,1,0,0,4,1,15,23,43
Tempe Police Department,1998,Arizona,172056,AZ00729,83,36,119,35,227,262,118,263,381,0,0,0,0,3,12,9,4,0,13,38,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,10,0,0,0,4,4,0,0,5,10,15,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,0,0,0,1,1,2,0,7,1,4,0,16,30,50
Tempe Police Department,1997,Arizona,161284,AZ00729,84,28,112,39,236,275,123,264,387,0,0,0,0,3,18,15,0,0,11,37,26,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,10,14,0,0,0,9,9,0,0,4,6,10,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11,0,0,1,3,4,0,0,1,5,0,0,14,41,55
Tempe Police Department,1996,Arizona,156788,AZ00729,86,28,114,34,235,269,120,263,383,0,0,0,0,8,18,10,3,0,14,50,33,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,10,11,0,0,5,8,13,0,0,8,12,20,0,0,0,0,0,0,0,0,0,0,0,0,4,10,14,0,0,3,0,3,3,0,0,2,3,0,22,43,68
Tempe Police Department,1995,Arizona,149352,AZ00729,78,26,104,37,236,273,115,262,377,0,0,0,0,6,20,14,1,2,15,33,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,4,8,0,0,1,7,8,0,0,6,11,17,0,0,0,2,2,0,0,0,0,0,0,0,2,2,4,0,0,4,0,4,0,2,5,2,1,2,21,29,53
Tempe Police Department,1994,Arizona,151152,AZ00729,80,23,103,35,240,275,115,263,378,0,0,0,0,9,27,18,4,2,16,47,25,0,0,0,0,0,0,0,1,1,2,1,0,1,0,2,2,1,8,16,27,1,0,4,2,7,0,0,8,13,21,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,0,0,2,0,2,0,1,0,6,4,2,25,43,74
Tempe Police Department,1993,Arizona,145996,AZ00729,76,21,97,30,220,250,106,241,347,0,0,0,0,4,12,8,3,0,6,33,24,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,14,16,0,0,1,0,1,0,0,4,6,10,0,0,0,0,0,1,0,0,0,1,1,0,2,5,8,0,0,0,4,4,0,0,1,2,3,0,10,32,45
Tempe Police Department,1992,Arizona,148320,AZ00729,76,20,96,33,221,254,109,241,350,0,0,0,0,4,15,11,1,0,6,29,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,0,0,3,11,14,0,0,2,7,9,0,0,0,0,0,0,0,0,0,0,1,0,2,3,6,0,0,1,3,4,0,0,0,6,1,0,10,33,44
Tempe Police Department,1991,Arizona,145146,AZ00729,74,18,92,21,223,244,95,241,336,0,0,0,0,1,14,13,1,1,3,29,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,0,0,1,12,13,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,0,0,1,3,4,0,1,0,3,1,1,4,37,43
Tempe Police Department,1990,Arizona,141865,AZ00729,66,19,85,25,223,248,91,242,333,0,0,0,0,5,19,14,0,0,7,29,22,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,7,8,0,0,2,5,7,0,0,2,14,16,0,0,0,0,0,0,0,0,0,0,0,0,2,8,10,0,0,2,1,3,0,0,2,0,0,0,12,36,48
Tempe Police Department,1989,Arizona,143207,AZ00729,71,17,88,20,216,236,91,233,324,0,0,0,0,5,20,15,2,0,9,31,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,17,0,0,0,3,3,0,0,3,8,11,0,0,1,0,1,0,0,0,0,0,2,0,6,5,13,0,0,0,3,3,0,0,1,2,2,0,14,35,51
Tempe Police Department,1988,Arizona,145280,AZ00729,61,16,77,17,208,225,78,224,302,0,0,1,0,7,19,11,4,0,12,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15,1,0,5,6,12,0,0,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,3,15,18,1,0,2,6,9,3,0,0,1,5,0,19,43,67
Tempe Police Department,1987,Arizona,142450,AZ00729,61,15,76,28,201,229,89,216,305,0,1,0,0,5,22,17,0,0,2,35,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,15,0,0,3,12,15,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,4,4,0,0,1,4,0,0,7,50,57
Tempe Police Department,1986,Arizona,128570,AZ00729,33,15,48,41,192,233,74,207,281,0,0,2,1,5,22,14,6,0,4,33,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,13,16,0,1,3,12,16,0,0,1,5,6,0,0,0,1,1,0,0,1,0,1,3,0,1,4,8,1,0,1,1,3,3,0,0,1,8,1,9,37,55
Tempe Police Department,1985,Arizona,123534,AZ00729,45,18,63,52,150,202,97,168,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tempe Police Department,1984,Arizona,118800,AZ00729,43,9,52,21,166,187,64,175,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tempe Police Department,1983,Arizona,116001,AZ00729,43,9,52,21,166,187,64,175,239,0,0,0,0,2,7,5,3,3,1,45,38,0,0,0,0,0,0,0,0,0,0,0,3,1,1,5,2,0,1,23,26,1,0,0,3,4,0,0,1,9,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,3,3,43,52
