agency,year,state,population,ORI,total_officers,female_employees_officers,male_employees_officers,total_civilians,female_employees_civilians,male_employees_civilians,officers_killed_accident,officers_killed_felony,assault_injury_total,assault_injury_gun,assault_injury_knife,assault_injury_hand_feet,assault_injury_other,assault_no_injury_total,assault_no_injury_gun,assault_no_injury_knife,assault_no_injury_hand_feet,assault_no_injury_other,total_assault_total,total_assault_gun,total_assault_knife,total_assault_hand_feet,total_assault_other,all_oth_total_assault,ambush_total_assault,att_oth_arrest_total_assault,burglary_total_assault,civil_disorder_total_assault,cust_prisoners_total_assault,deranged_total_assault,disturbance_total_assault,robbery_total_assault,susp_pers_total_assault,traffic_total_assault
Bolton Police Department,1996,North Carolina,536,NC02407,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolton Police Department,1997,North Carolina,543,NC02407,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolton Police Department,1998,North Carolina,569,NC02407,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolton Police Department,1999,North Carolina,566,NC02407,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolton Police Department,2000,North Carolina,494,NC02407,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolton Police Department,2001,North Carolina,502,NC02407,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolton Police Department,2002,North Carolina,511,NC02407,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolton Police Department,2003,North Carolina,499,NC02407,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolton Police Department,2004,North Carolina,497,NC02407,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolton Police Department,2005,North Carolina,507,NC02407,2,0,2,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolton Police Department,2006,North Carolina,508,NC02407,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolton Police Department,2011,North Carolina,700,NC02407,2,0,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolton Police Department,2012,North Carolina,693,NC02407,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolton Police Department,2013,North Carolina,682,NC02407,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolton Police Department,2014,North Carolina,677,NC02407,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolton Police Department,2015,North Carolina,673,NC02407,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
