agency,ORI,ORI9,year,state,population,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,total_officers,male_employees_officers,female_employees_officers,total_civilians,male_employees_civilians,female_employees_civilians,officers_killed_felony,officers_killed_accident,total_assault_total,total_assault_gun,total_assault_knife,total_assault_other,total_assault_hand_feet,total_assault_2man_veh,total_assault_1man_alone,total_assault_1man_assist,total_assault_det_alone,total_assault_det_assist,total_assault_oth_alone,total_assault_oth_assist,total_assault_clear,disturbance_total_assault,burglary_total_assault,robbery_total_assault,att_oth_arrest_total_assault,civil_disorder_total_assault,cust_prisoners_total_assault,susp_pers_total_assault,ambush_total_assault,deranged_total_assault,traffic_total_assault,all_oth_total_assault
Lincoln Boyhood Nmem,INDI001,NA,1975,Indiana,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George Rogers Clark Nhp,INDI002,NA,1975,Indiana,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana Dunes Nl,INDI003,NA,1975,Indiana,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indianapolis,INIPD00,IN0494900,1975,Indiana,503411,18,097,18097,1078,1004,74,256,88,168,1,0,89,5,4,7,73,6,18,33,1,10,7,14,88,30,2,0,16,0,16,13,0,2,3,7
Indiana State Police,INISP00,INISP0000,1975,Indiana,0,18,097,18097,0,0,0,0,0,0,1,1,25,1,0,2,22,0,7,15,0,1,1,1,23,7,0,0,1,1,2,0,0,1,11,2
Adams,IN00100,IN0010000,1975,Indiana,14441,18,001,18001,7,6,1,7,5,2,0,0,2,0,0,0,2,0,0,1,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0
Berne,IN00101,IN0010100,1975,Indiana,3300,18,001,18001,4,4,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Decatur,IN00102,IN0010200,1975,Indiana,9544,18,001,18001,12,12,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allen,IN00200,IN0020000,1975,Indiana,97907,18,003,18003,121,114,7,20,1,19,0,0,6,0,0,0,6,1,0,0,0,5,0,0,0,0,0,0,5,0,1,0,0,0,0,0
Fort Wayne,IN00201,IN0020100,1975,Indiana,183837,18,003,18003,312,304,8,26,11,15,0,0,18,1,0,1,16,14,1,0,1,0,2,0,17,0,0,1,10,0,3,3,0,0,1,0
New Haven,IN00202,IN0020200,1975,Indiana,5940,18,003,18003,6,6,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bartholomew,IN00300,IN0030000,1975,Indiana,29727,18,005,18005,16,14,2,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbus,IN00301,IN0030100,1975,Indiana,28578,18,005,18005,58,57,1,9,3,6,0,0,12,0,0,0,12,0,2,5,0,0,1,4,8,6,0,1,0,0,1,4,0,0,0,0
Benton,IN00400,IN0040000,1975,Indiana,8507,18,007,18007,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fowler,IN00401,IN0040100,1975,Indiana,2646,18,007,18007,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blackford,IN00500,IN0050000,1975,Indiana,7168,18,009,18009,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hartford City,IN00501,IN0050100,1975,Indiana,8577,18,009,18009,11,10,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boone,IN00600,IN0060000,1975,Indiana,22072,18,011,18011,6,5,1,3,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Lebanon,IN00601,IN0060100,1975,Indiana,9793,18,011,18011,18,18,0,4,4,0,0,0,2,1,0,0,1,0,2,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0
Brown,IN00700,IN0070000,1975,Indiana,9659,18,013,18013,8,7,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carroll,IN00800,IN0080000,1975,Indiana,15484,18,015,18015,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delphi,IN00801,IN0080100,1975,Indiana,2639,18,015,18015,5,5,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cass,IN00900,IN0090000,1975,Indiana,22117,18,017,18017,9,9,0,7,5,2,0,0,3,0,0,0,3,0,2,1,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0
Logansport,IN00901,IN0090100,1975,Indiana,19383,18,017,18017,33,33,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clark,IN01000,IN0100000,1975,Indiana,37262,18,019,18019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlestown,IN01001,IN0100100,1975,Indiana,5762,18,019,18019,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clarksville,IN01002,IN0100200,1975,Indiana,14035,18,019,18019,24,24,0,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Jeffersonville,IN01003,IN0100300,1975,Indiana,20001,18,019,18019,38,36,2,1,0,1,0,0,2,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0
Sellersburg,IN01004,IN0100400,1975,Indiana,3500,18,019,18019,7,7,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clay,IN01100,IN0110000,1975,Indiana,15797,18,021,18021,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,IN01101,IN0110100,1975,Indiana,8500,18,021,18021,12,12,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinton,IN01200,IN0120000,1975,Indiana,15309,18,023,18023,6,5,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankfort,IN01201,IN0120100,1975,Indiana,15361,18,023,18023,25,25,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crawford,IN01300,IN0130000,1975,Indiana,8663,18,025,18025,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daviess,IN01400,IN0140000,1975,Indiana,14156,18,027,18027,6,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington,IN01401,IN0140100,1975,Indiana,12432,18,027,18027,13,13,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dearborn,IN01500,IN0150000,1975,Indiana,17449,18,029,18029,15,14,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aurora,IN01501,IN0150100,1975,Indiana,4465,18,029,18029,8,8,0,5,3,2,0,0,2,0,0,0,2,0,1,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0
Lawrenceburg,IN01502,IN0150200,1975,Indiana,4822,18,029,18029,15,15,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greendale,IN01503,IN0150300,1975,Indiana,3934,18,029,18029,7,7,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Decatur,IN01600,IN0160000,1975,Indiana,13659,18,031,18031,6,6,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greensburg,IN01601,IN0160100,1975,Indiana,9079,18,031,18031,11,11,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Kalb,IN01700,IN0170000,1975,Indiana,18744,18,033,18033,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auburn,IN01701,IN0170100,1975,Indiana,8307,18,033,18033,11,11,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garrett,IN01703,IN0170300,1975,Indiana,4715,18,033,18033,7,7,0,4,2,2,0,0,2,1,0,0,1,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1
Delaware,IN01800,IN0180000,1975,Indiana,62774,18,035,18035,32,28,4,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muncie,IN01801,IN0180100,1975,Indiana,67277,18,035,18035,132,129,3,22,4,18,0,0,25,0,0,2,23,12,1,2,0,0,8,2,25,11,0,0,3,0,1,2,0,0,0,8
Dubois,IN01900,IN0190000,1975,Indiana,18049,18,037,18037,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huntingburg,IN01901,IN0190100,1975,Indiana,5076,18,037,18037,7,7,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,0
Jasper,IN01902,IN0190200,1975,Indiana,8641,18,037,18037,10,10,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elkhart,IN02000,IN0200000,1975,Indiana,67663,18,039,18039,62,47,15,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elkhart,IN02001,IN0200100,1975,Indiana,43986,18,039,18039,99,97,2,28,13,15,0,0,7,0,0,1,6,3,0,2,1,1,0,0,7,1,0,1,1,0,1,2,0,0,1,0
Goshen,IN02002,IN0200200,1975,Indiana,18724,18,039,18039,28,28,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nappanee,IN02003,IN0200300,1975,Indiana,4358,18,039,18039,7,7,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fayette,IN02100,IN0210000,1975,Indiana,8831,18,041,18041,7,7,0,4,4,0,0,0,2,0,0,0,2,0,1,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
Connersville,IN02101,IN0210100,1975,Indiana,18454,18,041,18041,37,37,0,2,1,1,0,0,32,1,1,2,28,24,3,3,1,0,1,0,32,27,0,0,3,0,0,0,0,0,1,1
Floyd,IN02200,IN0220000,1975,Indiana,16665,18,043,18043,10,9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Albany,IN02201,IN0220100,1975,Indiana,40792,18,043,18043,75,69,6,8,2,6,0,0,29,0,2,0,27,21,5,1,0,2,0,0,7,12,0,0,5,0,9,1,0,0,1,1
Iu At New Albany,IN02202,IN0220200,1975,Indiana,0,18,043,18043,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fountain,IN02300,IN0230000,1975,Indiana,11658,18,045,18045,5,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Attica,IN02301,IN0230100,1975,Indiana,4164,18,045,18045,6,6,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Covington,IN02302,IN0230200,1975,Indiana,2699,18,045,18045,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin,IN02400,IN0240000,1975,Indiana,14126,18,047,18047,11,9,2,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brookville,IN02401,IN0240100,1975,Indiana,2874,18,047,18047,7,7,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fulton,IN02500,IN0250000,1975,Indiana,12744,18,049,18049,6,6,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rochester,IN02501,IN0250100,1975,Indiana,4882,18,049,18049,6,6,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibson,IN02600,IN0260000,1975,Indiana,20236,18,051,18051,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Princeton,IN02601,IN0260100,1975,Indiana,7644,18,051,18051,13,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oakland City,IN02602,IN0260200,1975,Indiana,3388,18,051,18051,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant,IN02700,IN0270000,1975,Indiana,38702,18,053,18053,26,24,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gas City,IN02701,IN0270100,1975,Indiana,5971,18,053,18053,9,9,0,5,0,5,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Marion,IN02702,IN0270200,1975,Indiana,35808,18,053,18053,78,77,1,3,3,0,0,0,3,0,0,0,3,2,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0
Fairmount,IN02703,IN0270300,1975,Indiana,3564,18,053,18053,6,6,0,4,0,4,0,0,2,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Greene,IN02800,IN0280000,1975,Indiana,19728,18,055,18055,8,7,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jasonville,IN02802,IN0280200,1975,Indiana,2428,18,055,18055,5,5,0,0,0,0,0,0,2,0,0,0,2,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0
Linton,IN02803,IN0280300,1975,Indiana,5826,18,055,18055,8,8,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hamilton,IN02900,IN0290000,1975,Indiana,45817,18,057,18057,14,13,1,10,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carmel,IN02901,IN0290100,1975,Indiana,11169,18,057,18057,17,17,0,5,3,2,0,0,2,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
Noblesville,IN02902,IN0290200,1975,Indiana,7840,18,057,18057,17,17,0,4,0,4,0,0,4,0,0,0,4,0,0,1,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0
Hancock,IN03000,IN0300000,1975,Indiana,28050,18,059,18059,9,7,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenfield,IN03001,IN0300100,1975,Indiana,10950,18,059,18059,20,20,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harrison,IN03100,IN0310000,1975,Indiana,19672,18,061,18061,5,5,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corydon,IN03101,IN0310100,1975,Indiana,3337,18,061,18061,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hendricks,IN03200,IN0320000,1975,Indiana,45062,18,063,18063,13,11,2,12,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brownsburg,IN03201,IN0320100,1975,Indiana,5916,18,063,18063,14,13,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danville,IN03202,IN0320200,1975,Indiana,4163,18,063,18063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plainfield,IN03203,IN0320300,1975,Indiana,8670,18,063,18063,15,15,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henry,IN03300,IN0330000,1975,Indiana,30780,18,065,18065,14,11,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Castle,IN03302,IN0330200,1975,Indiana,22196,18,065,18065,44,44,0,7,4,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Howard,IN03400,IN0340000,1975,Indiana,36271,18,067,18067,29,28,1,7,1,6,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Kokomo,IN03401,IN0340100,1975,Indiana,52020,18,067,18067,108,106,2,25,12,13,0,0,7,0,0,1,6,0,0,7,0,0,0,0,7,5,0,0,0,0,1,0,0,0,1,0
Huntington,IN03500,IN0350000,1975,Indiana,18627,18,069,18069,5,5,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huntington,IN03501,IN0350100,1975,Indiana,17022,18,069,18069,27,27,0,6,5,1,0,0,4,1,0,0,3,3,0,0,0,0,0,1,3,3,0,0,0,0,0,1,0,0,0,0
Jackson,IN03600,IN0360000,1975,Indiana,20373,18,071,18071,6,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seymour,IN03602,IN0360200,1975,Indiana,13683,18,071,18071,20,20,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jasper,IN03700,IN0370000,1975,Indiana,17104,18,073,18073,9,8,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rensselaer,IN03701,IN0370100,1975,Indiana,5500,18,073,18073,7,7,0,4,0,4,0,0,2,0,0,1,1,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
Jay,IN03800,IN0380000,1975,Indiana,13757,18,075,18075,6,6,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dunkirk,IN03801,IN0380100,1975,Indiana,3271,18,075,18075,12,12,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portland,IN03802,IN0380200,1975,Indiana,7158,18,075,18075,9,9,0,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Jefferson,IN03900,IN0390000,1975,Indiana,14686,18,077,18077,9,9,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison,IN03901,IN0390100,1975,Indiana,12897,18,077,18077,23,23,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jennings,IN04000,IN0400000,1975,Indiana,15702,18,079,18079,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Vernon,IN04001,IN0400100,1975,Indiana,4811,18,079,18079,8,8,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnson,IN04100,IN0410000,1975,Indiana,33724,18,081,18081,13,13,0,6,6,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Edinburg,IN04101,IN0410100,1975,Indiana,5640,18,081,18081,16,16,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin,IN04102,IN0410200,1975,Indiana,11915,18,081,18081,19,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenwood,IN04103,IN0410300,1975,Indiana,12162,18,081,18081,21,21,0,6,6,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,5,4,0,0,0,0,0,0,0,0,1,0
New Whiteland,IN04104,IN0410400,1975,Indiana,4620,18,081,18081,11,11,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Knox,IN04200,IN0420000,1975,Indiana,16229,18,083,18083,15,12,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bicknell,IN04201,IN0420100,1975,Indiana,3585,18,083,18083,5,5,0,1,1,0,0,0,2,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Vincennes,IN04202,IN0420200,1975,Indiana,20914,18,083,18083,31,31,0,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kosciusko,IN04300,IN0430000,1975,Indiana,41372,18,085,18085,13,13,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warsaw,IN04301,IN0430100,1975,Indiana,7405,18,085,18085,21,21,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winona Lake,IN04302,IN0430200,1975,Indiana,3203,18,085,18085,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lagrange,IN04400,IN0440000,1975,Indiana,22804,18,087,18087,7,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
